Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,ML_Similarity,dS_Distance,AA_Similarity,Ztest_Similarity,dN/dS_Similarity,predict,prob. introduced,prob. native,ML_Distance,dN_Distance,dN_Similarity,dS_Similarity,AA_Distance,Ztest_Distance,dN/dS_Distance
321,Diptera_Group_202,,,,,0,,1,,0.43593802,,,,introduced,0.6616945851423128,0.338305414857688,0.18748679691793851,0.12843844606960814,0.014755502862061018,0.02300575183692591,0.13784219147195217,2.546402822518791e-07,0.15659657724969978
322,Diptera_Group_203,,,,,0,,2,0.0,0.45205886,0.0,1.0,,introduced,0.718487656747312,0.28151234325268837,0.174864225679156,0.09571130789602772,0.0,0.0,0.08689209860691886,4.709311244055836e-08,0.11253308778914993
323,Diptera_Group_204,,,,,0,,1,,0.52288514,,,,native,0.3938658423769185,0.6061341576230821,0.16979406330943914,0.042044802291817146,0.014755502862061018,0.02300575183692591,0.0,3.113974535971775e-09,0.04273837300426344
324,Diptera_Group_205,,,,,0,,1,,0.43675558,,,,native,0.468128424283805,0.5318715757161946,0.16418208606899043,0.042044802291817146,0.014755502862061018,0.02300575183692591,0.0,1.9788311090658073e-08,0.0511665131995084
325,Diptera_Group_206,,,,,0,,1,,0.35130641,,,,introduced,0.655114506351813,0.34488549364818794,0.14159615230419054,0.12453552427678599,0.014755502862061018,0.02300575183692591,0.12501339740298884,2.7458199110292984e-07,0.18841659430042018
326,Diptera_Group_207,,,,,0,,1,,0.35130641,,,,introduced,0.6497000021100147,0.35029999788998606,0.14159615230419054,0.09571130789602772,0.014755502862061018,0.02300575183692591,0.08689209860691886,3.0832949838932354e-07,0.1448068635496974
327,Diptera_Group_208,,,,,0,,3,0.0,0.22055424,0.0,1.0,,native,0.21418971811915374,0.7858102818808463,0.05336734284511491,0.0071150257894574236,0.0,0.0,0.012269814428014012,1.0921920539960117e-09,0.017146403418821406
328,Diptera_Group_209,Clogmia albipunctata,,33.0,,1,1.0,2,0.00611789,0.22055424,0.00917438,0.35363226,0.3121585146,native,0.11042716560252128,0.8895728343974787,0.05336734284511491,0.0071150257894574236,0.0646176119091443,0.009550403722068017,0.012269814428014012,8.436876821598403e-11,0.017146403418821406
329,Diptera_Group_21,,,,,0,,3,0.00304875,0.68267077,0.0,0.15736516,0.0,introduced,0.5481544708591207,0.4518455291408796,0.28361063584039997,0.09897381064269305,0.0,0.009102099047137486,0.03689436817446285,0.0,0.07705857148870336
330,Diptera_Group_210,,,,,0,,1,,0.47388399,,,,introduced,0.6535680773407051,0.3464319226592959,0.17872158698081803,0.10881164664856414,0.014755502862061018,0.02300575183692591,0.07430475870672044,4.525233931584598e-10,0.12204368610439989
331,Diptera_Group_211,Psychoda alternata,,66.0,,1,1.0,3,0.00816579,0.47388399,0.00919555,0.16465564,0.1893306088,introduced,0.6586840937424262,0.34131590625757485,0.17872158698081803,0.10881164664856414,0.06496529387613245,0.015830935836934353,0.11230627997230087,2.4543641662831722e-09,0.12204368610439989
332,Diptera_Group_212,,,,,0,,3,0.01967629,0.74998083,0.0,0.33333928,0.0,native,0.4723313762027525,0.5276686237972473,0.292384860226233,0.06889317471893146,0.0,0.06355785247769608,0.0,0.0,0.048824522636975995
333,Diptera_Group_213,Bradysia vagans,introduced,33.0,50.0,1,1.0,1,,0.92190394,,,,native,0.37126662090396956,0.6287333790960308,0.27001806341704016,0.047259369300210824,0.014755502862061018,0.02300575183692591,0.012241675535187967,0.0,0.027246719478755687
334,Diptera_Group_214,,,,,0,,1,,0.65487939,,,,native,0.4596833313608907,0.540316668639109,0.2416410796726846,0.06138269620212536,0.014755502862061018,0.02300575183692591,0.0,3.6048473692284094e-13,0.049819183797719435
335,Diptera_Group_215,Corynoptera globiformis,introduced,33.0,50.0,1,1.0,1,,0.6432574000000001,,,,native,0.34719378076047036,0.6528062192395298,0.23729484550066593,0.043416358134184964,0.014755502862061018,0.02300575183692591,0.024539628856028024,0.0,0.03587406329720007
336,Diptera_Group_216,Zygoneura calthella,native,66.0,50.0,1,1.0,2,0.0,0.47699158,0.0,1.0,,introduced,0.7262220693972223,0.27377793060277794,0.2213158408671499,0.13399341759316977,0.0,0.0,0.15073282690994005,7.05629697806412e-11,0.14930856503702553
337,Diptera_Group_217,,,,,0,,1,,0.51250338,,,,introduced,0.6649390857296206,0.3350609142703803,0.21165174372973994,0.1535086299225979,0.014755502862061018,0.02300575183692591,0.1915949929568512,1.6873753643196807e-10,0.15920182130046678
338,Diptera_Group_218,,,,,0,,1,,0.59488076,,,,native,0.4056322465137808,0.5943677534862195,0.20489949238458838,0.043416358134184964,0.014755502862061018,0.02300575183692591,0.02476685309039804,7.07163675410339e-13,0.03879139860503622
339,Diptera_Group_219,,,,,0,,1,,0.50309991,,,,introduced,0.6202203643987851,0.3797796356012156,0.19774212742170072,0.07951971567069577,0.014755502862061018,0.02300575183692591,0.049306455198429085,1.1198036508666974e-10,0.0840103026210763
340,Diptera_Group_22,Forcipomyia bipunctata,,66.0,,1,1.0,1,,0.88677123,,,,native,0.3803603038674154,0.6196396961325853,0.28844991027672373,0.0574986916866032,0.014755502862061018,0.02300575183692591,0.03689436817446285,0.0,0.03446341729027007
341,Diptera_Group_220,Sciara kitakamiensis,introduced,33.0,50.0,1,1.0,3,0.0,0.40809179999999995,0.0,1.0,,introduced,0.7262220693972223,0.27377793060277794,0.19774212742170072,0.10228820280664287,0.0,0.0,0.11224582949911943,3.9730019941708846e-08,0.1332231352308557
342,Diptera_Group_221,Culex salinarius,native,33.0,50.0,2,4.0,3,0.01334888,0.14090676,0.00611625,0.10755005,0.056501556429999995,native,0.1138402444524899,0.8861597555475101,0.026492337960052778,0.007282654871423659,0.043397572896150344,0.03543651809603254,0.012451058855570366,4.479214603466789e-08,0.0274707091162265
343,Diptera_Group_221,Culiseta melanura,native,66.0,50.0,2,3.0,3,0.01334888,0.14090676,0.00611625,0.10755005,0.056501556429999995,native,0.1138402444524899,0.8861597555475101,0.026492337960052778,0.007282654871423659,0.043397572896150344,0.03543651809603254,0.012451058855570366,4.479214603466789e-08,0.0274707091162265
344,Diptera_Group_222,,,,,0,,8,0.0007618,0.13799403,0.0,0.67754004,0.0,native,0.16384371249978946,0.8361562875002101,0.022748032869327098,0.0,0.0,0.0023242847987821917,0.0,3.46678938487498e-08,0.0
345,Diptera_Group_223,,,,,0,,4,0.0030538,0.16782459,0.0,0.52250695,0.0,native,0.10934347375887223,0.890656526241127,0.03286798567010289,0.0,0.0,0.009530690833906392,0.0,8.958429206933578e-09,0.0
346,Diptera_Group_23,Mycetophila fungorum,,66.0,,1,1.0,3,0.00203302,0.51908035,0.0,0.4381906,0.0,introduced,0.6882831358965145,0.3117168641034865,0.28359977915316087,0.18486467365081782,0.0,0.006259696811126881,0.13784219147195217,0.0,0.18929158591841727
347,Diptera_Group_24,,,,,0,,1,,0.76254768,,,,introduced,0.6626872817482746,0.3373127182517265,0.28232754353536055,0.12502960948746816,0.014755502862061018,0.02300575183692591,0.11224582949911943,0.0,0.08714808348947108
348,Diptera_Group_25,Dasyhelea incisurata,introduced,100.0,50.0,1,1.0,3,0.00101541,0.71726137,0.0,0.54520587,0.0,introduced,0.7072138530863583,0.2927861469136428,0.2829434414349958,0.11217061686183634,0.0,0.0031166730306514943,0.07133222705401013,0.0,0.08312155075015033
349,Diptera_Group_26,Psilocephala argentata,introduced,33.0,50.0,1,1.0,1,,0.79796652,,,,native,0.46931205124670955,0.5306879487532903,0.2659886227283478,0.07277831498093316,0.014755502862061018,0.02300575183692591,0.01765549687253058,0.0,0.04847628121437826
350,Diptera_Group_27,,,,,0,,1,,0.67746499,,,,introduced,0.6485898760226495,0.35141012397735155,0.2831832365022358,0.08307843529605902,0.014755502862061018,0.02300575183692591,0.07430475870672044,0.0,0.06517985978859349
351,Diptera_Group_28,Agromyza sp. Agvt,,,,1,1.0,1,,0.90123339,,,,introduced,0.5008974559739264,0.4991025440260738,0.2700486123821215,0.04796356760960996,0.014755502862061018,0.02300575183692591,0.05486961060292741,0.0,0.028286953449337435
352,Diptera_Group_29,Efferia aestuans,native,66.0,50.0,1,1.0,1,,0.71785038,,,,introduced,0.6597152162622764,0.3402847837377249,0.2654069046134142,0.11913032932021515,0.014755502862061018,0.02300575183692591,0.08689209860691886,0.0,0.08820645697423385
353,Diptera_Group_3,Eutolmus lecythus,,66.0,,1,1.0,1,,2.47187765,,,,introduced,0.5421422283483017,0.45785777165169866,0.4273139155311457,0.12156324024772343,0.014755502862061018,0.02300575183692591,0.12068813929886064,0.0,0.026138897583975595
354,Diptera_Group_30,,,,,0,,1,,0.66012399,,,,native,0.4265724704310938,0.5734275295689065,0.23896457538074284,0.049358370762731085,0.014755502862061018,0.02300575183692591,0.04103174834778292,0.0,0.039741775904971174
355,Diptera_Group_31,,,,,0,,1,,0.30591902,,,,introduced,0.5722300521256183,0.42776994787438216,0.10059441525211811,0.04579329805549786,0.014755502862061018,0.02300575183692591,0.06595253616081774,9.326583831876054e-13,0.07956231544873507
356,Diptera_Group_32,,,,,0,,3,0.00304946,0.30591902,0.00305111,0.36303741,0.1629265947,native,0.48008515040597227,0.5199148495940275,0.10059441525211811,0.04579329805549786,0.021728028467078116,0.006152822035113366,0.04103174834778292,5.767755790765455e-12,0.07956231544873507
357,Diptera_Group_33,,,,,0,,1,,0.57690251,,,,native,0.22437815435155178,0.7756218456484482,0.16256168525547937,0.0071967640439076115,0.014755502862061018,0.02300575183692591,0.0,0.0,0.006630508033530034
358,Diptera_Group_34,,,,,0,,3,0.00304914,0.57690251,0.0,0.15733928,0.0,native,0.23192471361991507,0.7680752863800845,0.16256168525547937,0.0071967640439076115,0.0,0.00919593596273038,0.0,0.0,0.006630508033530034
359,Diptera_Group_35,Simulium venustum,native,33.0,50.0,1,1.0,1,,0.65582352,,,,introduced,0.6618398316698573,0.3381601683301439,0.25927750874835254,0.11600553583419539,0.014755502862061018,0.02300575183692591,0.09657364310687935,0.0,0.09401641716535422
360,Diptera_Group_36,,,,,0,,1,,0.63651796,,,,introduced,0.6290539395728891,0.3709460604271118,0.25063558570602473,0.10561615294419233,0.014755502862061018,0.02300575183692591,0.049306455198429085,0.0,0.08819249970133242
361,Diptera_Group_37,Lasiopogon tetragrammus,native,66.0,50.0,1,1.0,1,,0.76898412,,,,introduced,0.6626872817482746,0.3373127182517265,0.2874238370748572,0.11885483981476905,0.014755502862061018,0.02300575183692591,0.1261081929195003,0.0,0.08215073809873977
362,Diptera_Group_38,Limonia tristigma,native,66.0,50.0,1,1.0,1,,0.65873107,,,,introduced,0.6556688490406378,0.34433115095936323,0.2564700624345368,0.088651472287061,0.014755502862061018,0.02300575183692591,0.08689209860691886,4.141739530602853e-13,0.0715302552344754
363,Diptera_Group_39,,,,,0,,1,,0.60842735,,,,introduced,0.6272169741678589,0.37278302583214196,0.25063558570602473,0.09812913469060446,0.014755502862061018,0.02300575183692591,0.049306455198429085,0.0,0.08572375989348813
364,Diptera_Group_4,,,,,0,,2,0.00152341,0.83997971,0.0,0.31779278,0.0,introduced,0.6926669945557169,0.30733300544428416,0.3884169270527737,0.215831759701869,0.0,0.004724529629285216,0.20292568521079443,0.0,0.13657101154643073
365,Diptera_Group_40,,,,,0,,2,0.00152341,0.69389834,0.00457667,0.31884127,,introduced,0.7146754709796416,0.28532452902035893,0.25237321012442065,0.10493537940593393,0.032201182435597143,0.0,0.08059842865681965,0.0,0.08037815972415174
366,Diptera_Group_41,,,,,0,,5,0.0074985,0.68458789,0.00183277,0.05397682,0.028097633530000003,introduced,0.6533246067745959,0.3466753932254052,0.2448272938047253,0.09594846595778897,0.013001823325274754,0.02134914707762889,0.07142798488320902,4.218438410799202e-13,0.07449391400503663
367,Diptera_Group_42,,,,,0,,1,,0.53887012,,,,introduced,0.662931251086136,0.33706874891386507,0.2521137943225822,0.15454336594962387,0.014755502862061018,0.02300575183692591,0.13784219147195217,3.0526154318146956e-11,0.15243273226674145
368,Diptera_Group_43,,,,,0,,1,,0.55957799,,,,introduced,0.5323994964319836,0.4676005035680165,0.24415398245198044,0.08044833038603869,0.014755502862061018,0.02300575183692591,0.03689436817446285,0.0,0.07641319897094626
369,Diptera_Group_44,Mumetopia occipitalis,native,33.0,50.0,1,1.0,1,,0.59537029,,,,introduced,0.6551615721796262,0.34483842782037494,0.24462039074379954,0.10612439949379142,0.014755502862061018,0.02300575183692591,0.07430475870672044,4.279797514956281e-13,0.09474145653133223
370,Diptera_Group_45,,,,,0,,1,,0.63026685,,,,introduced,0.5302213268457404,0.4697786731542597,0.2398875547683652,0.08344645264751104,0.014755502862061018,0.02300575183692591,0.0,0.0,0.07037126924866809
371,Diptera_Group_46,,,,,0,,1,,0.73487196,,,,native,0.225729977224977,0.7742700227750229,0.19150949465590744,0.0,0.014755502862061018,0.02300575183692591,0.0,0.0,0.0
372,Diptera_Group_47,,,,,0,,2,0.02000436,0.73487196,0.0,0.00026185,0.0,native,0.23349251663695866,0.766507483363041,0.19150949465590744,0.0,0.0,0.06420703237497946,0.0,0.0,0.0
373,Diptera_Group_48,,,,,0,,1,,0.55253246,,,,introduced,0.5340526110803712,0.465947388919629,0.21970867555373264,0.08330451982964464,0.014755502862061018,0.02300575183692591,0.012241675535187967,2.3623255100475532e-11,0.08013509178478101
374,Diptera_Group_49,,,,,0,,1,,0.53502854,,,,introduced,0.5393961062010574,0.46060389379894273,0.21970867555373264,0.08944361996447034,0.014755502862061018,0.02300575183692591,0.03689436817446285,2.6998005829114897e-10,0.0888555150708961
375,Diptera_Group_5,,,,,0,,1,,1.09897801,,,,native,0.37260770499978174,0.6273922950002189,0.30130190281240243,0.05713578519430917,0.014755502862061018,0.02300575183692591,0.01765549687253058,0.0,0.027633199206943897
376,Diptera_Group_50,,,,,0,,1,,0.65336181,,,,introduced,0.5615816147174073,0.4384183852825928,0.24172539338544435,0.061654530023590406,0.014755502862061018,0.02300575183692591,0.049306455198429085,5.767755790765455e-12,0.05015603722443673
377,Diptera_Group_51,,,,,0,,1,,0.63383663,,,,introduced,0.6609545666313725,0.3390454333686284,0.2430780078375981,0.1228195888065718,0.014755502862061018,0.02300575183692591,0.10772461556909428,3.5741678171498692e-12,0.10299171153594848
378,Diptera_Group_52,,,,,0,,1,,0.6254398,,,,introduced,0.6604630757090726,0.33953692429092835,0.23940959224268055,0.11935520712316627,0.014755502862061018,0.02300575183692591,0.09953892605240731,0.0,0.10143032727219489
379,Diptera_Group_53,Amblypsilopus scintillans,native,66.0,50.0,1,1.0,1,,0.68905052,,,,native,0.4596833313608907,0.540316668639109,0.2394753762553089,0.061654530023590406,0.014755502862061018,0.02300575183692591,0.0,0.0,0.04755825344698661
380,Diptera_Group_54,,,,,0,,1,,0.62959372,,,,introduced,0.6448329455768917,0.3551670544231095,0.2358829216994432,0.08842542324555284,0.014755502862061018,0.02300575183692591,0.0617763981398694,0.0,0.0746498140002709
381,Diptera_Group_55,Bactrocera dorsalis,introduced,66.0,50.0,1,1.0,2,0.0030515,0.70071306,0.0,0.15733928,0.0,introduced,0.5353489231070048,0.4646510768929953,0.23577054514932244,0.07307651941597028,0.0,0.00919593596273038,0.03542833720782528,0.0,0.05543060416675067
382,Diptera_Group_56,Metalimnobia novaeangliae,native,66.0,50.0,1,1.0,1,,0.50578508,,,,introduced,0.663892683593023,0.33610731640697805,0.23686651610033305,0.14954363248625274,0.014755502862061018,0.02300575183692591,0.12501339740298884,4.893388556527074e-10,0.15714981776513692
383,Diptera_Group_57,Erioptera caliptera,native,66.0,50.0,1,1.0,2,0.0,0.72609106,0.0,1.0,,native,0.4474535038315834,0.5525464961684168,0.23274789675830587,0.04357923127776809,0.0,0.0,0.024539628856028024,0.0,0.03190071710306795
384,Diptera_Group_58,Cuterebra fontinella,native,66.0,50.0,1,1.0,2,0.01735969,0.62927303,0.0,0.0008093,0.0,native,0.311638917884176,0.6883610821158236,0.22592013151937584,0.036686243925062895,0.0,0.05359935777788998,0.024886871352860464,0.0,0.03098675516463773
385,Diptera_Group_59,Halocladius variabilis,native,33.0,50.0,1,1.0,2,0.00458221,0.5513606,0.0,0.08290675,0.0,introduced,0.5370095406689799,0.46299045933102034,0.23064441807718195,0.08330451982964464,0.0,0.014234593289493076,0.0,0.0,0.08030541064633967
386,Diptera_Group_6,,,,,0,,1,,0.80080092,,,,native,0.43375371913749394,0.5662462808625061,0.27587221453758354,0.05840547877429225,0.014755502862061018,0.02300575183692591,0.0,0.0,0.038765107719616436
387,Diptera_Group_60,,,,,0,,1,,0.59935504,,,,introduced,0.6304306955336737,0.36956930446632735,0.26060075469894683,0.10344542199307293,0.014755502862061018,0.02300575183692591,0.049306455198429085,9.403282712072403e-13,0.09173584888092264
388,Diptera_Group_61,Beameromyia disfascia,native,33.0,50.0,1,1.0,1,,0.56202024,,,,introduced,0.6609545666313725,0.3390454333686284,0.23038176494356372,0.11065428883540325,0.014755502862061018,0.02300575183692591,0.10772461556909428,2.132228869458506e-11,0.1046473573117507
389,Diptera_Group_62,,,,,0,,1,,0.65189784,,,,introduced,0.6533246067745959,0.3466753932254052,0.2280795749029234,0.090534788394699,0.014755502862061018,0.02300575183692591,0.07133222705401013,0.0,0.07381556001562652
390,Diptera_Group_63,Cerodontha dorsalis,native,33.0,50.0,1,1.0,4,0.00381809,0.59226651,0.00228833,0.26622539,0.07848058889,introduced,0.6533246067745959,0.3466753932254052,0.2276721540155765,0.09138343945946603,0.01616527810832023,0.009503135903131451,0.07745160705576853,3.834944009817457e-12,0.0820091468770915
391,Diptera_Group_64,,,,,0,,2,0.00152341,0.62118629,0.0,0.31782449,0.0,introduced,0.6622950363014916,0.33770496369850955,0.22650408536067657,0.08341805898552225,0.0,0.004626507813226638,0.049306455198429085,0.0,0.07137566842904697
392,Diptera_Group_65,Anopheles punctipennis,native,33.0,50.0,2,3.0,10,0.00760994,0.377,0.0,0.06686364,0.0,native,0.17876952122542766,0.8212304787745719,0.10364602077104264,0.00023176326598338377,0.0,0.02336337758116308,0.0003948806794590389,3.298051848443013e-13,0.0003263544164944899
393,Diptera_Group_65,Coquillettidia perturbans,native,66.0,50.0,2,2.0,10,0.00760994,0.377,0.0,0.06686364,0.0,native,0.17876952122542766,0.8212304787745719,0.10364602077104264,0.00023176326598338377,0.0,0.02336337758116308,0.0003948806794590389,3.298051848443013e-13,0.0003263544164944899
394,Diptera_Group_66,Coquillettidia perturbans,native,66.0,50.0,2,2.0,31,0.00417656,0.377,0.00029625,0.21073191,0.007874833676999999,native,0.17181823211128758,0.8281817678887123,0.10364602077104264,0.00023176326598338377,0.0021129976816725944,0.012379515368322594,0.0003948806794590389,4.724651020095106e-14,0.0003263544164944899
395,Diptera_Group_66,Culiseta impatiens,native,66.0,50.0,2,2.0,31,0.00417656,0.377,0.00029625,0.21073191,0.007874833676999999,native,0.17181823211128758,0.8281817678887123,0.10364602077104264,0.00023176326598338377,0.0021129976816725944,0.012379515368322594,0.0003948806794590389,4.724651020095106e-14,0.0003263544164944899
396,Diptera_Group_67,Atrichopogon levis,native,66.0,50.0,1,1.0,4,0.01176476,0.52794764,0.0,0.19348771,0.0,introduced,0.6584304824432469,0.3415695175567543,0.22568529082176553,0.09752985096225385,0.0,0.038574011563992,0.07430475870672044,5.537659150176406e-12,0.09818805967967907
397,Diptera_Group_68,Coboldia fuscipes,,66.0,,1,1.0,1,,0.61573541,,,,introduced,0.6542920930798534,0.3457079069201477,0.22420549036803472,0.08692708970240513,0.014755502862061018,0.02300575183692591,0.0894665130725352,4.954747660684153e-13,0.07503657109198429
398,Diptera_Group_69,,,,,0,,1,,0.6464949000000001,,,,native,0.4605801662591698,0.5394198337408301,0.2171291123570725,0.057654359938456676,0.014755502862061018,0.02300575183692591,0.024539628856028024,1.687375364319681e-11,0.04740007425287368
399,Diptera_Group_7,,,,,0,,1,,0.73302768,,,,native,0.43438472953768836,0.5656152704623115,0.26407396455329174,0.05840547877429225,0.014755502862061018,0.02300575183692591,0.0,0.0,0.042349197418815224
400,Diptera_Group_70,,,,,0,,1,,0.52219562,,,,native,0.41440864940581545,0.5855913505941849,0.21796471955826485,0.04357923127776809,0.014755502862061018,0.02300575183692591,0.024539628856028024,4.1570793066421227e-10,0.044356606245470984
401,Diptera_Group_71,Stonemyia rasa,native,66.0,50.0,1,1.0,2,0.0,0.53852264,0.0,1.0,,introduced,0.6253413101778724,0.37465868982212797,0.21810056229233565,0.0883875886909528,0.0,0.0,0.03542833720782528,0.0,0.08723671233179958
402,Diptera_Group_72,,,,,0,,3,0.00508695,0.52078733,0.00610924,0.37102957,0.21077910019999999,introduced,0.6584406231763168,0.34155937682368404,0.21302744876381413,0.09745783753703482,0.043201176085326184,0.009456143113177532,0.12034838624118344,1.6873753643196807e-13,0.09946455202551942
403,Diptera_Group_73,Aedes cinereus,,66.0,,1,1.0,27,0.00994549,0.55154063,0.0,0.044816,0.0,introduced,0.539646670208542,0.46035332979145815,0.19697684722911496,0.07338104144079989,0.0,0.03155363661937345,0.038474399104241684,1.484890320601319e-12,0.07071610473848032
404,Diptera_Group_74,Culex salinarius,native,33.0,50.0,3,4.0,59,0.00387623,0.14090676,0.00015515,0.25955435,0.0043100000000000005,native,0.11487615779991449,0.8851238422000854,0.026492337960052778,0.007282654871423659,0.0011004021476037986,0.011782130118365838,0.012451058855570366,6.626783248964565e-08,0.0274707091162265
405,Diptera_Group_74,Culiseta impatiens,native,66.0,50.0,3,2.0,59,0.00387623,0.14090676,0.00015515,0.25955435,0.0043100000000000005,native,0.11487615779991449,0.8851238422000854,0.026492337960052778,0.007282654871423659,0.0011004021476037986,0.011782130118365838,0.012451058855570366,6.626783248964565e-08,0.0274707091162265
406,Diptera_Group_74,Culiseta melanura,native,66.0,50.0,3,3.0,59,0.00387623,0.14090676,0.00015515,0.25955435,0.0043100000000000005,native,0.11487615779991449,0.8851238422000854,0.026492337960052778,0.007282654871423659,0.0011004021476037986,0.011782130118365838,0.012451058855570366,6.626783248964565e-08,0.0274707091162265
407,Diptera_Group_75,Aedes japonicus,introduced,100.0,50.0,1,1.0,11,0.00255366,0.47849931,0.0,0.50094131,0.0,introduced,0.6255202858001785,0.37447971419982223,0.1731457927358961,0.0469801531266287,0.0,0.007899025645234328,0.049306455198429085,1.7027151403589507e-10,0.05218492724585425
408,Diptera_Group_76,Culiseta morsitans,native,33.0,50.0,1,1.0,15,0.00711095,0.51449518,0.00061022,0.19618486,0.009159467655,introduced,0.5062588344807075,0.4937411655192926,0.17123583852911667,0.05175699634338791,0.004316702011822633,0.021743419707292884,0.025365259278900217,2.6537812547936796e-10,0.05346871221693641
409,Diptera_Group_77,Aedes excrucians,native,66.0,50.0,2,1.0,29,0.00194209,0.36441173,0.00063632,0.62550262,0.0383759206,native,0.3177586303350563,0.6822413696649433,0.12558836940087592,0.0271722021420963,0.004502304248138822,0.005412800808183221,0.02658242688160858,5.414940941862248e-13,0.03963186036002159
410,Diptera_Group_77,Aedes stimulans,native,66.0,50.0,2,1.0,29,0.00194209,0.36441173,0.00063632,0.62550262,0.0383759206,native,0.3177586303350563,0.6822413696649433,0.12558836940087592,0.0271722021420963,0.004502304248138822,0.005412800808183221,0.02658242688160858,5.414940941862248e-13,0.03963186036002159
411,Diptera_Group_78,Aedes triseriatus,native,33.0,50.0,1,1.0,23,0.009691,0.4560844,0.00261201,0.38753884,0.030006445519999998,native,0.22883423414264076,0.7711657658573595,0.14444264334328305,0.013502357514220005,0.018481117122911297,0.028415786357058125,0.023189363220332587,3.313391624482283e-11,0.01573534811817853
412,Diptera_Group_79,Aedes sollicitans,native,33.0,50.0,1,1.0,1,,0.35268828,,,,native,0.18705899953262875,0.8129410004673709,0.11484590095041801,0.018760224857146564,0.014755502862061018,0.02300575183692591,0.0,1.2501917472004906e-10,0.028272159445213812
413,Diptera_Group_8,Polypedilum convictum,native,66.0,50.0,1,1.0,1,,0.57073023,,,,introduced,0.5370613578948944,0.462938642105106,0.2567805958840349,0.08764268096867726,0.014755502862061018,0.02300575183692591,0.024539628856028024,0.0,0.08162002956382783
414,Diptera_Group_80,Aedes vexans,introduced,66.0,50.0,1,1.0,30,0.00776075,0.34123020000000004,0.00120023,0.05804004,0.0168917292,introduced,0.5161548919548146,0.4838451080451857,0.11937653783320303,0.06210041699304664,0.008476963249805838,0.023153262871636434,0.038474399104241684,6.304647952139898e-09,0.09672951848338128
415,Diptera_Group_81,Aedes trivittatus,native,33.0,50.0,1,1.0,21,0.00671825,0.37508265,0.0,0.10538409,0.0,native,0.1977797205198093,0.8022202794801904,0.11602863597028672,0.014361833662620251,0.0,0.020714313286737642,0.0,3.1906734161681237e-12,0.0203514279659848
416,Diptera_Group_82,Aedes sticticus,,33.0,50.0,1,3.0,15,0.01118276,0.4523161,0.0006154,0.07777733,0.005794755196,native,0.22645604053512777,0.7735439594648725,0.1362881980780587,0.0076736355970091034,0.004357463614069157,0.03469322625417362,0.013158436383781011,2.116889093419236e-12,0.009017187396676344
417,Diptera_Group_83,Aedes fitchii,native,66.0,50.0,1,2.0,1,,0.20071435,,,,native,0.10239218464473213,0.8976078153552675,0.04475496716245597,0.0,0.014755502862061018,0.02300575183692591,0.0,2.63844147875441e-10,0.0
418,Diptera_Group_84,Aedes fitchii,native,66.0,50.0,1,2.0,7,0.00174683,0.20071435,0.0,0.72714683,0.0,native,0.13550729309204648,0.8644927069079528,0.04475496716245597,0.0,0.0,0.00544610904794651,0.0,4.4638748274275197e-10,0.0
419,Diptera_Group_85,Aedes canadensis,native,66.0,50.0,1,1.0,33,0.01056828,0.35502714,0.00027994,0.07079680000000001,0.002786143114,native,0.1876247026479341,0.8123752973520658,0.11208601300788525,0.02148807494856324,0.0019857183703099295,0.03288215297022668,0.011980481344649628,6.25862862402209e-10,0.032169767815333365
420,Diptera_Group_86,Aedes cantator,native,66.0,50.0,2,1.0,3,0.01123261,0.35196685,0.0,0.01059515,0.0,native,0.2551808613237981,0.7448191386762015,0.111888982914597,0.025686290826068683,0.0,0.03529350302505605,0.012241675535187967,5.691056910569105e-10,0.03878926981215541
421,Diptera_Group_86,Ochlerotatus cantator,native,33.0,,2,1.0,3,0.01123261,0.35196685,0.0,0.01059515,0.0,native,0.2551808613237981,0.7448191386762015,0.111888982914597,0.025686290826068683,0.0,0.03529350302505605,0.012241675535187967,5.691056910569105e-10,0.03878926981215541
422,Diptera_Group_87,Aedes provocans,native,66.0,50.0,1,1.0,21,0.00369747,0.33706732,0.00044045,0.2310951,0.013155688200000001,native,0.1830964740928638,0.8169035259071363,0.10436867907616422,0.007555269518593395,0.0031218876155371614,0.01094837604086326,0.012949614771335254,1.7180549163982205e-10,0.01191366224716956
423,Diptera_Group_88,Aedes aurifer,native,66.0,50.0,4,2.0,37,0.00887894,0.19373564,0.0,0.31256486,0.0,native,0.17621591956338142,0.8237840804366178,0.053462370158626205,0.014503872956719104,0.0,0.02801663010464821,0.0,8.375517717441325e-09,0.03979114491465674
424,Diptera_Group_88,Aedes communis,native,66.0,50.0,4,3.0,37,0.00887894,0.19373564,0.0,0.31256486,0.0,native,0.17621591956338142,0.8237840804366178,0.053462370158626205,0.014503872956719104,0.0,0.02801663010464821,0.0,8.375517717441325e-09,0.03979114491465674
425,Diptera_Group_88,Aedes diantaeus,native,66.0,50.0,4,1.0,37,0.00887894,0.19373564,0.0,0.31256486,0.0,native,0.17621591956338142,0.8237840804366178,0.053462370158626205,0.014503872956719104,0.0,0.02801663010464821,0.0,8.375517717441325e-09,0.03979114491465674
426,Diptera_Group_88,Aedes intrudens,native,66.0,50.0,4,3.0,37,0.00887894,0.19373564,0.0,0.31256486,0.0,native,0.17621591956338142,0.8237840804366178,0.053462370158626205,0.014503872956719104,0.0,0.02801663010464821,0.0,8.375517717441325e-09,0.03979114491465674
