,Number,Order_Group,Species Name,Final Status,Status Confidence,Count,dN/dS_Similarity,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance
149,161,Coleoptera_Group_60,Labarrus cincticulus,,66.0,1.0,,native,0.1932145984,,0.0226977432,,0.89476648,,0.004576667,,0.0,,0.02536722565
150,162,Coleoptera_Group_61,Ischnopterapion virens,,66.0,2.0,,native,0.188578058,0.0,0.0431773889,0.0,0.71158785,0.0,0.0324854551,0.0,0.0,1.0,0.06067752408
151,163,Coleoptera_Group_62,,,,1.0,,native,0.2246092069,,0.0431773889,,0.86932942,,0.0324854551,,0.0,,0.04966746541
152,164,Coleoptera_Group_63,Strigota ambigua,native,100.0,1.0,,native,0.1743457607,,0.0185194594,,0.72917306,,0.0170944334,,0.0,,0.02539789306
153,165,Coleoptera_Group_64,,,,3.0,0.0,native,0.1776002203,0.0030483589,0.0457522288,0.0,0.69529595,0.01234596,0.061195561,0.0,0.0,0.1573445,0.06580252452
154,166,Coleoptera_Group_65,,,,1.0,,native,0.1731220128,,0.0226977432,,0.71731805,,0.0184337017,,0.0,,0.03164250948
155,167,Coleoptera_Group_66,,,,1.0,,native,0.1890845687,,0.0454684664,,0.7091709,,0.070951736,,0.0,,0.06411496354
156,168,Coleoptera_Group_67,,,,1.0,,native,0.1745303085,,0.0324478083,,0.70957617,,0.0170944334,,0.0,,0.04572843575
157,169,Coleoptera_Group_68,Cicindela purpurea,native,100.0,1.0,,native,0.1760348577,,0.0290645229,,0.86554769,,0.01928235107,,0.0,,0.03357934316
158,170,Coleoptera_Group_69,,,,1.0,,native,0.1314302266,,0.0148468423,,0.60091333,,0.0138570347,,0.0,,0.02470712757
159,171,Coleoptera_Group_7,Plagiometriona clavata,native,33.0,1.0,,introduced,0.2260182785,,0.0744585811,,0.82893711,,0.1109570706,,0.0,,0.08982416181
160,172,Coleoptera_Group_70,,,,1.0,,native,0.0972450343,,0.0123248237,,0.41193253,,0.0091743763,,0.0,,0.02991952032
161,173,Coleoptera_Group_71,Sepedophilus testaceus,introduced,100.0,3.0,0.0,native,0.0972450343,0.008173147467,0.0123248237,0.0,0.41193253,0.03313842,0.004576667,0.0,0.0,0.33630168,0.02991952032
162,174,Coleoptera_Group_72,Lithocharis nigriceps,introduced,100.0,1.0,,native,0.1622042187,,0.0236401893,,0.64797368,,0.0230957148,,0.0,,0.03648325546
163,175,Coleoptera_Group_73,Lithocharis nigriceps,introduced,100.0,3.0,0.0,native,0.1622042187,0.0122718635,0.0236401893,0.0,0.64617115,0.05110929,0.0230957148,0.0,0.0,0.00961741,0.03658502751
164,176,Coleoptera_Group_74,,,,1.0,,native,0.1577810576,,0.0299924623,,0.67657957,,0.0310905871,,0.0,,0.04432954176
165,177,Coleoptera_Group_75,Oscarinus rusicola,native,100.0,1.0,,native,0.1578032636,,0.0227368428,,0.66532983,,0.004576667,,0.0,,0.03417379137
166,178,Coleoptera_Group_76,,,,2.0,0.0,native,0.1546334766,0.0061126769,0.0153431877,0.0,0.67552506,0.02526555,0.0137933221,0.0,0.0,0.04505343,0.02271298077
167,179,Coleoptera_Group_77,Lithocharodes longicollis,native,66.0,3.0,,native,0.1517369637,0.0,0.0331564983,0.0,0.62529185,0.0,0.0432968058,0.0,0.0,1.0,0.05302563643
168,180,Coleoptera_Group_78,Sepedophilus opicus,native,66.0,1.0,,native,0.1501086377,,0.0153431877,,0.65690836,,0.004576667,,0.0,,0.02335666378
169,181,Coleoptera_Group_79,,,,1.0,,native,0.1289178098,,0.0182503091,,0.61157113,,0.0091743763,,0.0,,0.0298416786
170,182,Coleoptera_Group_8,Paria fragariae,native,100.0,2.0,,native,0.2254664362,0.0,0.0361764924,0.0,0.88608622,0.0,0.0467374779,0.0,0.0,1.0,0.04082728247
171,183,Coleoptera_Group_80,Tachinus corticinus,introduced,100.0,2.0,,native,0.1276870265,0.0,0.016222329,0.0,0.60760641,0.0,0.0,0.0,0.0,1.0,0.02669874566
172,184,Coleoptera_Group_81,,,,1.0,,native,0.1249432019,,0.0240295153,,0.51294789,,0.0206192872,,0.0,,0.04684591899
173,185,Coleoptera_Group_82,,,,1.0,,native,0.1249432019,,0.016222329,,0.46859107,,0.0,,0.0,,0.03461937292
174,186,Coleoptera_Group_83,,,,3.0,0.09144814652,native,0.196147922,0.0091756841,0.0177824542,0.002699061867,0.84509758,0.02951467,0.007648885367,0.00611625,0.0,0.07228089,0.02104189459
175,187,Coleoptera_Group_84,,,,1.0,,native,0.1722802385,,0.04506270257,,0.66837574,,0.0499426308,,0.0,,0.06742121216
176,188,Coleoptera_Group_85,Gauropterus fulgidus,introduced,100.0,1.0,,native,0.1701974408,,0.03200761,,0.74757231,,0.0206192872,,0.0,,0.04281540337
177,189,Coleoptera_Group_86,Psephenus herricki,native,100.0,1.0,,native,0.1872916032,,0.0383155183,,0.76936604,,0.049271049,,0.0,,0.04980141611
178,190,Coleoptera_Group_87,Atomaria lewisi,introduced,66.0,5.0,0.0,native,0.1833083605,0.00152353976,0.0575395339,0.0,0.67972171,0.00627363,0.070951736,0.0,0.0,0.42214842,0.08465160529
179,191,Coleoptera_Group_88,,,,1.0,,native,0.1842538895,,0.0364288855,,0.85698342,,0.0257524961,,0.0,,0.04250827338
180,192,Coleoptera_Group_89,,,,2.0,,native,0.1703815684,0.0,0.0205351637,0.0,0.70709355,0.0,0.0277795641,0.0,0.0,1.0,0.02904165043
181,193,Coleoptera_Group_9,Cyrtepistomus castaneus,introduced,33.0,2.0,,native,0.2218825271,0.0,0.038231417,0.0,0.95095094,0.0,0.0419641991,0.0,0.0,1.0,0.04020335371
182,194,Coleoptera_Group_90,,,,1.0,,native,0.1728076145,,0.0514566905,,0.60054754,,0.06184002505,,0.0,,0.08568295942
183,195,Coleoptera_Group_91,,,,2.0,0.0,native,0.2032182415,0.0440060456,0.0320578255,0.0,0.78102878,0.19903989,0.0324854551,0.0,0.0,4.89e-08,0.04104563919
184,196,Coleoptera_Group_92,Melanophthalma inermis,,66.0,1.0,,introduced,0.1692628057,,0.0598717379,,0.48464934,,0.0611544232,,0.0,,0.1235362002
185,197,Coleoptera_Group_93,Cymbiodyta minima,native,100.0,1.0,,native,0.1701040546,,0.0256522983,,0.72618356,,0.0137933221,,0.0,,0.03532481278
186,198,Coleoptera_Group_94,,,,1.0,,native,0.1797678612,,0.03749034782,,0.66655166,,0.0419641991,,0.0,,0.05624522459
187,199,Coleoptera_Group_95,,,,1.0,,native,0.1827189288,,0.0112938479,,0.73587735,,0.0137933221,,0.0,,0.0153474596
188,200,Coleoptera_Group_96,Ptomaphagus brevior,native,100.0,1.0,,native,0.1645660601,,0.0384751654,,0.56899634,,0.0257524961,,0.0,,0.06761935481
189,201,Coleoptera_Group_97,,,,1.0,,native,0.1611184066,,0.0143987984,,0.68161816,,0.0,,0.0,,0.02112443483
190,202,Coleoptera_Group_98,,,,2.0,0.0,native,0.1553113152,0.0202846903,0.0082165437,0.0,0.65362539,0.08618744,0.0,0.0,0.0,0.00026218,0.01257072296
191,203,Coleoptera_Group_99,,,,1.0,,native,0.1545975717,,0.02744211108,,0.67849431,,0.0264332571,,0.0,,0.04044560239
192,204,Dermaptera_Group_1,Forficula auricularia-A,introduced,66.0,4.0,0.0,native,,0.00076694435,,0.0,,0.00076694435,,0.0,0.6519,0.659,
193,205,Diptera_Group_1,,,,1.0,,introduced,0.28449815,,0.15242821,,0.70786804,,0.24740817,,1.47e-10,,0.2153342168
194,206,Diptera_Group_10,,,,5.0,0.0,native,0.15271875,0.01558686,0.02914606,0.0,0.58153864,0.06697627,0.0184337,0.0,2.2e-10,0.16372107,0.05011887086
195,207,Diptera_Group_100,Drosophila immigrans,,66.0,1.0,,native,0.12851591,,0.01146714,,0.54314385,,0.0,,0.0,,0.02111252848
196,208,Diptera_Group_101,Oscinella frit,,66.0,1.0,,native,0.0632346,,0.01208891,,0.25321755,,0.02777956,,2.75e-10,,0.04774120119
197,209,Diptera_Group_102,,,,3.0,0.0,native,0.0632346,0.00101541,0.01208891,0.0,0.25321755,0.00423731,0.0184337,0.0,2.73e-10,0.54519519,0.04774120119
198,210,Diptera_Group_103,,,,1.0,,native,0.1205163,,0.0193231,,0.4757565,,0.0184337,,1.74e-10,,0.04061552496
199,211,Diptera_Group_104,,,,2.0,,native,0.12081258,0.0,0.02869202,0.0,0.43514737,0.0,0.02666825,0.0,5.65e-09,1.0,0.06593632865
200,212,Diptera_Group_105,,,,1.0,,native,0.09733066,,0.00503696,,0.48154766,,0.00492686,,0.0,,0.01045994077
201,213,Diptera_Group_106,,,,1.0,,native,0.09733066,,0.00503696,,0.48154766,,0.00492686,,0.0,,0.01045994077
202,214,Diptera_Group_107,,,,1.0,,native,0.11414306,,0.02112096,,0.444576,,0.0184337,,1.84e-10,,0.0475080976
203,215,Diptera_Group_108,Drosophila affinis,native,33.0,3.0,0.0,native,0.11693063,0.00663875,0.01146714,0.0,0.45632258,0.02804786,0.0,0.0,3.68e-10,0.11681452,0.02512945995
204,216,Diptera_Group_109,Drosophila simulans,,66.0,3.0,,native,0.0608278,0.0,0.00672455,0.0,0.26046672,0.0,0.00152556,0.0,0.0,1.0,0.02581730979
205,217,Diptera_Group_11,Cladopelma galeator,native,33.0,3.0,0.0,native,0.1535963,0.01962181,0.0198778,0.0,0.59712984,0.08426971,0.00917438,0.0,0.0,0.33333938,0.03328890748
206,218,Diptera_Group_110,Drosophila melanogaster,,66.0,3.0,,native,0.0608278,0.00101541,0.00672455,0.00134318,0.26046672,0.0,0.00152556,0.00305111,2.53e-09,0.5458916,0.02581730979
207,219,Diptera_Group_111,,,,3.0,0.0,native,0.11053982,0.0010156,0.01853427,0.0,0.45563895,0.00421943,0.01379332,0.0,3.59e-09,0.54519949,0.04067753646
208,220,Diptera_Group_112,Chymomyza amoena,native,66.0,1.0,,native,0.10965791,,0.01826883,,0.35677353,,0.00917438,,0.0,,0.05120567661
209,221,Diptera_Group_113,Spilomyia longicornis,native,33.0,3.0,0.0,native,0.10807086,0.00509107,0.01829979,0.0,0.45305536,0.02120735,0.01324523,0.0,7.56e-10,0.1292418,0.04039195122
210,222,Diptera_Group_114,,,,2.0,0.0,native,0.1045416,0.00152312,0.01935591,0.0,0.38739657,0.00631583,0.01993421,0.0,5.65e-08,0.31780243,0.0499640717
211,223,Diptera_Group_115,Toxomerus marginatus,native,33.0,7.0,0.0,native,0.10359528,0.00450611,0.01370232,0.0,0.43499898,0.01893429,0.0184337,0.0,1.39e-10,0.10180578,0.03149966007
212,224,Diptera_Group_116,Dasysyrphus venustus,native,33.0,1.0,,native,0.09789863,,0.01217477,,0.43648224,,0.01379332,,2.41e-09,,0.02789293328
213,225,Diptera_Group_117,,,,4.0,0.0,native,0.09662093,0.00076156,0.00976616,0.0,0.39356804,0.00307379,0.00457667,0.0,1.96e-10,0.65892145,0.02481441328
214,226,Diptera_Group_118,,,,1.0,,native,0.09250425,,0.01013187,,0.41446231,,0.0,,5.87e-07,,0.02444581752
215,227,Diptera_Group_119,,,,1.0,,native,0.05565961,,0.00302929,,0.24400702,,0.00457667,,3.8e-09,,0.01241476577
216,228,Diptera_Group_12,,,,1.0,,native,0.12232766,,0.00406919,,0.64466656,,0.00457667,,0.0,,0.006312084809
217,229,Diptera_Group_120,,,,1.0,,native,0.05565961,,0.00302929,,0.24400702,,0.00457667,,5.18e-08,,0.01241476577
218,230,Diptera_Group_121,Sericomyia slossonae,native,66.0,2.0,,native,0.08995926,0.0,0.00923445,0.0,0.37016042,0.0,0.00926012,0.0,1.36e-08,1.0,0.02494715669
219,231,Diptera_Group_122,,,,1.0,,native,0.05293707,,0.00723478,,0.21207604,,0.00457667,,3.25e-07,,0.03411408474
220,232,Diptera_Group_123,,,,1.0,,native,0.05293707,,0.00723478,,0.21207604,,0.0054496,,3.46e-06,,0.03411408474
221,233,Diptera_Group_124,,,,1.0,,native,0.0835814,,0.01013187,,0.31080411,,0.0,,8.47e-09,,0.03259889324
222,234,Diptera_Group_125,Platycheirus inversus,native,66.0,2.0,0.0,native,0.06408449,0.00163821,0.00419784,0.0,0.27390597,0.00674162,0.00475747,0.0,3.3e-08,0.31770006,0.01532584339
223,235,Diptera_Group_126,Platycheirus orarius,native,66.0,1.0,,native,0.05037344,,0.00201613,,0.22359862,,0.00457667,,1.32e-10,,0.009016737223
224,236,Diptera_Group_127,Platycheirus hyperboreus,native,33.0,1.0,,native,0.05037344,,0.00201613,,0.22359862,,0.00457667,,4.94e-09,,0.009016737223
225,237,Diptera_Group_128,,,,1.0,,native,0.08076696,,0.00808851,,0.31080411,,0.0,,1.16e-07,,0.0260244628
226,238,Diptera_Group_129,,,,3.0,,native,0.07461131,0.0,0.00201884,0.0,0.3398926,0.0,0.0,0.0,0.0,1.0,0.005939640934
227,239,Diptera_Group_13,,,,4.0,,native,0.12232766,0.0,0.00406919,0.0,0.61750226,0.0,0.00457667,0.0,0.0,1.0,0.006589757259
228,240,Diptera_Group_130,,,,5.0,0.0,native,0.05664098,0.00615092,0.0,0.0,0.26045191,0.02582238,0.0,0.0,0.0,0.60057096,0.0
229,241,Diptera_Group_131,,,,2.0,0.0,native,0.04196602,0.00152341,0.0,0.0,0.17870383,0.00621122,0.0,0.0,2.11e-09,0.31782759,0.0
230,242,Diptera_Group_132,,,,1.0,,native,0.03147138,,0.0,,0.13799403,,0.0,,2.49e-08,,0.0
231,243,Diptera_Group_133,Hydrophorus aestuum,native,66.0,1.0,,native,0.13496217,,0.02554743,,0.47593412,,0.03248546,,0.0,,0.05367850071
232,244,Diptera_Group_134,,,,1.0,,native,0.1317745,,0.00807817,,0.56175562,,0.00457667,,0.0,,0.01438022106
233,245,Diptera_Group_135,,,,5.0,0.0,native,0.11907494,0.00156651,0.01640743,0.0,0.47634174,0.0063943,0.01341313,0.0,0.0,0.47429108,0.03444466152
234,246,Diptera_Group_136,Megaselia hirticrus,introduced,33.0,1.0,,native,0.11598937,,0.0100808,,0.48051975,,0.0,,0.0,,0.0209789504
235,247,Diptera_Group_137,Diplonevra nitidula,native,33.0,3.0,,native,0.0828767,0.0,0.00601206,0.0,0.39605057,0.0,0.00457667,0.0,8.45e-09,1.0,0.01518003118
236,248,Diptera_Group_138,,,,1.0,,native,0.0828767,,0.00601206,,0.39605057,,0.00457667,,0.0,,0.01518003118
237,249,Diptera_Group_139,,,,1.0,,native,0.10331803,,0.00806188,,0.43459809,,0.0,,1.73e-09,,0.01855019657
238,250,Diptera_Group_14,,,,1.0,,native,0.19362454,,0.03285946,,0.76787249,,0.02777956,,0.0,,0.04279286005
239,251,Diptera_Group_140,,,,1.0,,native,0.09931916,,0.00805377,,0.48051975,,0.0,,4.63e-10,,0.01676053898
240,252,Diptera_Group_141,,,,2.0,,native,0.06401275,0.0,0.00401742,0.0,0.29036578,0.0,0.0,0.0,1.08e-08,1.0,0.01383572128
241,253,Diptera_Group_142,,,,1.0,,native,0.06401275,,0.00401742,,0.29036578,,0.0,,5.09e-10,,0.01383572128
242,254,Diptera_Group_143,Anopheles walkeri,native,66.0,23.0,0.0,native,0.11543678,0.00438596,0.01110944,0.0,0.54696578,0.01870939,0.00366133,0.0,0.0,0.16184498,0.02031103299
243,255,Diptera_Group_144,Anopheles quadrimaculatus,native,66.0,4.0,0.0,native,0.09449449,0.00330443,0.00698709,0.0,0.44973631,0.01365839,0.00459908,0.0,1.72e-10,0.2605693,0.0155359704
244,256,Diptera_Group_145,Anopheles punctipennis,native,33.0,26.0,0.0,native,0.0780011,0.00851741,0.00213802,0.0,0.388027,0.03623198,0.0,0.0,3e-09,0.03337711,0.005509977398
245,257,Diptera_Group_146,Anopheles crucians,native,66.0,5.0,0.0,native,0.0780011,0.01608733,0.00213802,0.0,0.388027,0.07217831,0.0,0.0,1.72e-07,0.02003821,0.005509977398
246,259,Diptera_Group_147,,,,2.0,,native,0.11571669,0.0,0.01191243,0.0,0.4741947,0.0,0.00492686,0.0,1.4e-08,1.0,0.02512139001
247,260,Diptera_Group_148,Fannia canicularis,,66.0,2.0,0.0,native,0.11571669,0.00152341,0.00770885,0.0,0.42512061,0.00634253,0.0,0.0,0.0,0.31779601,0.01813332456
248,261,Diptera_Group_149,Neolimnophila placida,native,33.0,1.0,,native,0.13011715,,0.0224583,,0.51988643,,0.03248546,,0.0,,0.04319847317
249,262,Diptera_Group_15,,,,1.0,,introduced,0.19015838,,0.07917838,,0.56566351,,0.11607217,,0.0,,0.1399743462
250,263,Diptera_Group_150,Tipula oleracea,native,33.0,2.0,,native,0.12688022,0.0,0.00605045,0.0,0.55924652,0.0,0.0,0.0,0.0,1.0,0.01081893187
251,264,Diptera_Group_151,Tipula hermannia,native,66.0,1.0,,native,0.10932369,,0.00807817,,0.48013623,,0.00457667,,1.81e-10,,0.01682474576
252,265,Diptera_Group_152,Tipula cf. maritima,,33.0,2.0,0.0,native,0.10932369,0.00152312,0.00605045,0.0,0.53259995,0.00632915,0.0,0.0,0.0,0.31779923,0.01136021511
253,266,Diptera_Group_153,,,,1.0,,native,0.11781352,,0.00809178,,0.56929858,,0.00493828,,0.0,,0.01421359597
254,267,Diptera_Group_154,,,,1.0,,native,0.06051903,,0.00207476,,0.27282377,,0.0,,0.0,,0.007604762591
255,268,Diptera_Group_155,Ctenophora apicata,native,33.0,2.0,0.0,native,0.06051903,0.0015986,0.00207476,0.0,0.27282377,0.00656459,0.0,0.0,0.0,0.31774262,0.007604762591
256,269,Diptera_Group_156,Tipula sp. SLB-2003,,,1.0,,native,0.12688022,,0.01535703,,0.60694033,,0.0,,0.0,,0.02530237198
257,270,Diptera_Group_157,,,,1.0,,native,0.12824901,,0.02439239,,0.54989716,,0.03248546,,0.0,,0.04435809416
258,271,Diptera_Group_158,Phytomyza crassiseta,native,33.0,1.0,,native,0.12849609,,0.02559975,,0.42831361,,0.02895604,,0.0,,0.05976870546
259,272,Diptera_Group_159,Procladius denticulatus,native,66.0,1.0,,native,0.03712947,,0.0,,0.16782459,,0.0,,5.54e-09,,0.0
260,273,Diptera_Group_16,,,,3.0,,native,0.1868738,0.0,0.03315183,0.0,0.76542953,0.0,0.02777956,0.0,0.0,1.0,0.04331140713
261,274,Diptera_Group_160,Chaetogaedia analis,native,66.0,1.0,,native,0.1236527,,0.01977222,,0.53412291,,0.02364176,,0.0,,0.03701810881
262,275,Diptera_Group_161,,,,1.0,,native,0.12380221,,0.01420619,,0.55285406,,0.01759576,,0.0,,0.02569609419
263,276,Diptera_Group_162,,,,1.0,,native,0.04709295,,0.0,,0.21472493,,0.0,,3.15e-10,,0.0
264,277,Diptera_Group_163,Boettcheria cimbicis,native,66.0,2.0,,native,0.04709295,0.0,0.0,0.0,0.21472493,0.0,0.0,0.0,1.28e-10,1.0,0.0
265,278,Diptera_Group_164,,,,1.0,,native,0.15855388,,0.03930579,,0.56837037,,0.05635294,,0.0,,0.06915524115
266,279,Diptera_Group_165,Uranotaenia sapphirina,native,33.0,15.0,0.0,native,0.13383251,0.00104558,0.03089084,0.0,0.47156337,0.00436936,0.03261989,0.0,1e-08,0.66543747,0.06550729333
267,280,Diptera_Group_166,Scaptomyza pallida,,66.0,2.0,0.0,native,0.11164269,0.00152341,0.01424738,0.0,0.46079247,0.00625004,0.00457667,0.0,1e-10,0.31781825,0.03091929866
268,281,Diptera_Group_167,,,,3.0,0.0,native,0.11164269,0.00612252,0.01424738,0.0,0.51319796,0.02542921,0.00457667,0.0,0.0,0.34260322,0.02776195759
269,282,Diptera_Group_168,Lixophaga unicolor,native,66.0,1.0,,native,0.12167009,,0.02547942,,0.50483616,,0.03550669,,0.0,,0.05047067151
270,283,Diptera_Group_169,,,,1.0,,native,0.12061937,,0.02433468,,0.48800682,,0.0372136,,0.0,,0.04986545065
271,284,Diptera_Group_17,Telmatogeton japonicus,introduced,66.0,1.0,,native,0.18370092,,0.02664316,,0.91492961,,0.02309571,,0.0,,0.02912044786
272,285,Diptera_Group_170,,,,3.0,0.0,native,0.12223,0.00508844,0.01417524,0.0,0.52357256,0.02133307,0.00457667,0.0,3.89e-10,0.08243241,0.02707406973
273,286,Diptera_Group_171,,,,2.0,,native,0.04801659,0.0,0.00212528,0.0,0.20329664,0.0,0.0,0.0,1.43e-08,1.0,0.01045408325
274,287,Diptera_Group_172,,,,1.0,,native,0.04572154,,0.00212528,,0.20318832,,0.0,,1.56e-08,,0.01045965634
275,288,Diptera_Group_173,,,,2.0,0.0,native,0.04572154,0.00180694,0.00219627,0.0,0.20318832,0.007595,0.00501314,0.0,1.59e-08,0.31749492,0.01080903666
276,289,Diptera_Group_174,,,,1.0,,native,0.11960243,,0.01632746,,0.48757189,,0.02051354,,1.53e-10,,0.03348728738
277,290,Diptera_Group_175,,,,1.0,,native,0.11992051,,0.02433468,,0.44148405,,0.0419642,,2.23e-09,,0.05512017931
278,291,Diptera_Group_176,,,,1.0,,native,0.11522877,,0.00807002,,0.5042022,,0.00457667,,0.0,,0.01600552318
279,292,Diptera_Group_177,,,,3.0,,native,0.10030921,0.0,0.00606064,0.0,0.45627836,0.0,0.00457667,0.0,0.0,1.0,0.01328276888
280,293,Diptera_Group_178,Leptocera erythrocera,,0.0,2.0,0.0,native,0.10030921,0.00304837,0.00606064,0.0,0.43278766,0.01255259,0.00457667,0.0,5.65e-09,0.15730214,0.01400372645
281,294,Diptera_Group_179,Graphomya americana,native,66.0,1.0,,native,0.11432693,,0.01625529,,0.51127102,,0.00917438,,0.0,,0.03179388106
282,295,Diptera_Group_18,,,,1.0,,native,0.18317221,,0.02048608,,0.90800125,,0.0,,0.0,,0.02256173105
283,296,Diptera_Group_180,,,,1.0,,native,0.11278068,,0.00807002,,0.52538964,,0.00917438,,0.0,,0.01536006686
284,297,Diptera_Group_181,Helicobia rapax,native,33.0,1.0,,native,0.11197416,,0.01418482,,0.47593412,,0.00457667,,0.0,,0.02980416701
285,298,Diptera_Group_182,,,,3.0,0.0,native,0.11204033,0.00101541,0.01977222,0.0,0.43196603,0.0043011,0.02364176,0.0,1.44e-09,0.54517985,0.04577262707
286,299,Diptera_Group_183,,,,3.0,0.0,native,0.11225767,0.00203434,0.00808361,0.0,0.49479897,0.00833353,0.0,0.0,3.19e-10,0.43820858,0.01633716012
287,300,Diptera_Group_184,Melanophora roralis,native,33.0,4.0,,native,0.10869889,0.0,0.02748866,0.0,0.40642312,0.0,0.04673748,0.0,1.58e-10,1.0,0.06763557152
288,301,Diptera_Group_185,,,,1.0,,native,0.10242728,,0.01009097,,0.49117472,,0.0,,0.0,,0.02054456304
289,302,Diptera_Group_186,,,,1.0,,native,0.09947723,,0.019625,,0.35938701,,0.01662088,,1.58e-06,,0.05460687074
290,303,Diptera_Group_187,Phaonia apicata,native,66.0,1.0,,native,0.09063982,,0.02638081,,0.33486607,,0.0402739,,1.72e-09,,0.07878018218
291,304,Diptera_Group_188,,,,1.0,,native,0.06414564,,0.00398805,,0.26577077,,0.00457667,,2.99e-09,,0.0150056005
292,305,Diptera_Group_189,Helina troene,native,66.0,4.0,,native,0.06316364,0.0,0.01101856,0.0,0.2594986,0.0,0.0184337,0.0,1.84e-07,1.0,0.04246096125
293,306,Diptera_Group_19,,,,1.0,,native,0.18675128,,0.01620043,,0.90534429,,0.01379332,,0.0,,0.01789422011
294,307,Diptera_Group_190,Helina evecta,native,33.0,2.0,0.0,native,0.06316364,0.00457749,0.00398805,0.0,0.2594986,0.01960896,0.00457667,0.0,8.06e-08,0.08283749,0.015368291
295,308,Diptera_Group_191,Hydrophoria lancifer,native,33.0,1.0,,native,0.08933373,,0.00771215,,0.41538226,,0.00457667,,0.0,,0.01856639232
296,309,Diptera_Group_192,Bellardia vulgaris,,66.0,7.0,0.0,native,0.08658393,0.00130786,0.00513418,0.0,0.41064776,0.00549481,0.00917438,0.0,0.0,0.73796983,0.0125026373
297,310,Diptera_Group_193,Lucilia coeruleiviridis,native,66.0,2.0,,native,0.08099176,0.0,0.00200803,0.0,0.39907727,0.0,0.0,0.0,0.0,1.0,0.00503168221
298,311,Diptera_Group_194,,,,1.0,,native,0.08156229,,0.00705888,,0.36284771,,0.0,,4.95e-10,,0.01945411203
299,312,Diptera_Group_195,Scathophaga stercoraria,native,33.0,1.0,,native,0.07682847,,0.0,,0.34414941,,0.0,,9.94e-08,,0.0
300,313,Diptera_Group_196,,,,1.0,,native,0.06750888,,0.0,,0.316811,,0.0,,0.0,,0.0
301,314,Diptera_Group_197,Lucilia sericata,native,33.0,3.0,,native,0.06750888,0.0,0.00200669,0.0,0.316811,0.0,0.0,0.0,9.42e-09,1.0,0.006334028806
302,315,Diptera_Group_198,Pnyxia scabiei,native,33.0,1.0,,introduced,0.2160965,,0.09749154,,0.61125764,,0.12638154,,1.05e-10,,0.1594933685
303,316,Diptera_Group_199,,,,1.0,,introduced,0.19033601,,0.10338732,,0.45763912,,0.1486832,,1.26e-08,,0.2259145153
304,317,Diptera_Group_2,,,,1.0,,native,0.07812677,,0.00513418,,0.34414941,,0.0,,1.85e-09,,0.0149184623
305,318,Diptera_Group_20,,,,1.0,,native,0.1779428,,0.02956048,,0.8750779,,0.02777956,,0.0,,0.03378039829
306,319,Diptera_Group_200,,,,1.0,,introduced,0.15470604,,0.06225946,,0.52411934,,0.1008047,,1.17e-08,,0.1187887095
