,Number,Order_Group,Species Name,Final Status,Status Confidence,Count,dN/dS_Similarity,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance
701,748,Hymenoptera_Group_60,Bombus impatiens,native,66.0,2.0,,native,0.0320626,0.0,0.00845913,0.0,0.14891595,0.0,0.01869213,0.0,0.02800455,1.0,0.05680472777
702,749,Hymenoptera_Group_61,Bombus impatiens,native,66.0,4.0,,native,0.0320626,0.0,0.00845913,0.0,0.14891595,0.0,0.01970116,0.0,0.00865777,1.0,0.05680472777
703,750,Hymenoptera_Group_62,Anthidiellum notatum,native,66.0,1.0,,introduced,0.15410331,,0.11191872,,0.42605885,,0.16955931,,0.00112511,,0.2626837114
704,751,Hymenoptera_Group_63,Osmia simillima,native,100.0,1.0,,native,0.04088338,,0.0108501,,0.19686731,,0.01519017,,0.00484434,,0.05511377181
705,752,Hymenoptera_Group_64,Osmia distincta,native,100.0,1.0,,native,0.04088338,,0.0108501,,0.19686731,,0.01519017,,0.00734741,,0.05511377181
706,753,Hymenoptera_Group_65,Neopareophora litura,native,33.0,1.0,,native,0.09667289,,0.02392547,,0.46634932,,0.02877896,,6.41e-05,,0.0513037523
707,754,Hymenoptera_Group_66,Pristiphora bivittata,native,33.0,1.0,,native,0.11309388,,0.01743343,,0.48968737,,0.02150621,,0.00175756,,0.03560114283
708,755,Hymenoptera_Group_67,Nematus atriceps group sp. TN-2010,,33.0,1.0,,native,0.07581564,,0.0158067,,0.38311922,,0.01428596,,0.0003733,,0.04125791444
709,756,Hymenoptera_Group_68,Nematus tricolor,,66.0,1.0,,native,0.07581564,,0.01261196,,0.38311922,,0.01428596,,0.00364487,,0.03291915242
710,757,Hymenoptera_Group_69,Amauronematus brunneus,native,33.0,1.0,,native,0.08228526,,0.00784116,,0.48297746,,0.00711747,,0.00046678,,0.01623504335
711,758,Hymenoptera_Group_7,,,,1.0,,introduced,0.19748984,,0.12731218,,0.68306291,,0.20204906,,3.89e-06,,0.1863842673
712,759,Hymenoptera_Group_70,Pachynematus corniger,native,33.0,1.0,,native,0.08228526,,0.00784116,,0.48297746,,0.00711747,,0.00033179,,0.01623504335
713,760,Hymenoptera_Group_71,Periclista sp. SAL-2012,,33.0,1.0,,native,0.13256723,,0.04681455,,0.41989623,,0.07356257,,0.00109603,,0.1114907605
714,761,Hymenoptera_Group_72,Fenusa pumila,introduced,100.0,1.0,,native,0.10785987,,0.03855238,,0.49929802,,0.05092009,,0.00225521,,0.07721316419
715,762,Hymenoptera_Group_73,Fenella nigrita,introduced,100.0,1.0,,native,0.10785987,,0.03696517,,0.50316653,,0.05092009,,0.00027961,,0.07346508123
716,763,Hymenoptera_Group_74,Profenusa lucifex,native,33.0,1.0,,native,0.11766095,,0.03696517,,0.38092222,,0.05092009,,0.0032445,,0.09704125425
717,764,Hymenoptera_Group_75,,,,1.0,,introduced,0.16121459,,0.11850116,,0.27740562,,0.19370688,,0.04462705,,0.4271764934
718,765,Hymenoptera_Group_76,Perilampus stygicus,native,33.0,1.0,,introduced,0.1164776,,0.06791968,,0.29806085,,0.12392148,,0.00207775,,0.2278718591
719,766,Hymenoptera_Group_77,,,,2.0,,introduced,0.12219988,0.0,0.06796935,0.0,0.34255787,0.0,0.1174951,0.0,0.00127928,1.0,0.1984171317
720,767,Hymenoptera_Group_78,,,,1.0,,introduced,0.10569453,,0.04921478,,0.40782321,,0.08659253,,0.00089415,,0.1206767511
721,768,Hymenoptera_Group_79,,,,1.0,,native,0.10569453,,0.04921478,,0.41459237,,0.07232066,,7.59e-05,,0.1187064296
722,769,Hymenoptera_Group_8,,,,1.0,,introduced,0.15276913,,0.10086905,,0.385636,,0.16901431,,0.00244238,,0.2615654399
723,770,Hymenoptera_Group_80,,,,1.0,,introduced,0.1319296,,0.0541714,,0.43133331,,0.07232066,,0.00034829,,0.1255905787
724,771,Hymenoptera_Group_81,,,,2.0,,introduced,0.18934626,0.0,0.15414496,0.0,0.43700813,0.0,0.24740817,0.0,0.00011653,1.0,0.3527279001
725,772,Hymenoptera_Group_82,Myrmecina americana,native,33.0,1.0,,introduced,0.16884471,,0.08350639,,0.64946026,,0.12121357,,2.32e-06,,0.1285781366
726,773,Hymenoptera_Group_83,Ponera pennsylvanica,native,33.0,2.0,,native,0.02604721,0.0,0.0,0.0,0.1486327,0.0,0.0,0.0,0.00041605,1.0,0.0
727,774,Hymenoptera_Group_84,Ponera pennsylvanica,native,33.0,1.0,,native,0.02604721,,0.0,,0.1486327,,0.0,,0.00075667,,0.0
728,775,Hymenoptera_Group_85,,,,1.0,,introduced,0.1886326,,0.08839859,,0.58511892,,0.11351462,,9.3e-07,,0.1510779894
729,776,Hymenoptera_Group_86,,,,1.0,,native,0.11682739,,0.01910932,,0.72841834,,0.03248546,,2.65e-09,,0.02623399076
730,777,Hymenoptera_Group_87,,,,2.0,0.0,native,0.04692073,0.00256005,0.00270815,0.0,0.26324629,0.01318715,0.00622492,0.0,1.72e-10,0.15717212,0.0102875144
731,778,Hymenoptera_Group_88,Camponotus chromaiodes,native,33.0,9.0,0.0687488535,native,0.04692073,0.00703599,0.00270815,0.00203503,0.26324629,0.02960093,0.00622492,0.00466869,1.14e-10,0.36847236,0.0102875144
732,780,Hymenoptera_Group_89,Tapinoma sessile,native,33.0,1.0,,native,0.08404406,,0.01595593,,0.48681531,,0.02777956,,2.19e-07,,0.03277614667
733,781,Hymenoptera_Group_9,,,,54.0,,introduced,0.15276913,0.0,0.10086905,0.0,0.32467126,0.0,0.16901431,0.0,0.00220049,1.0,0.3106805635
734,782,Hymenoptera_Group_90,Tapinoma sessile,native,33.0,5.0,0.0,native,0.08404406,0.00900277,0.01595593,0.0,0.48681531,0.04801005,0.02777956,0.0,1.07e-07,0.02356309,0.03277614667
735,783,Hymenoptera_Group_91,,,,1.0,,native,0.15127878,,0.0439499,,0.63069631,,0.07586575,,1.72e-07,,0.06968472671
736,784,Hymenoptera_Group_92,Dolichoderus sp.,,33.0,2.0,,native,0.15127878,0.0,0.0439499,0.0,0.62192666,0.0,0.07586575,0.0,4.31e-07,1.0,0.0706673356
737,785,Hymenoptera_Group_93,,,,1.0,,introduced,0.18732324,,0.07735594,,0.84823318,,0.09576691,,6.61e-10,,0.09119655046
738,786,Hymenoptera_Group_94,Myrmica rubra,introduced,33.0,3.0,,native,0.12797316,0.00085321,0.02861006,0.00130463,0.58833917,0.0,0.03879713,0.00305111,1.67e-07,0.54590088,0.04862851474
739,787,Hymenoptera_Group_95,,,,1.0,,native,0.08709576,,0.01211332,,0.53686792,,0.02817088,,2.65e-05,,0.02256294248
740,788,Hymenoptera_Group_96,Myrmica punctiventris,native,33.0,2.0,0.0,native,0.10481838,0.00127919,0.01613508,0.0,0.44188553,0.00681823,0.02342027,0.0,2.83e-05,0.31768164,0.03651416239
741,789,Hymenoptera_Group_97,Myrmica fracticornis,native,33.0,1.0,,native,0.08709576,,0.01211332,,0.53686792,,0.02342027,,1.19e-05,,0.02256294248
742,790,Hymenoptera_Group_98,Aphaenogaster rudis,native,33.0,2.0,0.0,native,0.05173025,0.0025607,0.0,0.0,0.31275515,0.01330412,0.0,0.0,4.63e-09,0.15714816,0.0
743,791,Hymenoptera_Group_99,,,,1.0,,native,0.04935934,,0.0,,0.2839251,,0.0,,3.86e-08,,0.0
744,792,Lepidoptera_Group_1,Feniseca tarquinius,native,33.0,105.0,0.02146771274,native,0.15498101,0.00225233,0.04317035,0.00022922,0.75375189,0.01067743,0.05651685,0.00052154,0.0,0.49755471,0.05727395257
745,793,Lepidoptera_Group_10,Antispila viticordifoliella,,33.0,1.0,,native,0.03447109,,0.00797615,,0.15983014,,0.01379332,,4.93e-09,,0.04990391675
746,794,Lepidoptera_Group_100,Lobophora nivigerata,native,33.0,1.0,,native,0.07761146,,0.00432806,,0.45654738,,0.0,,0.0,,0.009479979931
747,795,Lepidoptera_Group_101,Erynnis baptisiae,native,33.0,2.0,0.0,native,0.09199699,0.00129272,0.01604876,0.0,0.40752966,0.00650763,0.02309571,0.0,0.0,0.31775631,0.0393805938
748,796,Lepidoptera_Group_102,Oneida lunulalis,,33.0,1.0,,native,0.08506598,,0.01888264,,0.35967981,,0.02309571,,0.0,,0.05249847079
749,797,Lepidoptera_Group_103,Dryocampa rubicunda,native,33.0,2.0,,native,0.05338818,0.0,0.01211332,0.0,0.25425934,0.0,0.02777956,0.0,0.0,1.0,0.04764159303
750,798,Lepidoptera_Group_104,Anisota senatoria,native,66.0,3.0,,native,0.05338818,0.0,0.01211332,0.0,0.25425934,0.0,0.00917438,0.0,0.0,1.0,0.04764159303
751,799,Lepidoptera_Group_105,,,,4.0,0.0,native,0.09415886,0.00194135,0.01575061,0.0,0.494561,0.00964095,0.0184337,0.0,0.0,0.3388208,0.03184765883
752,800,Lepidoptera_Group_106,Nascia acutellus,,33.0,1.0,,native,0.0896792,,0.01813386,,0.4027649,,0.00917438,,0.0,,0.04502343675
753,801,Lepidoptera_Group_107,,,,1.0,,native,0.08910155,,0.02926708,,0.39805334,,0.03248546,,0.0,,0.07352552299
754,802,Lepidoptera_Group_108,Prochoreutis inflatella,,33.0,1.0,,native,0.09126962,,0.02021172,,0.43170548,,0.0205675,,0.0,,0.0468183077
755,803,Lepidoptera_Group_109,Macrorrhinia endonephele,,33.0,1.0,,native,0.07298604,,0.02147798,,0.34460452,,0.01098912,,2.19e-10,,0.06232646049
756,804,Lepidoptera_Group_11,Antispila viticordifoliella,,33.0,1.0,,native,0.03447109,,0.00797615,,0.15983014,,0.01379332,,2.91e-07,,0.04990391675
757,805,Lepidoptera_Group_110,,,,3.0,0.0,native,0.0619482,0.00258834,0.00558185,0.0,0.34361525,0.01312986,0.00547947,0.0,0.0,0.3885497,0.01624447693
758,806,Lepidoptera_Group_111,Acrobasis sylviella,,66.0,2.0,0.0,native,0.07554256,0.00135646,0.01561931,0.0,0.31189695,0.0068966,0.01416071,0.0,1.48e-10,0.3176628,0.05007843135
759,807,Lepidoptera_Group_112,,,,1.0,,native,0.0714802,,0.01399574,,0.34996465,,0.00457667,,2.51e-10,,0.03999186775
760,808,Lepidoptera_Group_113,,,,1.0,,native,0.0714802,,0.00601008,,0.31189695,,0.00457798,,1.92e-10,,0.0192694414
761,809,Lepidoptera_Group_114,Costaconvexa centrostrigaria,native,33.0,3.0,0.0,native,0.08176367,0.00086181,0.01157346,0.0,0.45285118,0.00444447,0.00917438,0.0,0.0,0.54514538,0.02555687279
762,810,Lepidoptera_Group_115,Aethalura intertexta,native,66.0,2.0,0.06149861989,native,0.07824324,0.01103491,0.003843,0.00246711,0.45546114,0.04011651,0.00228833,0.00563382,0.0,0.03645359,0.008437602382
763,811,Lepidoptera_Group_116,Operophtera brumata,introduced,66.0,29.0,,native,0.06674477,0.0,0.00432806,0.0,0.39486248,0.0,0.0,0.0,0.0,1.0,0.01096092999
764,812,Lepidoptera_Group_117,Pleuroprucha insulsaria,native,33.0,1.0,,native,0.07846765,,0.00694909,,0.37981525,,0.00457667,,0.0,,0.01829597416
765,813,Lepidoptera_Group_118,Heliomata cycladata,native,33.0,9.0,0.0,native,0.07782011,0.0005213,0.00618649,0.0,0.45893385,0.00270254,0.00476107,0.0,0.0,0.7491341,0.01348013445
766,814,Lepidoptera_Group_119,Euclea delphinii,,33.0,3.0,,native,0.07433628,0.0,0.01507128,0.0,0.36249177,0.0,0.01218036,0.0,0.0,1.0,0.04157688877
767,815,Lepidoptera_Group_12,Antispila isabella,native,33.0,5.0,0.0,native,0.10158257,0.00051697,0.01459558,0.0,0.60610721,0.00254779,0.01379332,0.0,0.0,0.72711581,0.02408085527
768,816,Lepidoptera_Group_120,Parapediasia teterrellus,,33.0,1.0,,native,0.08930206,,0.00902417,,0.44434059,,0.0034325,,0.0,,0.02030912818
769,817,Lepidoptera_Group_121,Cyclophora pendulinaria,native,33.0,1.0,,native,0.07846765,,0.00694909,,0.45009733,,0.00457667,,0.0,,0.01543908292
770,818,Lepidoptera_Group_122,Abrostola urentis,native,66.0,1.0,,native,0.0759256,,0.00799475,,0.39544344,,0.0,,0.0,,0.02021717695
771,819,Lepidoptera_Group_123,,,,2.0,0.0,native,0.0884741,0.00388526,0.01470635,0.0,0.45062654,0.01948161,0.00995033,0.0,0.0,0.0828567,0.03263533923
772,820,Lepidoptera_Group_124,Chlorochlamys chloroleucaria,native,33.0,4.0,0.05740484602,native,0.07767234,0.00310236,0.00597833,0.00077071,0.42915575,0.01342587,0.00133334,0.00177778,0.0,0.42191385,0.01393044367
773,821,Lepidoptera_Group_125,Pero honestaria,native,33.0,1.0,,native,0.0431348,,0.0,,0.24847344,,0.0,,0.0,,0.0
774,822,Lepidoptera_Group_126,Pero ancetaria,native,33.0,2.0,0.0,native,0.0431348,0.00388526,0.0,0.0,0.24847344,0.01973798,0.0,0.0,0.0,0.08281803,0.0
775,823,Lepidoptera_Group_127,Blastobasis glandulella,,33.0,1.0,,native,0.09159485,,0.01777861,,0.44939402,,0.0107211,,0.0,,0.03956129634
776,824,Lepidoptera_Group_128,Alsophila pometaria,native,33.0,1.0,,native,0.08012182,,0.00597018,,0.43562372,,0.0126584,,0.0,,0.0137049011
777,825,Lepidoptera_Group_129,Eusarca confusaria,native,33.0,2.0,,native,0.07716988,0.0,0.0079682,0.0,0.36853993,0.0,0.00917438,0.0,0.0,1.0,0.02162099504
778,826,Lepidoptera_Group_13,Antispila Vitis2USA,,,2.0,0.0,native,0.10158257,0.00138525,0.01459558,0.0,0.54086472,0.00696061,0.0143042,0.0,0.0,0.31764741,0.02698563885
779,827,Lepidoptera_Group_130,,,,1.0,,native,0.10521248,,0.02361238,,0.44939488,,0.03961147,,0.0,,0.05254261019
780,828,Lepidoptera_Group_131,Glena cognataria,native,33.0,1.0,,native,0.07900045,,0.009957,,0.43108015,,0.00917438,,0.0,,0.02309779284
781,829,Lepidoptera_Group_132,,,,1.0,,native,0.08573105,,0.01119268,,0.45357916,,0.00457667,,0.0,,0.02467635418
782,830,Lepidoptera_Group_133,Mocis latipes,native,33.0,1.0,,native,0.07405775,,0.00597811,,0.38555039,,0.0,,0.0,,0.01550539217
783,831,Lepidoptera_Group_134,Scopula inductata,native,33.0,2.0,,native,0.07404796,0.0,0.00598607,0.0,0.40635116,0.0,0.00457667,0.0,0.0,1.0,0.01473127332
784,832,Lepidoptera_Group_135,Packardia geminata,,33.0,1.0,,native,0.02156145,,0.00229181,,0.10697591,,0.00527342,,3.6e-07,,0.02142360836
785,833,Lepidoptera_Group_136,Packardia elegans,,33.0,2.0,0.0,native,0.02156145,0.00505515,0.00229181,0.0,0.10697591,0.02608959,0.00527342,0.0,1.25e-06,0.08186422,0.02142360836
786,834,Lepidoptera_Group_137,,,,1.0,,native,0.07363075,,0.02819124,,0.32169682,,0.03248546,,0.0,,0.08763294583
787,835,Lepidoptera_Group_138,,,,2.0,0.0,native,0.07363075,0.00129241,0.02819124,0.0,0.32169682,0.00659345,0.0372136,0.0,3.91e-10,0.31773568,0.08763294583
788,836,Lepidoptera_Group_139,,,,1.0,,native,0.09305668,,0.02422007,,0.42857639,,0.02000067,,0.0,,0.05651284244
789,837,Lepidoptera_Group_14,Antispila freemani,native,33.0,1.0,,native,0.13164233,,0.02022367,,0.56065405,,0.01379332,,0.0,,0.03607156677
790,838,Lepidoptera_Group_140,,,,1.0,,native,0.07446089,,0.00600203,,0.3771711,,0.00457667,,0.0,,0.0159132818
791,839,Lepidoptera_Group_141,Microcrambus elegans,,33.0,2.0,0.0,native,0.08210591,0.00129667,0.00700953,0.0,0.42539594,0.00665193,0.00921685,0.0,0.0,0.31772162,0.01647766079
792,840,Lepidoptera_Group_142,Apoda biguttata,,33.0,1.0,,native,0.06345616,,0.00782276,,0.34808538,,0.00597017,,0.0,,0.0224736816
793,841,Lepidoptera_Group_143,Amblyscirtes vialis,native,66.0,2.0,,native,0.0725551,0.0,0.00798145,0.0,0.37390667,0.0,0.00457667,0.0,0.0,1.0,0.02134610222
794,842,Lepidoptera_Group_144,Thymelicus lineola,introduced,33.0,2.0,,native,0.06178039,0.0,0.00798145,0.0,0.33556358,0.0,0.00457667,0.0,1.6e-10,1.0,0.02378520935
795,843,Lepidoptera_Group_145,Polites origenes,native,33.0,1.0,,native,0.04588864,,0.00537277,,0.25002716,,0.00689309,,6.86e-09,,0.02148874546
796,844,Lepidoptera_Group_146,Hesperia sassacus,native,33.0,1.0,,native,0.0323508,,0.00057034,,0.18469209,,0.00132014,,3.76e-09,,0.003088058617
797,845,Lepidoptera_Group_147,Hesperia metea,native,33.0,5.0,0.05752891211,native,0.0323508,0.00449549,0.00057034,0.0011396,0.18469209,0.01980917,0.00132014,0.00264027,2.31e-08,0.61388194,0.003088058617
798,846,Lepidoptera_Group_148,Lomographa vestaliata,native,33.0,3.0,0.0,native,0.07672018,0.00432644,0.00452475,0.0,0.41510465,0.02252633,0.00917438,0.0,0.0,0.34983079,0.01090026334
799,847,Lepidoptera_Group_149,Epirrhoe alternata,native,33.0,1.0,,native,0.07557884,,0.00595832,,0.4060175,,0.00457667,,0.0,,0.01467503248
800,848,Lepidoptera_Group_15,,,,1.0,,native,0.13064411,,0.04113437,,0.58423396,,0.05468184,,0.0,,0.07040735872
801,849,Lepidoptera_Group_150,Gueneria similaria,native,33.0,2.0,,native,0.06662395,0.0,0.00560873,0.0,0.38013666,0.0,0.00300301,0.0,0.0,1.0,0.0147545096
802,850,Lepidoptera_Group_151,Hypagyrtis unipunctata,native,33.0,5.0,0.1027209578,native,0.06396024,0.00503127,0.00517385,0.00196883,0.36107082,0.01916678,0.00227275,0.0045455,0.0,0.17946749,0.0143291834
803,851,Lepidoptera_Group_152,Lycia ypsilon,native,33.0,5.0,0.0363673172,native,0.06396024,0.00468087,0.00635599,0.00079221,0.36107082,0.02178357,0.0093167,0.00183067,0.0,0.39930878,0.01760316716
804,852,Lepidoptera_Group_153,Euchlaena madusaria,native,33.0,3.0,,native,0.07389714,0.0,0.00795236,0.0,0.4355722,0.0,0.01379332,0.0,0.0,1.0,0.0182572717
805,853,Lepidoptera_Group_154,Protoboarmia porcelaria,native,33.0,6.0,0.05583879582,native,0.07773757,0.00317629,0.00071596,0.0007728,0.46028972,0.01383984,0.00035746,0.00178731,0.0,0.23911315,0.001555455116
806,854,Lepidoptera_Group_155,Amphion floridensis,native,66.0,1.0,,native,0.06585221,,0.00727278,,0.36328018,,0.0,,0.0,,0.02001975445
807,855,Lepidoptera_Group_156,Chionodes thoraceochrella,,33.0,16.0,0.0,native,0.05318357,0.00116441,0.00651884,0.0,0.2807239,0.00592081,0.0,0.0,1.86e-10,0.54096436,0.02322153547
808,856,Lepidoptera_Group_157,,,,1.0,,native,0.07987271,,0.00845168,,0.46406309,,0.00461974,,0.0,,0.01821235126
809,857,Lepidoptera_Group_158,Celiptera frustulum,native,33.0,1.0,,native,0.07405775,,0.00597811,,0.43113561,,0.0,,0.0,,0.01386596203
810,858,Lepidoptera_Group_159,Iridopsis larvaria,native,33.0,1.0,,native,0.0731018,,0.0019802,,0.43755412,,0.0,,0.0,,0.004525611597
811,859,Lepidoptera_Group_16,Monopis pavlovskii,introduced,33.0,1.0,,native,0.11466941,,0.0387446,,0.43041847,,0.05153365,,0.0,,0.0900161185
812,860,Lepidoptera_Group_160,Anavitrinella pampinaria,native,66.0,2.0,,native,0.07281238,0.0,0.00198042,0.0,0.37274032,0.0,0.0,0.0,2.11e-09,1.0,0.005313135966
813,861,Lepidoptera_Group_161,Tetracis cachexiata,native,33.0,3.0,0.0,native,0.07246191,0.0017252,0.00198304,0.0,0.42528741,0.00888912,0.0,0.0,0.0,0.43809473,0.004662823195
814,862,Lepidoptera_Group_162,Epimecis hortaria,native,33.0,1.0,,native,0.07864415,,0.00198216,,0.44412589,,0.0,,0.0,,0.004463058886
815,863,Lepidoptera_Group_163,Metarranthis pilosaria,native,33.0,5.0,0.0,native,0.02802174,0.00092923,0.002248,0.0,0.09653585,0.00472449,0.0,0.0,4.72e-06,0.5904567,0.02328668572
816,864,Lepidoptera_Group_164,,,,2.0,,native,0.0285323,0.0,0.002248,0.0,0.14151967,0.0,0.0,0.0,2.27e-08,1.0,0.01588471765
817,865,Lepidoptera_Group_165,Metarranthis hypochraria,native,33.0,3.0,0.0,native,0.0285323,0.00086181,0.00198741,0.0,0.14151967,0.00438599,0.00457667,0.0,3.91e-08,0.54515944,0.01404334818
818,866,Lepidoptera_Group_166,,,,8.0,,native,0.03432516,0.0,0.00198741,0.0,0.17598553,0.0,0.00457667,0.0,2.92e-09,1.0,0.01129303074
819,867,Lepidoptera_Group_167,Metarranthis duaria,native,33.0,6.0,0.0,native,0.03759522,0.004234,0.0,0.0,0.21547527,0.02192942,0.0,0.0,0.0,0.11590043,0.0
820,868,Lepidoptera_Group_168,Metarranthis amyrisaria,native,33.0,1.0,,native,0.03031342,,0.00396826,,0.14467775,,0.00917438,,2.7e-08,,0.0274282673
821,869,Lepidoptera_Group_169,Metarranthis angularia,native,33.0,1.0,,native,0.02633759,,0.00396564,,0.12950744,,0.00917438,,9.01e-08,,0.03062094348
822,870,Lepidoptera_Group_17,Synanthedon acerni,,33.0,1.0,,native,0.07466572,,0.007341,,0.42553335,,0.0111733,,0.0,,0.01725129182
823,871,Lepidoptera_Group_170,Metarranthis angularia,native,33.0,2.0,,native,0.02633759,0.0,0.0,0.0,0.12950744,0.0,0.0,0.0,1.02e-07,1.0,0.0
824,872,Lepidoptera_Group_171,,,,1.0,,native,0.03302191,,0.0,,0.16858953,,0.0,,5.32e-09,,0.0
825,873,Lepidoptera_Group_172,Heterophleps triguttaria,native,33.0,3.0,0.0,native,0.07447516,0.00518344,0.01497056,0.0,0.34560697,0.02706611,0.02309571,0.0,0.0,0.05078303,0.04331671899
826,874,Lepidoptera_Group_173,,,,1.0,,native,0.08447216,,0.01004031,,0.41114501,,0.00917438,,0.0,,0.02442036205
827,875,Lepidoptera_Group_174,Metanema inatomaria,native,33.0,2.0,,native,0.07087121,0.0,0.00198413,0.0,0.43170548,0.0,0.0,0.0,0.0,1.0,0.004596026902
828,876,Lepidoptera_Group_175,Eutrapela clemataria,native,33.0,3.0,0.0,native,0.07275865,0.0025886,0.0019802,0.0,0.41938782,0.01332414,0.0,0.0,0.0,0.18588282,0.004721644038
829,877,Lepidoptera_Group_176,Elachista griseicornis,,33.0,2.0,,native,0.07594943,0.0,0.00845168,0.0,0.37579714,0.0,0.00793168,0.0,1.27e-09,1.0,0.02249000618
830,878,Lepidoptera_Group_177,Bactra verutana,,33.0,1.0,,native,0.07438551,,0.00699073,,0.4066785,,0.0,,0.0,,0.01718981948
831,879,Lepidoptera_Group_178,,,,1.0,,native,0.08634961,,0.02005391,,0.39000853,,0.01379332,,0.0,,0.05141915742
832,880,Lepidoptera_Group_179,Ennomos magnaria,native,33.0,1.0,,native,0.06958029,,0.00495542,,0.3645458,,0.00457667,,0.0,,0.01359340856
833,881,Lepidoptera_Group_18,Monopis marginistrigella,native,33.0,1.0,,native,0.11466941,,0.0387446,,0.45595883,,0.05153365,,0.0,,0.08497389995
834,882,Lepidoptera_Group_180,Plagodis alcoolaria,native,33.0,2.0,0.0,native,0.06916281,0.00518265,0.00197955,0.0,0.40680482,0.02690872,0.0,0.0,0.0,0.04488176,0.004866092786
835,883,Lepidoptera_Group_181,Lambdina pellucidaria,native,33.0,1.0,,native,0.02358275,,0.00198282,,0.1211156,,0.0,,4.4e-08,,0.01637130147
836,884,Lepidoptera_Group_182,Lambdina fiscellaria,native,33.0,1.0,,native,0.02358275,,0.00198282,,0.1211156,,0.0,,1.03e-07,,0.01637130147
837,885,Lepidoptera_Group_183,Xanthotype urticaria,native,33.0,1.0,,native,0.06835914,,0.00495542,,0.40036775,,0.00457667,,0.0,,0.01237717074
838,886,Lepidoptera_Group_184,Probole sp.,,,6.0,0.0,native,0.07307642,0.00467976,0.00198238,0.0,0.4462652,0.02442846,0.0,0.0,0.0,0.28239056,0.004442156816
839,887,Lepidoptera_Group_185,Caripeta piniata,native,33.0,2.0,,native,0.06293433,0.0,0.00696291,0.0,0.34087712,0.0,0.00457667,0.0,4.38e-10,1.0,0.02042645162
840,888,Lepidoptera_Group_186,Nemoria mimosaria,native,33.0,2.0,0.0,native,0.06292734,0.00258719,0.00397264,0.0,0.34087712,0.01330412,0.00457667,0.0,0.0,0.15714816,0.01165417028
841,889,Lepidoptera_Group_187,Melanolophia canadaria,native,33.0,1.0,,native,0.05997507,,0.00197955,,0.33318368,,0.0,,0.0,,0.005941317414
842,890,Lepidoptera_Group_188,Antepione thisoaria,native,66.0,1.0,,native,0.05997507,,0.00595635,,0.33318368,,0.00917438,,0.0,,0.01787707609
843,891,Lepidoptera_Group_189,Machimia tentoriferella,,33.0,9.0,0.05212968499,native,0.06915136,0.00568585,0.00864293,0.00132276,0.34560697,0.02537441,0.01020551,0.00305872,0.0,0.32643856,0.02500797365
844,892,Lepidoptera_Group_19,Acrolophus mora,native,33.0,5.0,0.0,native,0.11625632,0.00051728,0.02223483,0.0,0.55367604,0.00251179,0.02322453,0.0,0.0,0.72712447,0.04015855553
845,893,Lepidoptera_Group_190,,,,6.0,0.03641226334,native,0.07476073,0.00397719,0.01450424,0.00066181,0.39000853,0.01817547,0.01083972,0.00152556,0.0,0.22601016,0.03718954557
846,894,Lepidoptera_Group_191,Scopula limboundata,native,33.0,2.0,0.0,native,0.07404796,0.00258658,0.00598607,0.0,0.37939137,0.01312944,0.00457667,0.0,0.0,0.15718394,0.01577808689
847,895,Lepidoptera_Group_192,Besma endropiaria,native,33.0,3.0,0.0,native,0.06601593,0.01129306,0.00198042,0.0,0.36547283,0.05996417,0.0,0.0,0.0,0.02800567,0.005418788587
848,897,Lepidoptera_Group_193,,,,2.0,0.3042449298,native,0.07970585,0.00779003,0.01201188,0.00599204,0.4262996,0.01969479,0.01613505,0.01379332,0.0,0.24915154,0.02817708485
849,898,Lepidoptera_Group_194,,,,1.0,,native,0.07358249,,0.00199667,,0.4544689,,0.0,,0.0,,0.004393413939
850,899,Lepidoptera_Group_195,Cameraria hamameliella,native,33.0,1.0,,native,0.06605102,,0.00600804,,0.37040848,,0.01379332,,0.0,,0.01622003902
851,900,Lepidoptera_Group_196,Cameraria bethunella,native,33.0,1.0,,native,0.05796258,,0.00199734,,0.33446522,,0.0,,0.0,,0.005971741995
852,901,Lepidoptera_Group_197,Cameraria bethunellacomplex,,33.0,2.0,0.0,native,0.05796258,0.01302781,0.00199667,0.0,0.33446522,0.06685939,0.0,0.0,0.0,0.00141049,0.005969738797
853,903,Lepidoptera_Group_198,Cameraria corylisella,native,33.0,1.0,,native,0.06817113,,0.00800808,,0.36563961,,0.00917438,,0.0,,0.02190156586
854,904,Lepidoptera_Group_199,Cameraria lentella,native,33.0,1.0,,native,0.06817113,,0.01003695,,0.36563961,,0.00995033,,0.0,,0.02745039029
855,905,Lepidoptera_Group_2,Antispila nysaefoliella,native,33.0,1.0,,native,0.13787836,,0.02022367,,0.78637306,,0.01379332,,0.0,,0.02571765365
856,906,Lepidoptera_Group_20,Eoparargyractis plevie,,33.0,1.0,,native,0.10715678,,0.02403852,,0.51073811,,0.02000067,,0.0,,0.04706623518
857,907,Lepidoptera_Group_200,,,,1.0,,native,0.06787106,,0.0140802,,0.32751898,,0.02309571,,0.0,,0.04299048562
858,908,Lepidoptera_Group_201,Cameraria quercivorella,native,33.0,1.0,,native,0.04907629,,0.00650763,,0.25585886,,0.01379332,,0.0,,0.02543445242
859,909,Lepidoptera_Group_202,Macrosaccus morrisella,,33.0,1.0,,native,0.0982125,,0.01809739,,0.47482316,,0.02309571,,0.0,,0.03811395805
