Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,predict,predict prob,1,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
26,Coleoptera_Group_119,Dineutus nigrior,native,100.0,100.0,1,1.0,2,introduced,0.6638398002047347,0.336160199795264,0.2034729379900187,0.10983389135642578,0.0802534884989937,0.0,0.19512062645647107,0.1450513142151324,0.06177641097890796,0.0,0.0,0.024838092456266565,0.07945414186292848,0.0
27,Coleoptera_Group_12,Cryptarcha ampla,native,100.0,100.0,1,1.0,1,introduced,0.60124613817125,0.39875386182874895,0.34595187078517514,0.05037945131056341,0.17824144099367853,0.041723175312406005,0.29938796640417037,0.06532519391654028,0.1483288663286772,0.03820208068461324,8.666973462187451e-14,0.5321156457992706,0.12029692749527807,0.04745380300671628
28,Coleoptera_Group_120,Brachinus fulminatus,native,100.0,100.0,1,1.0,2,introduced,0.5864261526215566,0.4135738473784424,0.2048207613699966,0.6777154301717508,0.07511909007243134,0.8394037138618929,0.19849270384710818,0.8185368420046406,0.0633076599014652,0.467878421926851,0.0,4.185000161122507e-07,0.07326454842539634,0.0598722676513877
29,Coleoptera_Group_121,Notiophilus aeneus,native,100.0,100.0,1,1.0,16,introduced,0.5503561682390609,0.4496438317609389,0.20375234977076923,0.057927926737753356,0.055430435449157635,0.06031139115351871,0.22011988720206982,0.06676811256402941,0.032337579729426365,0.058815909655368315,0.0,0.36365414550068464,0.04935325736905834,0.05273795667426287
30,Coleoptera_Group_122,Platynus decentis,native,100.0,100.0,1,1.0,8,native,0.18726380591777764,0.8127361940822225,0.1975928071925142,0.06438928298706924,0.025111607632655734,0.0,0.22919489062464404,0.08415040817932785,0.012270202977442586,0.0,0.0,0.2993102230234436,0.02157013509334864,0.0
31,Coleoptera_Group_123,,,,,0,,1,introduced,0.5934516674966009,0.4065483325033981,0.14754578503784307,0.05037945131056341,0.07914356992365792,0.041723175312406005,0.1406266187763197,0.06532519391654028,0.036894373791542215,0.03820208068461324,0.0,0.5321156457992706,0.10364872162582478,0.04745380300671628
32,Coleoptera_Group_124,Dyschirius dejeanii,native,100.0,100.0,1,1.0,1,introduced,0.5934516674966009,0.4065483325033981,0.14754578503784307,0.05037945131056341,0.07914356992365792,0.041723175312406005,0.1406266187763197,0.06532519391654028,0.036894373791542215,0.03820208068461324,2.65378125479368e-12,0.5321156457992706,0.10364872162582478,0.04745380300671628
33,Coleoptera_Group_125,Bembidion immaturum,native,100.0,100.0,1,1.0,1,introduced,0.5013281180205514,0.4986718819794486,0.18989481551331538,0.05037945131056341,0.039840822717429655,0.041723175312406005,0.17608794008134787,0.06532519391654028,0.02471082807331744,0.03820208068461324,0.0,0.5321156457992706,0.04311905884742268,0.04745380300671628
36,Coleoptera_Group_127,Clivina americana,native,66.0,50.0,1,1.0,2,introduced,0.5163049287230513,0.4836950712769486,0.17514442747617562,0.0,0.05783050676409876,0.0,0.18325876392695914,0.0,0.0,0.0,6.18192974382574e-14,1.0,0.06046640097439287,0.04745380300671628
37,Coleoptera_Group_128,,,,,0,,1,native,0.441681586532856,0.558318413467144,0.18920978412523753,0.05037945131056341,0.03921736483821427,0.041723175312406005,0.23525627756972284,0.06532519391654028,0.025363925029965116,0.03820208068461324,0.0,0.5321156457992706,0.032911497700747576,0.04745380300671628
38,Coleoptera_Group_129,Calosoma frigidum,native,100.0,100.0,1,1.0,1,native,0.3171230758332673,0.6828769241667327,0.18243555487446386,0.05037945131056341,0.02885563006362031,0.041723175312406005,0.222518748496144,0.06532519391654028,0.024652706280753348,0.03820208068461324,0.0,0.5321156457992706,0.0254461789257115,0.04745380300671628
39,Coleoptera_Group_13,Judolia cordifera,native,100.0,100.0,1,1.0,1,introduced,0.6018040748200797,0.3981959251799193,0.34474156156830016,0.05037945131056341,0.16480200667379186,0.041723175312406005,0.3383723897097634,0.06532519391654028,0.17670195084108678,0.03820208068461324,0.0,0.5321156457992706,0.09939734603031047,0.04745380300671628
40,Coleoptera_Group_130,Carabus nemoralis,introduced,100.0,100.0,1,2.0,17,native,0.2684229759600576,0.7315770240399423,0.17300197972675527,0.0,0.025528914301484535,0.0,0.21322568530297237,0.0,0.012651826482961781,0.0,0.0,1.0,0.023379139657616815,0.04745380300671628
41,Coleoptera_Group_131,Carabus serratus,native,100.0,100.0,1,1.0,18,native,0.23136142015838618,0.7686385798416139,0.17300197972675527,0.02387957593879215,0.025528914301484535,0.0,0.21322568530297237,0.03051408377032108,0.012651826482961781,0.0,0.0,0.537879792208372,0.023379139657616815,0.0
42,Coleoptera_Group_132,Habrocerus capillaricornis,introduced,100.0,50.0,1,1.0,1,introduced,0.6012560396837895,0.3987439603162094,0.2459199124181919,0.05037945131056341,0.1159460823453571,0.041723175312406005,0.22296235937044667,0.06532519391654028,0.06888276879857921,0.03820208068461324,0.0,0.5321156457992706,0.10206581634452486,0.04745380300671628
43,Coleoptera_Group_133,,,,,0,,2,introduced,0.6310130837079007,0.36898691629209845,0.18844146048306254,0.02185009795948464,0.07449369411283277,0.0,0.17560880256846986,0.02827157435390777,0.06177641097890796,0.0,0.0,0.3177992037352694,0.08081283451048261,0.0
44,Coleoptera_Group_134,Trechus apicalis,native,66.0,100.0,1,1.0,2,introduced,0.6106238016737027,0.3893761983262966,0.18961296661196653,0.02185009795948464,0.06954141089515457,0.0,0.19270177024943214,0.02863406193262207,0.036894373791542215,0.0,0.0,0.31777969373451825,0.06960269001562912,0.0
45,Coleoptera_Group_135,,,,,0,,3,introduced,0.6686199056698451,0.3313800943301541,0.18844146048306254,0.0,0.08230135886795706,0.0,0.17560880256846986,0.0,0.05257564032631808,0.0,4.739990796134376e-14,1.0,0.08928280672051175,0.04745380300671628
46,Coleoptera_Group_136,Tachys scitulus,native,100.0,100.0,1,1.0,1,introduced,0.5111204932513506,0.4888795067486495,0.1934286069344613,0.05037945131056341,0.03732140801422716,0.041723175312406005,0.21292033340766572,0.06532519391654028,0.04965208572722334,0.03820208068461324,0.0,0.5321156457992706,0.034221880085163615,0.04745380300671628
47,Coleoptera_Group_137,Clivina dentipes,native,100.0,100.0,1,1.0,1,native,0.45608022224318384,0.5439197777568163,0.19052747492181266,0.05037945131056341,0.05783050676409876,0.041723175312406005,0.1724628669363416,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.06371976495662902,0.04745380300671628
48,Coleoptera_Group_138,,,,,0,,1,introduced,0.5643864434656595,0.43561355653434003,0.18154819525818175,0.05037945131056341,0.048069353130747915,0.041723175312406005,0.1877031418372365,0.06532519391654028,0.036894373791542215,0.03820208068461324,0.0,0.5321156457992706,0.04922566622367399,0.04745380300671628
49,Coleoptera_Group_139,Coptotomus longulus,native,100.0,100.0,1,1.0,1,introduced,0.5993131102424493,0.4006868897575497,0.1846008490644854,0.05037945131056341,0.05611280506614057,0.041723175312406005,0.18816646061618383,0.06532519391654028,0.03644845167480845,0.03820208068461324,0.0,0.5321156457992706,0.05733954896082981,0.04745380300671628
50,Coleoptera_Group_14,,,,,0,,1,introduced,0.6079483515465693,0.3920516484534297,0.394399084597042,0.05037945131056341,0.25676814299411616,0.041723175312406005,0.3106174456160517,0.06532519391654028,0.25615728886796246,0.03820208068461324,0.0,0.5321156457992706,0.16755161662811507,0.04745380300671628
51,Coleoptera_Group_140,Oxypselaphus pusillus,native,100.0,100.0,1,1.0,2,introduced,0.6223386711154316,0.3776613288845677,0.1684525922540738,0.0,0.046685548298090206,0.0,0.18185332577899702,0.0,0.026128999250173403,0.0,0.0,1.0,0.04914008268306855,0.04745380300671628
52,Coleoptera_Group_141,,,,,0,,1,native,0.39650124989269375,0.6034987501073061,0.16273369059525247,0.05037945131056341,0.02885563006362031,0.041723175312406005,0.16712691223816745,0.06532519391654028,0.024652706280753348,0.03820208068461324,0.0,0.5321156457992706,0.03266279831784385,0.04745380300671628
53,Coleoptera_Group_142,Syntomus americanus,native,100.0,100.0,1,1.0,7,introduced,0.6508325292416741,0.34916747075832505,0.16367741323096782,0.013895937684655819,0.04728086599973422,0.0,0.17237051265039294,0.018167975716593048,0.04612913127828651,0.0,0.0,0.7591307007265321,0.052119774793366144,0.0
54,Coleoptera_Group_143,Calathus ingratus,native,100.0,100.0,1,1.0,14,introduced,0.5288381573492131,0.47116184265078676,0.20446910754686254,0.015355436704774059,0.04050893048193225,0.025815367153028186,0.2066359118811083,0.016478064431575252,0.03736601959071446,0.025226853497493682,0.0,0.6173955152697274,0.03813875779713544,0.09146715311144747
55,Coleoptera_Group_144,Stenolophus ochropezus,native,100.0,100.0,1,1.0,3,native,0.14695041179224144,0.8530495882077582,0.12521917662633578,0.014585714183245136,0.007148458971528432,0.0,0.15079616794310982,0.018612117921787907,0.0,0.0,0.0,0.5452121524906679,0.008829906832139328,0.0
56,Coleoptera_Group_145,Stenolophus comma,native,100.0,100.0,1,1.0,1,native,0.03740184555994136,0.9625981544400586,0.09175017006276184,0.05037945131056341,0.0,0.041723175312406005,0.11004601121888902,0.06532519391654028,0.0,0.03820208068461324,5.123485197116122e-14,0.5321156457992706,0.0,0.04745380300671628
57,Coleoptera_Group_146,Stenolophus lineola,native,100.0,100.0,1,1.0,1,native,0.03740184555994136,0.9625981544400586,0.09175017006276184,0.05037945131056341,0.0,0.041723175312406005,0.11004601121888902,0.06532519391654028,0.0,0.03820208068461324,5.246203405430281e-14,0.5321156457992706,0.0,0.04745380300671628
58,Coleoptera_Group_147,Chlaenius emarginatus,native,100.0,100.0,1,1.0,12,introduced,0.5708722769609397,0.42912772303905944,0.1655433508147461,0.08937202365488078,0.07421690960795543,0.07179896983253663,0.13870652895552693,0.10805520210100748,0.0528409589509992,0.07072810882236094,8.007363092498849e-13,0.10243395544370731,0.09831485519940616,0.03879409148375971
61,Coleoptera_Group_149,Cymindis limbata,native,66.0,50.0,1,1.0,7,native,0.005239952440779139,0.994760047559221,0.07117899534720303,0.07312213743765188,0.0010530744455783908,0.0678780121948056,0.08640329737785996,0.08657463040784341,0.0017488096443219875,0.06668648803297758,1.3330265378125477e-11,0.20116316924478206,0.0020317313271065443,0.04577533400145493
62,Coleoptera_Group_15,,,,,0,,1,introduced,0.6117141966520041,0.38828580334799484,0.3626505906136231,0.05037945131056341,0.2527318430388641,0.041723175312406005,0.23077768327624443,0.06532519391654028,0.26963237873922624,0.03820208068461324,6.826200337475073e-12,0.5321156457992706,0.21576240033751803,0.04745380300671628
63,Coleoptera_Group_150,Cymindis platicollis,native,100.0,100.0,1,1.0,3,native,0.0808163452757295,0.9191836547242708,0.07117899534720303,0.2568369365141917,0.0010530744455783908,0.0,0.08640329737785996,0.3410463155940593,0.0,0.0,3.5741678171498692e-12,0.0027684316065846168,0.0020317313271065443,0.0
64,Coleoptera_Group_151,Myas cyanescens,native,100.0,100.0,1,1.0,15,introduced,0.6310000328097298,0.36899996719026923,0.18120198748562003,0.015090213261463386,0.048956419400502646,0.0,0.18899614343592694,0.017534437660042843,0.05157642682442136,0.0,0.0,0.640333376152835,0.04983559823641083,0.0
65,Coleoptera_Group_152,,,,,0,,1,introduced,0.6068239658480805,0.39317603415191843,0.17208825749829984,0.05037945131056341,0.05410563949608356,0.041723175312406005,0.1720044231392946,0.06532519391654028,0.0384671868545792,0.03820208068461324,0.0,0.5321156457992706,0.05975209097203533,0.04745380300671628
66,Coleoptera_Group_153,Synuchus impunctatus,native,100.0,100.0,1,3.0,191,introduced,0.5597633178008494,0.44023668219915013,0.19401187700120992,0.05392736698361537,0.0482020098457188,0.06150359243266445,0.18713691601715193,0.062151544018409985,0.042181748600551495,0.05782909120395421,9.035128087129927e-14,0.35331706510270705,0.04949131700203856,0.0577752208213287
67,Coleoptera_Group_154,Cymindis neglecta,native,100.0,100.0,1,1.0,20,native,0.04847809861339119,0.9515219013866092,0.08771551471223314,0.2232010336350278,0.00043335908242147527,0.030827910363108533,0.10696865809663428,0.29534004908390027,0.000740943643120521,0.030203274401317388,1.9788311090658073e-08,0.08678957484139864,0.000708874042290351,0.006094173261241815
68,Coleoptera_Group_155,,,,,0,,1,native,0.033298480261856854,0.9667015197381431,0.06081346476399557,0.05037945131056341,0.00043335908242147527,0.041723175312406005,0.0708426629581975,0.06532519391654028,0.0,0.03820208068461324,3.9269826660530753e-10,0.5321156457992706,0.0009674695114785212,0.04745380300671628
69,Coleoptera_Group_156,Olisthopus parmatus,native,100.0,100.0,1,1.0,2,native,0.0998232606373644,0.9001767393626358,0.15030564024934182,0.024552573263752955,0.018822480090581607,0.0,0.15636463265686568,0.03205922336801749,0.005355729537307532,0.0,2.715140358950759e-13,0.31759534372742076,0.022548355990013626,0.0
70,Coleoptera_Group_157,Scaphinotus viduus,native,100.0,100.0,1,1.0,3,native,0.2684229759600576,0.7315770240399423,0.19912810248841534,0.0,0.025912816469390136,0.0,0.20486838985990619,0.0,0.012241667510788874,0.0,0.0,1.0,0.024581687600717553,0.04745380300671628
71,Coleoptera_Group_158,,,,,0,,1,native,0.31730496181450496,0.6826950381854946,0.1439393477127026,0.05037945131056341,0.028758208924891396,0.041723175312406005,0.15362564570580708,0.06532519391654028,0.012241667510788874,0.03820208068461324,2.4390243902439023e-14,0.5321156457992706,0.03496984069891447,0.04745380300671628
72,Coleoptera_Group_159,Amara lunicollis,native,66.0,50.0,1,1.0,5,introduced,0.593160968526507,0.4068390314734922,0.1490754822537789,0.008740039183793858,0.04448429181785575,0.09458456299391794,0.13359244832692846,0.0,0.02778418271642333,0.09336118524290779,5.629697806412027e-13,0.7275358595101306,0.06079096762893955,0.04745380300671628
73,Coleoptera_Group_16,Nicrophorus orbicollis,native,100.0,100.0,1,1.0,1,introduced,0.6029072677393563,0.39709273226064257,0.33913368625973195,0.05037945131056341,0.1783317250305458,0.041723175312406005,0.3425573162582406,0.06532519391654028,0.17670195084108678,0.03820208068461324,0.0,0.5321156457992706,0.1063434532649173,0.04745380300671628
74,Coleoptera_Group_160,,,,,0,,1,native,0.20611656548916996,0.79388343451083,0.1294410621481671,0.05037945131056341,0.021474314670121935,0.041723175312406005,0.15182217277286086,0.06532519391654028,0.012525912065906425,0.03820208068461324,0.0,0.5321156457992706,0.026374277292412745,0.04745380300671628
75,Coleoptera_Group_161,Apenes lucidula lucidula,native,33.0,,1,1.0,8,native,0.31383930749464223,0.686160692505357,0.14253233809169238,0.01748682769502631,0.02737315978613674,0.0,0.1459315890545492,0.022927484527386327,0.005355729537307532,0.0,9.464641816229484e-12,0.5814153538844912,0.034756467879951486,0.0
76,Coleoptera_Group_162,Agonum gratiosum,native,100.0,100.0,1,1.0,6,native,0.05902208395657609,0.940977916043424,0.11517434585910656,0.026274799845468322,0.014611149972076874,0.0,0.13537346805825548,0.0340702588925149,0.0,0.0,8.927749654855039e-13,0.49436164053292325,0.019749758832056423,0.0
77,Coleoptera_Group_163,Agonum retractum,native,100.0,100.0,1,1.0,26,native,0.09969530492638108,0.9003046950736192,0.11517434585910656,0.03155899276963318,0.014611149972076874,0.0,0.13537346805825548,0.04068910787138985,0.012525912065906425,0.0,3.911642890013805e-13,0.4896614103519644,0.019749758832056423,0.0
78,Coleoptera_Group_164,Anisodactylus rusticus,native,100.0,100.0,1,1.0,1,native,0.20806343109264122,0.7919365689073588,0.1367415543782042,0.05037945131056341,0.02149599145644649,0.041723175312406005,0.15362564570580708,0.06532519391654028,0.012241667510788874,0.03820208068461324,0.0,0.5321156457992706,0.026139019957449574,0.04745380300671628
79,Coleoptera_Group_165,Agonoleptus conjunctus,native,100.0,100.0,1,1.0,1,native,0.3753753331705157,0.6246246668294846,0.13812709177912505,0.05037945131056341,0.02513791444921853,0.041723175312406005,0.12535920287124452,0.06532519391654028,0.024539618959269142,0.03820208068461324,0.0,0.5321156457992706,0.0361947682546432,0.04745380300671628
80,Coleoptera_Group_166,Gastrellarius honestus,native,100.0,100.0,1,1.0,4,native,0.4996522294148632,0.5003477705851368,0.13536611732723527,0.011611912787152123,0.0423759812803,0.0,0.1402983561298981,0.014968525893673703,0.020792491551043325,0.0,5.813775118883264e-13,0.658854776865909,0.05560494282809296,0.0
81,Coleoptera_Group_167,,,,,0,,1,native,0.11850131386121006,0.8814986861387896,0.12746046086619447,0.05037945131056341,0.007153261404533058,0.041723175312406005,0.1445923375209192,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.009153098187673204,0.04745380300671628
86,Coleoptera_Group_17,Podabrus flavicollis,native,66.0,50.0,1,1.0,2,native,0.22934619014898724,0.7706538098510126,0.16856175991085423,0.0,0.021388042657693687,0.0,0.21606838208655624,0.0,0.0,0.0,0.0,1.0,0.019359011557694327,0.04745380300671628
87,Coleoptera_Group_170,Pterostichus luctuosus,native,100.0,100.0,1,1.0,1,native,0.3580867796663187,0.6419132203336824,0.09198441713030714,0.05037945131056341,0.03580290432344417,0.041723175312406005,0.0924356756849076,0.06532519391654028,0.024539618959269142,0.03820208068461324,2.5157232704402513e-11,0.5321156457992706,0.06562124494993114,0.04745380300671628
88,Coleoptera_Group_171,Pterostichus lachrymosus,native,100.0,100.0,1,1.0,15,native,0.09433447051797125,0.9056655294820288,0.06413540551542248,0.0,0.0072837701567205395,0.0,0.07359211947362723,0.0,0.0,0.0,4.233778186838472e-10,1.0,0.015821669261266966,0.04745380300671628
89,Coleoptera_Group_172,Poecilus lucublandus,native,100.0,100.0,1,3.0,8,native,0.38753847252747625,0.612461527472525,0.11334191022356711,0.09245270274787222,0.040958368540217185,0.059070341471064755,0.11492656690393341,0.11524884962121276,0.025431859464311982,0.05838905330196594,1.3882497315539193e-12,0.16947717802487136,0.06327284384343794,0.029924433325941097
90,Coleoptera_Group_173,Pterostichus mutus,native,100.0,100.0,1,1.0,16,native,0.4127217949779621,0.5872782050220385,0.10491032383494826,0.019704764803272653,0.03335668574086036,0.0,0.1047431373492583,0.02155869748184815,0.025527222862197774,0.0,4.295137290995551e-11,0.6570839367977316,0.055477235194932785,0.0
91,Coleoptera_Group_174,Pterostichus adstrictus,native,66.0,100.0,1,1.0,8,native,0.12517506450619145,0.8748249354938085,0.02353304653077779,0.010605324577494583,0.007774479453271662,0.0,0.027018809348147155,0.01374862006808066,0.01318587175079041,0.0,1.7180549163982205e-06,0.6832304078043707,0.03113429933608029,0.0
92,Coleoptera_Group_175,,,,,0,,1,native,0.4646579268858393,0.535342073114161,0.12809365858394353,0.05037945131056341,0.03230943546285579,0.041723175312406005,0.12648904647928785,0.06532519391654028,0.0370647922347997,0.03820208068461324,2.500383494400981e-12,0.5321156457992706,0.04618085367380417,0.04745380300671628
93,Coleoptera_Group_176,Notiobia terminata,native,66.0,100.0,1,1.0,1,native,0.16255264269610584,0.8374473573038942,0.11538549991226114,0.05037945131056341,0.021488761010421045,0.041723175312406005,0.1266506737588946,0.06532519391654028,0.012241667510788874,0.03820208068461324,0.0,0.5321156457992706,0.03068247504017983,0.04745380300671628
94,Coleoptera_Group_177,Harpalus pensylvanicus,native,100.0,100.0,1,1.0,2,native,0.46940920019814,0.5305907998018605,0.07810931793336395,0.0,0.046654076763141844,0.0,0.07169363430811604,0.0,0.06177641097890796,0.0,3.4821291609142503e-09,1.0,0.10326734615616823,0.04745380300671628
95,Coleoptera_Group_178,Harpalus faunus,native,100.0,100.0,1,1.0,1,native,0.3188266550208335,0.6811733449791677,0.07810931793336395,0.05037945131056341,0.024208874893708106,0.041723175312406005,0.07169363430811604,0.06532519391654028,0.027720641298206544,0.03820208068461324,3.650866697346219e-10,0.5321156457992706,0.05358559073143829,0.04745380300671628
96,Coleoptera_Group_179,Anisodactylus discoideus,native,100.0,100.0,1,1.0,1,native,0.16299450307936805,0.8370054969206322,0.07882426994009917,0.05037945131056341,0.021488761010421045,0.041723175312406005,0.08160915199486027,0.06532519391654028,0.012241667510788874,0.03820208068461324,3.819604233778186e-10,0.5321156457992706,0.04326923377502169,0.04745380300671628
