Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,dN/dS_Distance,dN/dS_Similarity,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance
1152,Lepidoptera_Group_414,Thorybes pylades,native,33.0,50.0,1,1.0,1,0.02402826278,,native,0.037857232631138174,0.050379451310563414,0.0176344161592916,0.041723175312406005,0.05782312949221834,0.06532519391654026,0.012241675535187967,0.03820208068461324,6.19726951986501e-10,0.5321156457992704,0.04532791721932468
1153,Lepidoptera_Group_415,Achalarus lyciades,native,66.0,50.0,1,1.0,1,0.02402826278,,native,0.037857232631138174,0.050379451310563414,0.0176344161592916,0.041723175312406005,0.05782312949221834,0.06532519391654026,0.012241675535187967,0.03820208068461324,2.5924221506366005e-10,0.5321156457992704,0.04532791721932468
1154,Lepidoptera_Group_416,Baileya ophthalmica,native,33.0,50.0,1,1.0,1,0.0070130337580000006,,native,0.05579539533732289,0.050379451310563414,0.007046739032374418,0.041723175312406005,0.08957196490084574,0.06532519391654026,0.009687241823317873,0.03820208068461324,3.1753336401288535e-11,0.5321156457992704,0.013229679421666182
1155,Lepidoptera_Group_417,Baileya doubledayi,native,33.0,50.0,1,1.0,1,0.0070130337580000006,,native,0.05579539533732289,0.050379451310563414,0.007046739032374418,0.041723175312406005,0.08957196490084574,0.06532519391654026,0.012241675535187967,0.03820208068461324,7.2250345144960875e-12,0.5321156457992704,0.013229679421666182
1156,Lepidoptera_Group_418,Schizura apicalis,native,33.0,50.0,1,1.0,1,0.0,,native,0.052411042191715815,0.050379451310563414,0.0,0.041723175312406005,0.08818305676830321,0.06532519391654026,0.0,0.03820208068461324,2.6231017027151406e-12,0.5321156457992704,0.0
1157,Lepidoptera_Group_419,,,,,0,,1,0.0,,native,0.052411042191715815,0.050379451310563414,0.0,0.041723175312406005,0.0850264061588924,0.06532519391654026,0.0,0.03820208068461324,7.455131155085136e-12,0.5321156457992704,0.0
1158,Lepidoptera_Group_42,Cochylis hoffmanana,,33.0,,1,1.0,1,0.060215462979999995,,native,0.08050514395028274,0.050379451310563414,0.06420988861842526,0.041723175312406005,0.09678299070897081,0.06532519391654026,0.08689209860691886,0.03820208068461324,1.6413560362018713e-10,0.5321156457992704,0.1135929611837194
1159,Lepidoptera_Group_420,Schizura ipomoeae,native,33.0,50.0,1,1.0,2,0.0,,native,0.05507407846802162,0.0,0.0,0.0,0.09228472594671555,0.0,0.0,0.0,1.1121337628470624e-12,0.9999999999999999,0.0
1160,Lepidoptera_Group_421,Schizura badia,native,33.0,50.0,1,1.0,2,0.0,,native,0.05379738928329783,0.0,0.0,0.0,0.08049656216234796,0.0,0.0,0.0,3.666206473385488e-11,0.9999999999999999,0.0
1161,Lepidoptera_Group_422,Schizura unicornis,native,33.0,50.0,1,1.0,3,0.020630002340000002,0.0,native,0.05379738928329783,0.025923363362191587,0.019131613955959755,0.0,0.08049656216234796,0.041395545463178716,0.01249979370607327,0.0,1.5032980518484428e-10,0.26411151166829316,0.03891729697081307
1162,Lepidoptera_Group_423,Phyciodes tharos,native,33.0,50.0,1,1.0,2,0.04252288045,0.0,native,0.10888488210952264,0.07433114336944764,0.05334658001775204,0.0,0.11883965497789786,0.11912945447651833,0.024539628856028024,0.0,4.525233931584599e-11,0.04490668322890729,0.08021693547355319
1163,Lepidoptera_Group_424,Pyrrharctia isabella,native,33.0,50.0,1,1.0,1,0.02327804579,,native,0.1041429601421321,0.050379451310563414,0.035457153281723754,0.041723175312406005,0.15032599424080786,0.06532519391654026,0.012241675535187967,0.03820208068461324,0.0,0.5321156457992704,0.04391267659495646
1164,Lepidoptera_Group_425,Heterocampa guttivitta,native,33.0,50.0,1,1.0,1,0.008761366002,,native,0.10388891008357486,0.050379451310563414,0.014215890239997945,0.041723175312406005,0.16197109477647395,0.06532519391654026,0.0,0.03820208068461324,1.6413560362018713e-14,0.5321156457992704,0.016527806296400993
1165,Lepidoptera_Group_426,Agonopterix robiniella,native,33.0,,1,1.0,1,0.03064730355,,native,0.0920917869053721,0.050379451310563414,0.03838035176762321,0.041723175312406005,0.11858014538252551,0.06532519391654026,0.03689436817446285,0.03820208068461324,5.47630004601933e-13,0.5321156457992704,0.05781435183346681
1166,Lepidoptera_Group_427,Heterocampa umbrata,native,33.0,50.0,1,1.0,2,0.009994221104,,native,0.10388891008357486,0.0,0.014215890239997945,0.0,0.13851372591709546,0.0,0.0,0.0,3.681546249424758e-12,0.9999999999999999,0.018853515587935472
1167,Lepidoptera_Group_428,Hypena eductalis,,33.0,,1,1.0,1,0.0,,native,0.059705358808952363,0.050379451310563414,0.0,0.041723175312406005,0.09732165957078803,0.06532519391654026,0.0,0.03820208068461324,2.6077619266758704e-11,0.5321156457992704,0.0
1168,Lepidoptera_Group_429,Hypena baltimoralis,native,33.0,50.0,1,1.0,5,0.0,0.0,native,0.059705358808952363,0.014844910991503198,0.0,0.0,0.09732165957078803,0.02278570565186702,0.0,0.0,5.552998926215677e-12,0.5063989809963606,0.0
1169,Lepidoptera_Group_43,Coelostathma discopunctana,,33.0,,1,1.0,1,0.03512604605,,native,0.10747311928059834,0.050379451310563414,0.04983989177798324,0.041723175312406005,0.1381007292636,0.06532519391654026,0.03689436817446285,0.03820208068461324,2.3316459579690136e-11,0.5321156457992704,0.06626323851101924
1170,Lepidoptera_Group_430,Ptichodis bistrigata,native,33.0,50.0,1,1.0,1,0.01927204731,,native,0.10141079520655259,0.050379451310563414,0.028403386818007113,0.041723175312406005,0.14453780594010637,0.06532519391654026,0.0,0.03820208068461324,4.8780487804878046e-14,0.5321156457992704,0.036355593956700884
1171,Lepidoptera_Group_431,Phaeoura quernaria,native,33.0,50.0,1,1.0,2,0.0133466746,0.0,native,0.1019269618243999,0.09307664510176038,0.019393155074953865,0.0,0.14210247795122014,0.1489206178557227,0.0,0.0,0.0,0.024777582453936922,0.0251777237065019
1172,Lepidoptera_Group_432,Cycnia tenera,,33.0,,1,1.0,2,0.004901574816,,native,0.09655190003563031,0.0,0.007072470788551746,0.0,0.1409146836197684,0.0,0.0,0.0,0.0,0.9999999999999999,0.009246535196414836
1173,Lepidoptera_Group_433,Maliattha synochitis,native,33.0,50.0,1,1.0,2,0.028810475130000002,,native,0.0958492380671369,0.0,0.03548079100532941,0.0,0.11614246725304739,0.0,0.012241675535187967,0.0,3.865623561895996e-12,0.9999999999999999,0.05434928208081019
1174,Lepidoptera_Group_434,Mompha cephalonthiella,,33.0,,1,1.0,3,0.021669512430000003,0.0,native,0.1318697946589069,0.012537551613968047,0.033440635407280886,0.0,0.15267106851188503,0.019723880503010365,0.01235687915819346,0.0,1.2072403742905354e-11,0.5451523124883639,0.040878272166547665
1175,Lepidoptera_Group_435,Euparthenos nubilis,native,33.0,50.0,1,1.0,1,0.01680860168,,native,0.08547761402065857,0.050379451310563414,0.02130954979880881,0.041723175312406005,0.12039112628674303,0.06532519391654026,0.0,0.03820208068461324,7.225034514496089e-13,0.5321156457992704,0.03170844736048961
1176,Lepidoptera_Group_436,Callopistria mollissima,native,33.0,50.0,1,1.0,1,0.02594599021,,native,0.0863122553880603,0.050379451310563414,0.03182656219945142,0.041723175312406005,0.11557086314661721,0.06532519391654026,0.0,0.03820208068461324,1.978831109065808e-11,0.5321156457992704,0.048945598239053735
1177,Lepidoptera_Group_437,Zale horrida,native,33.0,50.0,1,1.0,1,0.02471780383,,native,0.05104522801109013,0.050379451310563414,0.021182381685176582,0.041723175312406005,0.07224595478307039,0.06532519391654026,0.0,0.03820208068461324,1.7487344684767603e-10,0.5321156457992704,0.046628696219450386
1178,Lepidoptera_Group_438,Zale unilineata,native,33.0,50.0,1,1.0,2,0.0,0.0,native,0.025654459260871364,0.03711500315820174,0.0,0.0,0.04837646277377925,0.05903522289345581,0.0,0.0,1.250191747200491e-09,0.15716613755089626,0.0
1179,Lepidoptera_Group_439,Zale undularis,native,33.0,50.0,1,1.0,2,0.0,,native,0.025654459260871364,0.0,0.0,0.0,0.04837646277377925,0.0,0.0,0.0,5.077465868998312e-10,0.9999999999999999,0.0
1180,Lepidoptera_Group_44,Grapholita eclipsana,,33.0,,1,1.0,2,0.0200332952,0.0,native,0.09780678641682118,0.09302084040157005,0.02847962380044698,0.0,0.1384203816604196,0.14663884453521941,0.0,0.0,1.3376284706243288e-12,0.02481325245531022,0.03779164373097031
1183,Lepidoptera_Group_441,Zale obliqua,native,33.0,50.0,1,1.0,2,0.0,,native,0.030189120451117338,0.0,0.0,0.0,0.055085352967553104,0.0,0.0,0.0,6.734161681239454e-10,0.9999999999999999,0.0
1184,Lepidoptera_Group_442,Zale submediana,native,33.0,50.0,1,1.0,1,0.0,,native,0.004892878211703644,0.050379451310563414,0.0,0.041723175312406005,0.020223779222485222,0.06532519391654026,0.0,0.03820208068461324,2.3469857340082834e-07,0.5321156457992704,0.0
1187,Lepidoptera_Group_444,Eudryas unio,native,33.0,50.0,1,1.0,1,0.02354526655,,native,0.06460877176329824,0.050379451310563414,0.02471870580964617,0.041723175312406005,0.0948494905284114,0.06532519391654026,0.004080567427728317,0.03820208068461324,2.4236846142046325e-12,0.5321156457992704,0.044416772983424745
1188,Lepidoptera_Group_445,Psychomorpha epimenis,native,33.0,50.0,1,1.0,3,0.02410884537,0.2966360443,native,0.06460877176329824,0.02474916934918952,0.02471870580964617,0.15545841950980233,0.09197332191944227,0.01985292876116263,0.004080567427728317,0.15560163541571578,2.4083448381653628e-11,0.6671567671855354,0.04547993157851002
1189,Lepidoptera_Group_446,Phoberia atomaris,native,33.0,50.0,1,1.0,4,0.01620050276,0.0,native,0.04780040207660703,0.024737549347350403,0.01411686734381209,0.0,0.07393544797708196,0.03935681526230386,0.012241675535187967,0.0,4.6786316919772975e-11,0.43811075836726415,0.030561304191659956
1190,Lepidoptera_Group_447,Cissusa spadix,native,33.0,50.0,1,1.0,1,0.01620050276,,native,0.04780040207660703,0.050379451310563414,0.01411686734381209,0.041723175312406005,0.07393544797708196,0.06532519391654026,0.0,0.03820208068461324,1.2900751649025923e-11,0.5321156457992704,0.030561304191659956
1193,Lepidoptera_Group_449,Amolita roseola,native,66.0,50.0,1,1.0,2,0.01798043894,0.0,native,0.07953342572785548,0.24363141411549052,0.021281191628897526,0.0,0.11052298161097346,0.39820433078628664,0.012241675535187967,0.0,1.4388709924835098e-11,0.0002571215098991781,0.03391905004958673
1194,Lepidoptera_Group_45,Epiblema otiosana,,33.0,,1,1.0,1,0.03080339591,,native,0.09893173238155063,0.050379451310563414,0.042776790897887794,0.041723175312406005,0.13456335587830828,0.06532519391654026,0.03689436817446285,0.03820208068461324,1.3744439331185765e-13,0.5321156457992704,0.05810881097258269
1195,Lepidoptera_Group_450,Panopoda rufimargo,native,33.0,50.0,1,1.0,1,0.01102690673,,native,0.0786129324679534,0.050379451310563414,0.014135607160724682,0.041723175312406005,0.12204864093054188,0.06532519391654026,0.0,0.03820208068461324,4.632612363859487e-12,0.5321156457992704,0.020801616830105858
1196,Lepidoptera_Group_451,Spargaloma sexpunctata,native,33.0,50.0,1,1.0,2,0.0349595498,,native,0.059367227553177596,0.0,0.03187948088698301,0.0,0.0786832685534064,0.0,0.0,0.0,1.9021322288694583e-10,0.9999999999999999,0.06594915303982116
1197,Lepidoptera_Group_452,Catocala ultronia,,33.0,,1,1.0,1,0.0,,native,0.026667171761967534,0.050379451310563414,0.0,0.041723175312406005,0.04359685082658126,0.06532519391654026,0.0,0.03820208068461324,8.084061972695198e-09,0.5321156457992704,0.0
1198,Lepidoptera_Group_453,Catocala praeclara,,33.0,,1,1.0,3,0.02351095462,,native,0.026667171761967534,0.0,0.014400803963699846,0.0,0.04359685082658126,0.0,0.01249979370607327,0.0,3.236692744285934e-09,0.9999999999999999,0.04435204552739035
1199,Lepidoptera_Group_454,Catocala luctuosa,,33.0,,1,1.0,1,0.0271573537,,native,0.020083977101797858,0.050379451310563414,0.01434646559306883,0.041723175312406005,0.03372390604064706,0.06532519391654026,0.0,0.03820208068461324,3.880963337935266e-08,0.5321156457992704,0.051230764857213736
1200,Lepidoptera_Group_455,Catocala herodias,,33.0,,1,1.0,1,0.01027771106,,native,0.03044551355090741,0.050379451310563414,0.007046739032374418,0.041723175312406005,0.05216606655791991,0.06532519391654026,0.0,0.03820208068461324,1.4940941862248809e-09,0.5321156457992704,0.019388302866388814
1201,Lepidoptera_Group_456,Catocala relicta,,33.0,,1,1.0,1,0.009859037261,,native,0.03284464468682936,0.050379451310563414,0.007049081509488492,0.041723175312406005,0.05560621067536264,0.06532519391654026,0.012241675535187967,0.03820208068461324,1.059978524313545e-09,0.5321156457992704,0.018598499147462942
1202,Lepidoptera_Group_457,Catocala andromedae,,33.0,,1,1.0,1,0.01019684705,,native,0.030617879110912793,0.050379451310563414,0.007035097630959019,0.041723175312406005,0.05266949578948187,0.06532519391654026,0.0,0.03820208068461324,2.393005062126093e-09,0.5321156457992704,0.01923575762477636
1203,Lepidoptera_Group_458,Catocala unijuga,,33.0,,1,1.0,1,0.0,,native,0.030460233573309042,0.050379451310563414,0.0,0.041723175312406005,0.05129025858946334,0.06532519391654026,0.0,0.03820208068461324,3.696886025464028e-09,0.5321156457992704,0.0
1204,Lepidoptera_Group_459,Catocala cara,,33.0,,1,1.0,1,0.0,,native,0.03044551355090741,0.050379451310563414,0.0,0.041723175312406005,0.051490357462581744,0.06532519391654026,0.0,0.03820208068461324,3.942322442092345e-09,0.5321156457992704,0.0
1205,Lepidoptera_Group_46,Epiblema boxcana,,33.0,,1,1.0,1,0.03065358115,,native,0.07943246032511289,0.050379451310563414,0.03588131909975858,0.041723175312406005,0.10899566059642266,0.06532519391654026,0.03689436817446285,0.03820208068461324,4.218438410799203e-12,0.5321156457992704,0.05782619415996962
1206,Lepidoptera_Group_460,Palthis angulalis,native,33.0,50.0,1,1.0,5,0.012532874270000001,,native,0.0720699093391495,0.0,0.014145012561258462,0.0,0.10408399570520749,0.0,0.0,0.0,6.642123025003835e-12,0.9999999999999999,0.023642536817252348
1207,Lepidoptera_Group_461,Phalaenophana pyramusalis,native,33.0,50.0,1,1.0,8,0.01640342516,0.01702205524,native,0.07116594256855376,0.061813245338837114,0.018981092055341754,0.04179273782936706,0.10742517186671738,0.09300859508748256,0.0,0.041678927524687034,8.728332566344532e-12,0.1776394183391176,0.03094410547169268
1208,Lepidoptera_Group_462,Lascoria ambigualis,native,33.0,50.0,1,1.0,2,0.014933919680000001,,native,0.06174151529770726,0.0,0.015065641559167037,0.0,0.09004241729238605,0.0,0.0,0.0,1.76407424451603e-11,0.9999999999999999,0.02817196903550277
1209,Lepidoptera_Group_463,Palthis asopialis,native,33.0,50.0,1,1.0,1,0.01343532967,,native,0.06223963513231859,0.050379451310563414,0.014107532927433278,0.041723175312406005,0.09487233472687243,0.06532519391654026,0.0,0.03820208068461324,3.973001994170885e-11,0.5321156457992704,0.025344966328693392
1210,Lepidoptera_Group_464,Macrochilo orciferalis,native,33.0,50.0,1,1.0,2,0.0,,native,0.05507407846802162,0.0,0.0,0.0,0.08727538255723738,0.0,0.0,0.0,1.1811627550237766e-11,0.9999999999999999,0.0
1211,Lepidoptera_Group_465,Idia americalis,native,33.0,50.0,1,1.0,10,0.0034730440019999998,0.2152843679,native,0.05372999554768507,0.029713348900310285,0.0033806913646936094,0.15622133183030568,0.0858923102605362,0.02748919974624529,0.004896675563674583,0.15567303313313074,1.0354348826507133e-10,0.5615931531213363,0.006551695079378022
1212,Lepidoptera_Group_466,Idia aemula,native,33.0,50.0,1,1.0,13,0.001965793032,0.02462969756,native,0.05372999554768507,0.03703739302246147,0.0019618245830369885,0.0362613287173404,0.08877211846776706,0.05577234332786557,0.0,0.03616039395220535,8.145421076852277e-12,0.6042868147650423,0.00370835397634274
1213,Lepidoptera_Group_467,Phalaenostola eumelusalis,native,33.0,50.0,1,1.0,1,0.009343099444,,native,0.04061860509597874,0.050379451310563414,0.0070654433572095235,0.041723175312406005,0.06043864879161657,0.06532519391654026,0.0,0.03820208068461324,6.458045712532597e-10,0.5321156457992704,0.017625212527726086
1218,Lepidoptera_Group_469,Zanclognatha pedipilalis,native,33.0,50.0,1,1.0,1,0.01499779164,,native,0.012540725767932207,0.050379451310563414,0.0070443965552603426,0.041723175312406005,0.026858983149737364,0.06532519391654026,0.0,0.03820208068461324,1.056910569105691e-07,0.5321156457992704,0.02829245976519155
1219,Lepidoptera_Group_47,Platynota idaeusalis,,33.0,,1,1.0,2,0.01003756228,0.0,native,0.10075951917288282,0.03712389748059711,0.014173228762859808,0.0,0.13729582066928184,0.05813876408665145,0.0,0.0,4.4178554993097105e-13,0.157207247552479,0.018935276190268795
1220,Lepidoptera_Group_470,Chytolita morbidalis,native,33.0,50.0,1,1.0,2,0.0030025355499999997,0.0,native,0.012540725767932207,0.13048415670131963,0.0014102776989050158,0.0,0.026858983149737364,0.2113415596051525,0.0,0.0,3.2213529682466633e-08,0.007745421798198739,0.005664108308810475
1221,Lepidoptera_Group_471,Renia sobrialis,native,33.0,50.0,1,1.0,1,0.0,,native,0.02550173232127545,0.050379451310563414,0.0,0.041723175312406005,0.04772116454549285,0.06532519391654026,0.0,0.03820208068461324,2.0095106611443474e-09,0.5321156457992704,0.0
1222,Lepidoptera_Group_472,Renia factiosalis,native,33.0,50.0,1,1.0,1,0.0,,native,0.02550173232127545,0.050379451310563414,0.0,0.041723175312406005,0.04772116454549285,0.06532519391654026,0.0,0.03820208068461324,2.546402822518791e-09,0.5321156457992704,0.0
1223,Lepidoptera_Group_473,Tetanolita sp.,,,,1,1.0,2,0.0,,native,0.04256696013884109,0.0,0.0,0.0,0.07341115032897247,0.0,0.0,0.0,3.083294983893235e-11,0.9999999999999999,0.0
1224,Lepidoptera_Group_474,Tetanolita mynesalis,,33.0,,1,1.0,1,0.0,,native,0.04256696013884109,0.050379451310563414,0.0,0.041723175312406005,0.07315102928109213,0.06532519391654026,0.0,0.03820208068461324,2.4390243902439024e-11,0.5321156457992704,0.0
1225,Lepidoptera_Group_475,,,,,0,,1,0.06573116473,,introduced,0.13059700458096757,0.050379451310563414,0.09232969373731947,0.041723175312406005,0.13643293639431006,0.06532519391654026,0.07430475870672044,0.03820208068461324,3.1753336401288535e-11,0.5321156457992704,0.1239980110460251
1226,Lepidoptera_Group_476,Atteva aurea,,33.0,,1,1.0,3,0.06910479106,0.0,introduced,0.12394523572166323,0.08681418139454082,0.08825864597344626,0.0,0.12149214843609438,0.1394335831184688,0.07430475870672044,0.0,3.1753336401288535e-11,0.03148035271199357,0.13036216048184937
1227,Lepidoptera_Group_477,Sympistis chionanthi,native,33.0,50.0,1,1.0,1,0.0179292731,,native,0.10763271437159426,0.050379451310563414,0.02838446954070709,0.041723175312406005,0.15735004868680194,0.06532519391654026,0.012241675535187967,0.03820208068461324,0.0,0.5321156457992704,0.03382252867468701
1228,Lepidoptera_Group_478,Galgula partita,native,33.0,50.0,1,1.0,1,0.014059967680000002,,native,0.11224564387050308,0.050379451310563414,0.02125993187448343,0.041723175312406005,0.1490237335041396,0.06532519391654026,0.0,0.03820208068461324,6.0285319834330424e-12,0.5321156457992704,0.02652330952680802
1229,Lepidoptera_Group_479,Raphia frater,native,33.0,50.0,1,1.0,2,0.03151642492,0.0,native,0.10151828893028737,0.03712389748059711,0.04273384548412977,0.0,0.13072157481348753,0.0580129319844656,0.0,0.0,3.098634759932505e-13,0.15721301755270115,0.05945389864022543
1230,Lepidoptera_Group_48,,,,,0,,3,0.0,0.0,native,0.023941696119678682,0.039660500845032365,0.0,0.0,0.04546148148894708,0.06260663008765723,0.0,0.0,1.2578616352201258e-09,0.1857652086519605,0.0
1231,Lepidoptera_Group_480,Sympistis perscripta,native,33.0,50.0,1,1.0,2,0.01583849856,0.0,native,0.09537386898403817,0.05569739449432837,0.02125293993521869,0.0,0.12907264546204553,0.08836107104068641,0.0,0.0,1.978831109065808e-11,0.082811454688241,0.029878404368194326
1232,Lepidoptera_Group_481,Phytometra rhodarialis,native,33.0,50.0,1,1.0,2,0.02333513127,0.0,native,0.09799215496137816,0.01854050194678068,0.031858292116723884,0.0,0.1318146855161031,0.029517030751900635,0.01255002644440722,0.0,2.5157232704402513e-13,0.3177321637326883,0.044020365025683086
1233,Lepidoptera_Group_482,Ulolonche modesta,native,33.0,50.0,1,1.0,1,0.013861605259999998,,native,0.06451013151597754,0.050379451310563414,0.014187390101776711,0.041723175312406005,0.0917631361597128,0.06532519391654026,0.0,0.03820208068461324,5.077465868998313e-12,0.5321156457992704,0.026149110383261565
1234,Lepidoptera_Group_483,Ulolonche culea,native,33.0,50.0,1,1.0,2,0.0141921818,0.0,native,0.06451013151597754,0.17477472618039497,0.014525736076450461,0.0,0.0917631361597128,0.2822858506915673,0.0,0.0,2.5770823745973306e-12,0.002447611594233046,0.026772723757934793
1235,Lepidoptera_Group_484,Elaphria grata,native,33.0,50.0,1,1.0,2,0.016180812790000002,,native,0.09166685580911733,0.0,0.02122468824153986,0.0,0.12554109127443172,0.0,0.0,0.0,2.715140358950759e-11,0.9999999999999999,0.030524160210907685
1236,Lepidoptera_Group_485,Polygrammate hebraeicum,native,33.0,50.0,1,1.0,1,0.008854877634,,native,0.04186919888254462,0.050379451310563414,0.007162017300048847,0.041723175312406005,0.06660331713651099,0.06532519391654026,0.0,0.03820208068461324,2.224267525694125e-10,0.5321156457992704,0.01670421053973514
1237,Lepidoptera_Group_486,Comachara cadburyi,native,33.0,50.0,1,1.0,5,0.008854877634,0.0,native,0.04186919888254462,0.04168352881954123,0.007162017300048847,0.0,0.06660331713651099,0.05633074840753377,0.0,0.0,6.13591041570793e-11,0.3365741344581042,0.01670421053973514
1238,Lepidoptera_Group_487,Agnorisma badinodis,native,66.0,50.0,1,1.0,2,0.0,0.0,native,0.08909804198483064,0.018544949107978367,0.0,0.0,0.13655943219172417,0.028391376163656595,0.0,0.0,0.0,0.317792753735021,0.0
1239,Lepidoptera_Group_488,Phosphila miselioides,native,33.0,50.0,1,1.0,1,0.017197970969999997,,native,0.08465885525336941,0.050379451310563414,0.021266994797903133,0.041723175312406005,0.11673724832120824,0.06532519391654026,0.0,0.03820208068461324,5.414940941862248e-12,0.5321156457992704,0.03244296983123425
1240,Lepidoptera_Group_489,Pseudeustrotia carneola,native,33.0,50.0,1,1.0,4,0.01820546358,0.0,native,0.08651717312397203,0.02872249269410317,0.022088387947160937,0.0,0.11400474609436687,0.04583468940465111,0.004183333232136746,0.0,1.2808712992790303e-11,0.541349952341973,0.03434354591712478
1241,Lepidoptera_Group_49,Ancylis burgessiana,native,33.0,,1,1.0,2,0.0,,native,0.023941696119678682,0.0,0.0,0.0,0.04546148148894708,0.0,0.0,0.0,1.4511428133149256e-08,0.9999999999999999,0.0
1242,Lepidoptera_Group_490,Acronicta afflicta,native,66.0,50.0,1,1.0,1,0.01701176734,,native,0.08500693102002546,0.050379451310563414,0.021302451383311622,0.041723175312406005,0.1185677998652217,0.06532519391654026,0.0,0.03820208068461324,7.838625556066881e-14,0.5321156457992704,0.03209170753633364
1243,Lepidoptera_Group_491,Melaporphyria immortua,native,33.0,50.0,1,1.0,2,0.01572633678,,native,0.08067818917110371,0.0,0.019430066835539276,0.0,0.11660976671260781,0.0,0.0035664174297223798,0.0,5.951833103236692e-12,0.9999999999999999,0.029666817707703668
1244,Lepidoptera_Group_492,Lacinipolia renigera,native,33.0,50.0,1,1.0,2,0.005652952387,0.0,native,0.0790454829196676,0.07434864510061272,0.007060758402981376,0.0,0.11819517155587489,0.11756162311172559,0.0,0.0,0.0,0.04494333323031833,0.01066396518919375
1245,Lepidoptera_Group_493,Colocasia propinquilinea,native,33.0,50.0,1,1.0,3,0.014934366269999999,0.0,native,0.07627960323047077,0.03799252848227427,0.016907751364843848,0.0,0.10449470045168327,0.05948110718313247,0.0,0.0,9.004448535051389e-11,0.18588635865662478,0.02817281150150775
1246,Lepidoptera_Group_494,Athetis tarda,native,33.0,50.0,1,1.0,3,0.01222432136,0.0,native,0.07119885246067888,0.012363251586381302,0.01411218238958394,0.0,0.10710790288681662,0.019591705426557426,0.0,0.0,2.4390243902439024e-11,0.5451594224886377,0.02306046973690132
1247,Lepidoptera_Group_495,Fagitana littera,native,33.0,50.0,1,1.0,1,0.01390347825,,native,0.06434468776480501,0.050379451310563414,0.015092331601436484,0.041723175312406005,0.09902988733688053,0.06532519391654026,0.0,0.03820208068461324,2.0555299892621567e-11,0.5321156457992704,0.026228101338280817
1248,Lepidoptera_Group_496,Trachea delicata,native,33.0,50.0,1,1.0,1,0.021691357340000002,,native,0.07561632581766191,0.050379451310563414,0.021622696398467527,0.041723175312406005,0.08863774034040325,0.06532519391654026,0.024539628856028024,0.03820208068461324,3.083294983893235e-10,0.5321156457992704,0.04091948131600676
1249,Lepidoptera_Group_497,Schinia septentrionalis,native,33.0,50.0,1,1.0,6,0.01706069197,0.0,native,0.05032784602019512,0.006180119496655951,0.014121552298040237,0.0,0.06881865116829503,0.009795875047695145,0.0,0.0,3.1446540880503144e-10,0.7725797112443188,0.03218400099919988
1250,Lepidoptera_Group_498,Schinia spinosae,native,33.0,50.0,1,1.0,1,0.017043754730000003,,native,0.05032784602019512,0.050379451310563414,0.014107532927433278,0.041723175312406005,0.06881865116829503,0.06532519391654026,0.0,0.03820208068461324,7.317073170731707e-11,0.5321156457992704,0.032152049883146544
1251,Lepidoptera_Group_499,Derrima stellata,native,33.0,50.0,1,1.0,2,0.006605607785,0.0,native,0.06826479249123607,0.07431364163828255,0.0070514239866025655,0.0,0.09691835464752094,0.11860222824219119,0.0,0.0,8.068722196655929e-12,0.04491900322938162,0.012461094070896734
1252,Lepidoptera_Group_5,Coptodisca splendoriferella,,33.0,,1,1.0,1,0.05669612909,,introduced,0.11898904173924056,0.050379451310563414,0.08503742051289712,0.041723175312406005,0.14759286808283587,0.06532519391654026,0.07430475870672044,0.03820208068461324,4.126399754563583e-10,0.5321156457992704,0.10695394292868915
1253,Lepidoptera_Group_50,Endothenia hebesana,,33.0,,1,1.0,2,0.01546128493,,native,0.09347757953681508,0.0,0.02120346397920325,0.0,0.1325343443202794,0.0,0.0,0.0,0.0,0.9999999999999999,0.029166812841532944
1254,Lepidoptera_Group_500,Bagisara rectifascia,native,33.0,50.0,1,1.0,2,0.018595658069999996,,native,0.06611575864965417,0.0,0.017663661631140037,0.0,0.0831349422983707,0.0,0.0,0.0,3.650866697346219e-10,0.9999999999999999,0.03507962507957168
1255,Lepidoptera_Group_501,Euxoa bostoniensis,native,33.0,50.0,1,1.0,2,0.02060657556,,native,0.062091433302889895,0.0,0.02123870761214682,0.0,0.0926038500818446,0.0,0.0,0.0,7.179015186378279e-12,0.9999999999999999,0.03887310371580009
1256,Lepidoptera_Group_502,Morrisonia latex,native,33.0,50.0,1,1.0,1,0.02494365017,,native,0.0477818723764757,0.050379451310563414,0.021126339694826236,0.041723175312406005,0.0710732928613057,0.06532519391654026,0.012241675535187967,0.03820208068461324,3.911642890013806e-10,0.5321156457992704,0.0470547421761447
1257,Lepidoptera_Group_503,Achatia distincta,native,66.0,50.0,1,1.0,1,0.0,,native,0.047659336685742404,0.050379451310563414,0.0,0.041723175312406005,0.0710732928613057,0.06532519391654026,0.0,0.03820208068461324,1.3575701794753796e-10,0.5321156457992704,0.0
1258,Lepidoptera_Group_504,Feltia jaculifera,native,33.0,50.0,1,1.0,1,0.007221317515,,native,0.05491403623175224,0.050379451310563414,0.007072470788551746,0.041723175312406005,0.08659304315375158,0.06532519391654026,0.0,0.03820208068461324,4.0036815462494247e-11,0.5321156457992704,0.0136225945891865
