Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,dN/dS_Distance,dN/dS_Similarity,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance
266,Diptera_Group_153,,,,,0,,1,0.014213595969999998,,native,0.17717795206785103,0.050379451310563414,0.028719408275942188,0.041723175312406005,0.20861445988929572,0.06532519391654026,0.013208909854087805,0.03820208068461324,0.0,0.5321156457992704,0.026813120341490068
267,Diptera_Group_154,,,,,0,,1,0.007604762591,,native,0.07470211047739894,0.050379451310563414,0.007363754268479101,0.041723175312406005,0.08529455096111205,0.06532519391654026,0.0,0.03820208068461324,7.2250345144960875e-12,0.5321156457992704,0.014345941375519826
268,Diptera_Group_155,Ctenophora apicata,native,33.0,50.0,1,1.0,2,0.007604762591,0.0,native,0.07470211047739894,0.022933006098779487,0.007363754268479101,0.0,0.08529455096111205,0.029323257354924342,0.0,0.0,6.12057063966866e-12,0.31774259373308983,0.014345941375519826
269,Diptera_Group_156,Tipula sp. SLB-2003,,,,1,1.0,1,0.025302371980000002,,introduced,0.193394480270618,0.050379451310563414,0.054505289871436505,0.041723175312406005,0.22427169964567661,0.06532519391654026,0.0,0.03820208068461324,9.157846295444086e-12,0.5321156457992704,0.047731449962193244
270,Diptera_Group_157,,,,,0,,1,0.04435809416,,introduced,0.1958426721859417,0.050379451310563414,0.08657365959479985,0.041723175312406005,0.2005443599456363,0.06532519391654026,0.08689209860691886,0.03820208068461324,1.1627550237766527e-12,0.5321156457992704,0.08367895916991006
271,Diptera_Group_158,Phytomyza crassiseta,native,33.0,50.0,1,1.0,1,0.05976870546,,introduced,0.19628459480258725,0.050379451310563414,0.09085883106214591,0.041723175312406005,0.14997118540455043,0.06532519391654026,0.07745160705576853,0.03820208068461324,9.433962264150943e-12,0.5321156457992704,0.11275017916201925
272,Diptera_Group_159,Procladius denticulatus,native,66.0,50.0,1,1.0,1,0.0,,native,0.03286798567010289,0.050379451310563414,0.0,0.041723175312406005,0.04161971290274894,0.06532519391654026,0.0,0.03820208068461324,8.498235925755483e-09,0.5321156457992704,0.0
273,Diptera_Group_16,,,,,0,,3,0.04331140713000001,,introduced,0.3006978632054188,0.0,0.1176627319161703,0.0,0.29019593013966255,0.0,0.07430475870672044,0.0,0.0,0.9999999999999999,0.08170444509518174
274,Diptera_Group_160,Chaetogaedia analis,native,66.0,50.0,1,1.0,1,0.03701810881,,introduced,0.1876217990188953,0.050379451310563414,0.07017571643096447,0.041723175312406005,0.19398299618791806,0.06532519391654026,0.06323697251512246,0.03820208068461324,3.650866697346218e-12,0.5321156457992704,0.06983250462668834
275,Diptera_Group_161,,,,,0,,1,0.02569609419,,introduced,0.18788920977822288,0.050379451310563414,0.05042071962604114,0.041723175312406005,0.20177429458564752,0.06532519391654026,0.0470651335392412,0.03820208068461324,1.2363859487651478e-12,0.5321156457992704,0.0484741839628029
276,Diptera_Group_162,,,,,0,,1,0.0,,native,0.05068847762612935,0.050379451310563414,0.0,0.041723175312406005,0.06112810100999102,0.06532519391654026,0.0,0.03820208068461324,4.832029452369995e-10,0.5321156457992704,0.0
277,Diptera_Group_163,Boettcheria cimbicis,native,66.0,50.0,1,1.0,2,0.0,,native,0.05068847762612935,0.0,0.0,0.0,0.06112810100999102,0.0,0.0,0.0,1.9634913330265376e-10,0.9999999999999999,0.0
278,Diptera_Group_164,,,,,0,,1,0.06915524115,,introduced,0.2500453897167068,0.050379451310563414,0.13950441443272626,0.041723175312406005,0.20822836714615095,0.06532519391654026,0.15073282690994005,0.03820208068461324,2.5924221506366003e-12,0.5321156457992704,0.1304573316360924
279,Diptera_Group_165,Uranotaenia sapphirina,native,33.0,50.0,1,1.0,15,0.06550729333,0.0,introduced,0.2058292147229342,0.014999557435732424,0.10963800868866998,0.0,0.16796109984067334,0.01951742115749989,0.08725167193036042,0.0,1.5339776039269826e-08,0.665437457119342,0.12357569069852911
280,Diptera_Group_166,Scaptomyza pallida,,66.0,,1,1.0,2,0.030919298660000004,0.0,native,0.16614092219706222,0.02185435432312127,0.05056691149320585,0.0,0.16348089996441886,0.0279181992170983,0.012241675535187967,0.0,1.5339776039269826e-10,0.31781822373600166,0.05832745475493158
281,Diptera_Group_167,,,,,0,,3,0.027761957589999997,0.0,native,0.16614092219706222,0.08783172056793406,0.05056691149320585,0.0,0.18527917771400856,0.1135893131425444,0.012241675535187967,0.0,9.127166743365546e-13,0.342603194690223,0.05237131485566025
282,Diptera_Group_168,Lixophaga unicolor,native,66.0,50.0,1,1.0,1,0.05047067151,,introduced,0.18407574025660162,0.050379451310563414,0.09043175489375724,0.041723175312406005,0.1818010528288769,0.06532519391654026,0.09497328369939351,0.03820208068461324,4.46387482742752e-11,0.5321156457992704,0.09520998006202962
283,Diptera_Group_169,,,,,0,,1,0.049865450650000004,,introduced,0.18219644232976923,0.050379451310563414,0.08636883481562832,0.041723175312406005,0.17480082007344844,0.06532519391654026,0.09953892605240731,0.03820208068461324,3.973001994170885e-11,0.5321156457992704,0.09406826618563892
284,Diptera_Group_17,Telmatogeton japonicus,introduced,66.0,50.0,1,1.0,1,0.029120447860000002,,introduced,0.29502291002465897,0.050379451310563414,0.0945621099191095,0.041723175312406005,0.3523810994306258,0.06532519391654026,0.0617763981398694,0.03820208068461324,0.0,0.5321156457992704,0.05493402756883536
285,Diptera_Group_170,,,,,0,,3,0.02707406973,0.0,native,0.18507718469680712,0.0729971384669545,0.05031087164622206,0.0,0.1895945349855634,0.09529233383663195,0.012241675535187967,0.0,5.967172879275962e-10,0.08243237467364642,0.05107365450211145
286,Diptera_Group_171,,,,,0,,2,0.01045408325,,native,0.05234048266756709,0.0,0.00754306024393822,0.0,0.056374457076447816,0.0,0.0,0.0,2.1935879736155848e-08,0.9999999999999999,0.0197210187227663
287,Diptera_Group_172,,,,,0,,1,0.010459656340000002,,native,0.048235599628339995,0.050379451310563414,0.00754306024393822,0.041723175312406005,0.05632940092973809,0.06532519391654026,0.0,0.03820208068461324,2.393005062126093e-08,0.5321156457992704,0.019731532032217294
288,Diptera_Group_173,,,,,0,,2,0.01080903666,0.0,native,0.048235599628339995,0.025921785337250473,0.007795018502011122,0.0,0.05632940092973809,0.033925978562355054,0.013409145359502042,0.0,2.4390243902439023e-08,0.31749489372355344,0.020390617641860405
289,Diptera_Group_174,,,,,0,,1,0.03348728738,,introduced,0.18037756267228394,0.050379451310563414,0.05794954754690748,0.041723175312406005,0.17461990916236583,0.06532519391654026,0.05486961060292741,0.03820208068461324,2.346985734008283e-10,0.5321156457992704,0.06317181579701268
290,Diptera_Group_175,,,,,0,,1,0.055120179309999996,,introduced,0.1809464745465862,0.050379451310563414,0.08636883481562832,0.041723175312406005,0.1554494837508555,0.06532519391654026,0.11224582949911943,0.03820208068461324,3.420770056757171e-09,0.5321156457992704,0.10398100552477862
291,Diptera_Group_176,,,,,0,,1,0.01600552318,,native,0.17255491708576248,0.050379451310563414,0.028642177515332722,0.041723175312406005,0.1815373545758479,0.06532519391654026,0.012241675535187967,0.03820208068461324,5.384261389783709e-11,0.5321156457992704,0.030193486578600767
292,Diptera_Group_177,,,,,0,,3,0.01328276888,,native,0.14587007414258862,0.0,0.02151047044945689,0.0,0.16160323746050562,0.0,0.012241675535187967,0.0,6.534744592728945e-11,0.9999999999999999,0.02505716929054086
293,Diptera_Group_178,Leptocera erythrocera,,0.0,50.0,1,1.0,2,0.01400372645,0.0,native,0.14587007414258862,0.04373094445223097,0.02151047044945689,0.0,0.15183218478773627,0.056070954475580304,0.012241675535187967,0.0,8.66697346218745e-09,0.15730210755613114,0.02641721372449829
294,Diptera_Group_179,Graphomya americana,native,66.0,50.0,1,1.0,1,0.03179388106,,introduced,0.17094190311216861,0.050379451310563414,0.05769340122369124,0.041723175312406005,0.18447765914549996,0.06532519391654026,0.024539628856028024,0.03820208068461324,8.71299279030526e-12,0.5321156457992704,0.05997730347648274
295,Diptera_Group_18,,,,,0,,1,0.02256173105,,introduced,0.29407726931457867,0.050379451310563414,0.07270935387437792,0.041723175312406005,0.34949921977204146,0.06532519391654026,0.0,0.03820208068461324,0.0,0.5321156457992704,0.04256139058918129
296,Diptera_Group_180,,,,,0,,1,0.01536006686,,native,0.16817630959594682,0.050379451310563414,0.028642177515332722,0.041723175312406005,0.19035035683806825,0.06532519391654026,0.024539628856028024,0.03820208068461324,2.5003834944009816e-11,0.5321156457992704,0.028975870852090472
297,Diptera_Group_181,Helicobia rapax,native,33.0,50.0,1,1.0,1,0.029804167010000004,,native,0.16673378317220988,0.050379451310563414,0.050344873056453625,0.041723175312406005,0.16977913116666649,0.06532519391654026,0.012241675535187967,0.03820208068461324,6.749501457278724e-11,0.5321156457992704,0.05622382389394726
298,Diptera_Group_182,,,,,0,,3,0.045772627069999995,0.0,introduced,0.1668521335831838,0.014566748231428549,0.07017571643096447,0.0,0.15149042443118974,0.019212511704350933,0.06323697251512246,0.0,2.208927749654855e-09,0.5451798324894235,0.08634739305693491
299,Diptera_Group_183,,,,,0,,3,0.01633716012,0.0,native,0.16724086379810094,0.029183993260972763,0.028690411248636152,0.0,0.17762604262583512,0.037224905876068824,0.0,0.0,4.893388556527074e-10,0.4382085583710295,0.03081910033606734
300,Diptera_Group_184,Melanophora roralis,native,33.0,50.0,1,1.0,4,0.06763557152,,introduced,0.16087569717326028,0.0,0.09756296507054826,0.0,0.14086574662142645,0.0,0.12501339740298884,0.0,2.4236846142046327e-10,0.9999999999999999,0.12759056345480313
301,Diptera_Group_185,,,,,0,,1,0.02054456304,,native,0.1496584140998426,0.050379451310563414,0.03581494891485981,0.041723175312406005,0.17611852102582815,0.06532519391654026,0.0,0.03820208068461324,4.034361098327964e-11,0.5321156457992704,0.0387561207112917
302,Diptera_Group_186,,,,,0,,1,0.05460687074,,introduced,0.14438201044420468,0.050379451310563414,0.06965320206621602,0.041723175312406005,0.121300884427785,0.06532519391654026,0.04445752480936904,0.03820208068461324,2.4236846142046322e-06,0.5321156457992704,0.10301267882625857
303,Diptera_Group_187,Phaonia apicata,native,66.0,50.0,1,1.0,1,0.07878018217999999,,introduced,0.12857558600042518,0.050379451310563414,0.09363097526626508,0.041723175312406005,0.11110129921636872,0.06532519391654026,0.10772461556909428,0.03820208068461324,2.6384414787544097e-09,0.5321156457992704,0.14861422188834397
304,Diptera_Group_188,,,,,0,,1,0.0150056005,,native,0.08118859655782917,0.050379451310563414,0.014154417961792244,0.041723175312406005,0.08236082678511719,0.06532519391654026,0.012241675535187967,0.03820208068461324,4.586593035741678e-09,0.5321156457992704,0.028307190724433096
305,Diptera_Group_189,Helina troene,native,66.0,50.0,1,1.0,4,0.04246096125,,native,0.07943220992375974,0.0,0.0391071585303809,0.0,0.07975189203891703,0.0,0.049306455198429085,0.0,2.822518791225648e-07,0.9999999999999999,0.08010012851178552
306,Diptera_Group_19,,,,,0,,1,0.01789422011,,introduced,0.3004787262498117,0.050379451310563414,0.0574986916866032,0.041723175312406005,0.3483940464009013,0.06532519391654026,0.03689436817446285,0.03820208068461324,0.0,0.5321156457992704,0.03375640325215617
307,Diptera_Group_190,Helina evecta,native,33.0,50.0,1,1.0,2,0.015368291000000001,0.0,native,0.07943220992375974,0.06566721261547737,0.014154417961792244,0.0,0.07975189203891703,0.08759093569322947,0.012241675535187967,0.0,1.236385948765148e-07,0.082837454689242,0.02899138521284694
308,Diptera_Group_191,Hydrophoria lancifer,native,33.0,50.0,1,1.0,1,0.01856639232,,native,0.12623953811968008,0.050379451310563414,0.02737202253834231,0.041723175312406005,0.1445923375209192,0.06532519391654026,0.012241675535187967,0.03820208068461324,1.9174720049087283e-11,0.5321156457992704,0.035024416947984846
309,Diptera_Group_192,Bellardia vulgaris,,66.0,,1,1.0,7,0.0125026373,0.0,native,0.12132129782806696,0.018762142722600864,0.01822227143869172,0.0,0.14262300289576002,0.024544674952496928,0.024539628856028024,0.0,7.746586899831262e-11,0.7379698199118381,0.023585496535744186
310,Diptera_Group_193,Lucilia coeruleiviridis,native,66.0,50.0,1,1.0,2,0.00503168221,,native,0.1113192482929916,0.0,0.007126915635415223,0.0,0.1378102102910377,0.0,0.0,0.0,1.5339776039269826e-11,0.9999999999999999,0.00949197521173558
311,Diptera_Group_194,,,,,0,,1,0.01945411203,,native,0.1123396874644128,0.050379451310563414,0.025053431592416353,0.041723175312406005,0.12274037673685423,0.06532519391654026,0.0,0.03820208068461324,7.593189139438565e-10,0.5321156457992704,0.03669904843912767
312,Diptera_Group_195,Scathophaga stercoraria,native,33.0,50.0,1,1.0,1,0.0,,native,0.10387286651116383,0.050379451310563414,0.0,0.041723175312406005,0.1149627424308845,0.06532519391654026,0.0,0.03820208068461324,1.5247737383034206e-07,0.5321156457992704,0.0
313,Diptera_Group_196,,,,,0,,1,0.0,,native,0.0872040240355966,0.050379451310563414,0.0,0.041723175312406005,0.10359121905781499,0.06532519391654026,0.0,0.03820208068461324,3.973001994170885e-11,0.5321156457992704,0.0
314,Diptera_Group_197,Lucilia sericata,native,33.0,50.0,1,1.0,3,0.0063340288060000005,,native,0.0872040240355966,0.0,0.007122159697032104,0.0,0.10359121905781499,0.0,0.0,0.0,1.4450069028992177e-08,0.9999999999999999,0.01194877615630879
315,Diptera_Group_198,Pnyxia scabiei,native,33.0,50.0,1,1.0,1,0.1594933685,,introduced,0.3529650319339529,0.050379451310563414,0.3460177291906538,0.041723175312406005,0.22606750238525752,0.06532519391654026,0.33804530506184177,0.03820208068461324,1.6106764841233318e-10,0.5321156457992704,0.3008749434194113
316,Diptera_Group_199,,,,,0,,1,0.2259145153,,introduced,0.30689030655403543,0.050379451310563414,0.36694307725067704,0.041723175312406005,0.1621692511440058,0.06532519391654026,0.39769777850128146,0.03820208068461324,1.932811780947998e-08,0.5321156457992704,0.42617456542408677
317,Diptera_Group_2,,,,,0,,1,0.0149184623,,native,0.10619498134518861,0.050379451310563414,0.01822227143869172,0.041723175312406005,0.1149627424308845,0.06532519391654026,0.0,0.03820208068461324,2.8378585672649178e-09,0.5321156457992704,0.028142809589084074
318,Diptera_Group_20,,,,,0,,1,0.03378039829,,introduced,0.28472404545707464,0.050379451310563414,0.10491628466824648,0.041723175312406005,0.3358046177800182,0.06532519391654026,0.07430475870672044,0.03820208068461324,0.0,0.5321156457992704,0.06372475244441857
319,Diptera_Group_200,,,,,0,,1,0.11878870949999999,,introduced,0.24316321584090467,0.050379451310563414,0.22097175785546466,0.041723175312406005,0.18982197036128307,0.06532519391654026,0.269632381146546,0.03820208068461324,1.7947537965945693e-08,0.5321156457992704,0.22408797673413852
320,Diptera_Group_201,,,,,0,,1,0.1594759703,,introduced,0.22112322856916322,0.050379451310563414,0.23572081008345683,0.041723175312406005,0.14503981260869062,0.06532519391654026,0.269632381146546,0.03820208068461324,4.065040650406504e-06,0.5321156457992704,0.30084212272918553
321,Diptera_Group_202,,,,,0,,1,0.08301161711,,introduced,0.18748679691793851,0.050379451310563414,0.12843844606960814,0.041723175312406005,0.15314258990542903,0.06532519391654026,0.13784219147195217,0.03820208068461324,2.546402822518791e-07,0.5321156457992704,0.15659657724969978
322,Diptera_Group_203,,,,,0,,2,0.05965362563999999,,introduced,0.174864225679156,0.0,0.09571130789602772,0.0,0.1598481191901795,0.0,0.08689209860691886,0.0,4.709311244055836e-08,0.9999999999999999,0.11253308778914993
323,Diptera_Group_204,,,,,0,,1,0.02265554917,,native,0.16979406330943914,0.050379451310563414,0.042044802291817146,0.041723175312406005,0.18930859982704046,0.06532519391654026,0.0,0.03820208068461324,3.113974535971775e-09,0.5321156457992704,0.04273837300426344
324,Diptera_Group_205,,,,,0,,1,0.02712329399,,native,0.16418208606899043,0.050379451310563414,0.042044802291817146,0.041723175312406005,0.15348265732884125,0.06532519391654026,0.0,0.03820208068461324,1.9788311090658073e-08,0.5321156457992704,0.0511665131995084
325,Diptera_Group_206,,,,,0,,1,0.09987936172,,introduced,0.14159615230419054,0.050379451310563414,0.12453552427678599,0.041723175312406005,0.11793972583193302,0.06532519391654026,0.12501339740298884,0.03820208068461324,2.7458199110292984e-07,0.5321156457992704,0.18841659430042018
326,Diptera_Group_207,,,,,0,,1,0.07676190708,,introduced,0.14159615230419054,0.050379451310563414,0.09571130789602772,0.041723175312406005,0.11793972583193302,0.06532519391654026,0.08689209860691886,0.03820208068461324,3.0832949838932354e-07,0.5321156457992704,0.1448068635496974
327,Diptera_Group_208,,,,,0,,3,0.009089283434000001,,native,0.05336734284511491,0.0,0.0071150257894574236,0.0,0.06355282632919823,0.0,0.012269814428014012,0.0,1.0921920539960117e-09,0.9999999999999999,0.017146403418821406
328,Diptera_Group_209,Clogmia albipunctata,,33.0,,1,1.0,2,0.009089283434000001,0.3121585146,native,0.05336734284511491,0.08776530006359441,0.0071150257894574236,0.4729230979664319,0.06355282632919823,0.05739176719461951,0.012269814428014012,0.467878421926851,8.436876821598403e-11,0.35363223511484104,0.017146403418821406
329,Diptera_Group_21,,,,,0,,3,0.04084863631,0.0,introduced,0.28361063584039997,0.04373639581111845,0.09897381064269305,0.0,0.2557720856781064,0.05469774521558831,0.03689436817446285,0.0,0.0,0.1573651275585574,0.07705857148870336
330,Diptera_Group_210,,,,,0,,1,0.06469517993,,introduced,0.17872158698081803,0.050379451310563414,0.10881164664856414,0.041723175312406005,0.1689263712141736,0.06532519391654026,0.07430475870672044,0.03820208068461324,4.525233931584598e-10,0.5321156457992704,0.12204368610439989
331,Diptera_Group_211,Psychoda alternata,,66.0,,1,1.0,3,0.06469517993,0.1893306088,introduced,0.17872158698081803,0.11714382076276275,0.10881164664856414,0.47546771123945547,0.1689263712141736,0.09513371481112186,0.11230627997230087,0.46895805741090457,2.4543641662831722e-09,0.16465560783924088,0.12204368610439989
332,Diptera_Group_212,,,,,0,,3,0.02588180821,0.0,introduced,0.292384860226233,0.2822697851691191,0.06889317471893146,0.0,0.2837699802349849,0.3819417041356281,0.0,0.0,0.0,0.3333392543335613,0.048824522636975995
333,Diptera_Group_213,Bradysia vagans,introduced,33.0,50.0,1,1.0,1,0.014443446240000001,,introduced,0.27001806341704016,0.050379451310563414,0.047259369300210824,0.041723175312406005,0.3552821004985921,0.06532519391654026,0.012241675535187967,0.03820208068461324,0.0,0.5321156457992704,0.027246719478755687
334,Diptera_Group_214,,,,,0,,1,0.026409076639999998,,introduced,0.2416410796726846,0.050379451310563414,0.06138269620212536,0.041723175312406005,0.24421214758222382,0.06532519391654026,0.0,0.03820208068461324,3.6048473692284094e-13,0.5321156457992704,0.049819183797719435
335,Diptera_Group_215,Corynoptera globiformis,introduced,33.0,50.0,1,1.0,1,0.01901678861,,introduced,0.23729484550066593,0.050379451310563414,0.043416358134184964,0.041723175312406005,0.23937793334201823,0.06532519391654026,0.024539628856028024,0.03820208068461324,0.0,0.5321156457992704,0.03587406329720007
336,Diptera_Group_216,Zygoneura calthella,native,66.0,50.0,1,1.0,2,0.07914825247,,introduced,0.2213158408671499,0.0,0.13399341759316977,0.0,0.17021898597556306,0.0,0.15073282690994005,0.0,7.05629697806412e-11,0.9999999999999999,0.14930856503702553
337,Diptera_Group_217,,,,,0,,1,0.08439265318,,introduced,0.21165174372973994,0.050379451310563414,0.1535086299225979,0.041723175312406005,0.1849902643242223,0.06532519391654026,0.1915949929568512,0.03820208068461324,1.6873753643196807e-10,0.5321156457992704,0.15920182130046678
338,Diptera_Group_218,,,,,0,,1,0.0205632638,,introduced,0.20489949238458838,0.050379451310563414,0.043416358134184964,0.041723175312406005,0.21925547221605768,0.06532519391654026,0.02476685309039804,0.03820208068461324,7.07163675410339e-13,0.5321156457992704,0.03879139860503622
339,Diptera_Group_219,,,,,0,,1,0.044533738839999996,,introduced,0.19774212742170072,0.050379451310563414,0.07951971567069577,0.041723175312406005,0.18107885254522865,0.06532519391654026,0.049306455198429085,0.03820208068461324,1.1198036508666974e-10,0.5321156457992704,0.0840103026210763
340,Diptera_Group_22,Forcipomyia bipunctata,,66.0,,1,1.0,1,0.018269007219999998,,introduced,0.28844991027672373,0.050379451310563414,0.0574986916866032,0.041723175312406005,0.3406685061847943,0.06532519391654026,0.03689436817446285,0.03820208068461324,0.0,0.5321156457992704,0.03446341729027007
341,Diptera_Group_220,Sciara kitakamiensis,introduced,33.0,50.0,1,1.0,3,0.0706213896,,introduced,0.19774212742170072,0.0,0.10228820280664287,0.0,0.14155984088741239,0.0,0.11224582949911943,0.0,3.9730019941708846e-08,0.9999999999999999,0.1332231352308557
344,Diptera_Group_222,,,,,0,,8,0.0,0.0,native,0.022748032869327098,0.010928540001282504,0.0,0.0,0.029211569551626737,0.013967452680295244,0.0,0.0,3.46678938487498e-08,0.677540027585291,0.0
345,Diptera_Group_223,,,,,0,,4,0.0,0.0,native,0.03286798567010289,0.0438088415015969,0.0,0.0,0.04161971290274894,0.05727330544985668,0.0,0.0,8.958429206933578e-09,0.5225069316165168,0.0
346,Diptera_Group_23,Mycetophila fungorum,,66.0,,1,1.0,3,0.1003431935,0.0,introduced,0.28359977915316087,0.02916505696167939,0.18486467365081782,0.0,0.18772598187615666,0.037616740877976625,0.13784219147195217,0.0,0.0,0.43819057837033726,0.18929158591841727
347,Diptera_Group_24,,,,,0,,1,0.046197071900000004,,introduced,0.28232754353536055,0.050379451310563414,0.12502960948746816,0.041723175312406005,0.28899721285388474,0.06532519391654026,0.11224582949911943,0.03820208068461324,0.0,0.5321156457992704,0.08714808348947108
348,Diptera_Group_25,Dasyhelea incisurata,introduced,100.0,50.0,1,1.0,3,0.044062612769999995,0.0,introduced,0.2829434414349958,0.014566748231428549,0.11217061686183634,0.0,0.27016018712177114,0.01872919493273186,0.07133222705401013,0.0,0.0,0.5452058524904252,0.08312155075015033
349,Diptera_Group_26,Psilocephala argentata,introduced,33.0,50.0,1,1.0,1,0.02569720594,,introduced,0.2659886227283478,0.050379451310563414,0.07277831498093316,0.041723175312406005,0.30372982411061145,0.06532519391654026,0.01765549687253058,0.03820208068461324,0.0,0.5321156457992704,0.04847628121437826
350,Diptera_Group_27,,,,,0,,1,0.03455174857,,introduced,0.2831832365022358,0.050379451310563414,0.08307843529605902,0.041723175312406005,0.2536067202108002,0.06532519391654026,0.07430475870672044,0.03820208068461324,0.0,0.5321156457992704,0.06517985978859349
351,Diptera_Group_28,Agromyza sp. Agvt,,,,1,1.0,1,0.014994872749999999,,introduced,0.2700486123821215,0.050379451310563414,0.04796356760960996,0.041723175312406005,0.3466841007444293,0.06532519391654026,0.05486961060292741,0.03820208068461324,0.0,0.5321156457992704,0.028286953449337435
352,Diptera_Group_29,Efferia aestuans,native,66.0,50.0,1,1.0,1,0.04675811414,,introduced,0.2654069046134142,0.050379451310563414,0.11913032932021515,0.041723175312406005,0.27040518823858706,0.06532519391654026,0.08689209860691886,0.03820208068461324,0.0,0.5321156457992704,0.08820645697423385
353,Diptera_Group_3,Eutolmus lecythus,,66.0,,1,1.0,1,0.01385619147,,introduced,0.4273139155311457,0.050379451310563414,0.12156324024772343,0.041723175312406005,1.0,0.06532519391654026,0.12068813929886064,0.03820208068461324,0.0,0.5321156457992704,0.026138897583975595
354,Diptera_Group_30,,,,,0,,1,0.02106705742,,introduced,0.23896457538074284,0.050379451310563414,0.049358370762731085,0.041723175312406005,0.24639366038718946,0.06532519391654026,0.04103174834778292,0.03820208068461324,0.0,0.5321156457992704,0.039741775904971174
355,Diptera_Group_31,,,,,0,,1,0.04217586733,,native,0.10059441525211811,0.050379451310563414,0.04579329805549786,0.041723175312406005,0.09906065546069995,0.06532519391654026,0.06595253616081774,0.03820208068461324,9.326583831876054e-13,0.5321156457992704,0.07956231544873507
356,Diptera_Group_32,,,,,0,,3,0.04217586733,0.1629265947,native,0.10059441525211811,0.04374658124482928,0.04579329805549786,0.159023000568352,0.09906065546069995,0.03697449239901739,0.04103174834778292,0.15560163541571578,5.767755790765455e-12,0.3630373854769393,0.07956231544873507
357,Diptera_Group_33,,,,,0,,1,0.003514822634,,native,0.16256168525547937,0.050379451310563414,0.0071967640439076115,0.041723175312406005,0.2117773456504715,0.06532519391654026,0.0,0.03820208068461324,0.0,0.5321156457992704,0.006630508033530034
358,Diptera_Group_34,,,,,0,,3,0.003514822634,0.0,native,0.16256168525547937,0.04374199062681877,0.0071967640439076115,0.0,0.2117773456504715,0.05526164456169913,0.0,0.0,0.0,0.157339247557561,0.006630508033530034
359,Diptera_Group_35,Simulium venustum,native,33.0,50.0,1,1.0,1,0.049837965559999996,,introduced,0.25927750874835254,0.050379451310563414,0.11600553583419539,0.041723175312406005,0.2446048623144345,0.06532519391654026,0.09657364310687935,0.03820208068461324,0.0,0.5321156457992704,0.09401641716535422
360,Diptera_Group_36,,,,,0,,1,0.046750715410000004,,introduced,0.25063558570602473,0.050379451310563414,0.10561615294419233,0.041723175312406005,0.2365746357295601,0.06532519391654026,0.049306455198429085,0.03820208068461324,0.0,0.5321156457992704,0.08819249970133242
361,Diptera_Group_37,Lasiopogon tetragrammus,native,66.0,50.0,1,1.0,1,0.043547986399999995,,introduced,0.2874238370748572,0.050379451310563414,0.11885483981476905,0.041723175312406005,0.29167447637796534,0.06532519391654026,0.1261081929195003,0.03820208068461324,0.0,0.5321156457992704,0.08215073809873977
362,Diptera_Group_38,Limonia tristigma,native,66.0,50.0,1,1.0,1,0.03791808393,,introduced,0.2564700624345368,0.050379451310563414,0.088651472287061,0.041723175312406005,0.2458142696202496,0.06532519391654026,0.08689209860691886,0.03820208068461324,4.141739530602853e-13,0.5321156457992704,0.0715302552344754
363,Diptera_Group_39,,,,,0,,1,0.04544204004,,introduced,0.25063558570602473,0.050379451310563414,0.09812913469060446,0.041723175312406005,0.2248902316922083,0.06532519391654026,0.049306455198429085,0.03820208068461324,0.0,0.5321156457992704,0.08572375989348813
364,Diptera_Group_4,,,,,0,,2,0.07239609394999999,0.0,introduced,0.3884169270527737,0.02185435432312127,0.215831759701869,0.0,0.3212053822013055,0.028391376163656595,0.20292568521079443,0.0,0.0,0.317792753735021,0.13657101154643073
365,Diptera_Group_40,,,,,0,,2,0.042608345189999994,,introduced,0.25237321012442065,0.02185435432312127,0.10493537940593393,0.23567387443901774,0.260442239307296,0.0,0.08059842865681965,0.23340270811542155,0.0,0.3188412437753879,0.08037815972415174
366,Diptera_Group_41,,,,,0,,5,0.03948911512,0.028097633530000003,introduced,0.2448272938047253,0.10757109109952331,0.09594846595778897,0.09515768819879586,0.25656951957748014,0.1282946056041339,0.07142798488320902,0.09346828181903025,4.218438410799202e-13,0.05397678357810616,0.07449391400503663
367,Diptera_Group_42,,,,,0,,1,0.08080436896000001,,introduced,0.2521137943225822,0.050379451310563414,0.15454336594962387,0.041723175312406005,0.19595761758952368,0.06532519391654026,0.13784219147195217,0.03820208068461324,3.0526154318146956e-11,0.5321156457992704,0.15243273226674145
368,Diptera_Group_43,,,,,0,,1,0.04050652528,,introduced,0.24415398245198044,0.050379451310563414,0.08044833038603869,0.041723175312406005,0.20457114075021535,0.06532519391654026,0.03689436817446285,0.03820208068461324,0.0,0.5321156457992704,0.07641319897094626
369,Diptera_Group_44,Mumetopia occipitalis,native,33.0,50.0,1,1.0,1,0.050222307869999996,,introduced,0.24462039074379954,0.050379451310563414,0.10612439949379142,0.041723175312406005,0.21945909422029342,0.06532519391654026,0.07430475870672044,0.03820208068461324,4.279797514956281e-13,0.5321156457992704,0.09474145653133223
370,Diptera_Group_45,,,,,0,,1,0.03730370715,,introduced,0.2398875547683652,0.050379451310563414,0.08344645264751104,0.041723175312406005,0.23397446097643337,0.06532519391654026,0.0,0.03820208068461324,0.0,0.5321156457992704,0.07037126924866809
