Number,Order_Group,Species Name,Final Status,Status Confidence,Count,predict,prob. introduced,prob. native,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
362,Diptera_Group_38,Limonia tristigma,native,66.0,1.0,introduced,0.6691854740154384,0.3308145259845616,0.2564700624345368,,0.088651472287061,,0.2458142696202496,,0.08689209860691886,,0.0,,0.07153025523447541,
363,Diptera_Group_39,,,,1.0,introduced,0.6620572663229476,0.3379427336770524,0.25063558570602473,,0.09812913469060446,,0.2248902316922083,,0.049306455198429085,,0.0,,0.08572375989348814,
364,Diptera_Group_4,,,,2.0,introduced,0.7074261880711575,0.2925738119288415,0.3884169270527737,0.010108467912958129,0.215831759701869,0.0,0.3212053822013055,0.004724529629285216,0.20292568521079443,0.0,0.0,0.317792753735021,0.13657101154643078,0.0
365,Diptera_Group_40,,,,2.0,introduced,0.6579156513737849,0.3420843486262149,0.25237321012442065,0.010108467912958129,0.10493537940593393,0.03220118243559714,0.260442239307296,0.0,0.08059842865681965,0.056981529203122355,0.0,0.3188412437753879,0.08037815972415178,
366,Diptera_Group_41,,,,5.0,introduced,0.6616623714363603,0.3383376285636392,0.2448272938047253,0.049755710311286214,0.09594846595778897,0.01300182332527475,0.25656951957748014,0.02134914707762889,0.07142798488320902,0.022818782494172962,0.0,0.05397678357810616,0.07449391400503665,0.04330405234728208
367,Diptera_Group_42,,,,1.0,introduced,0.6627670797433195,0.33723292025668034,0.2521137943225822,,0.15454336594962387,,0.19595761758952368,,0.13784219147195217,,0.0,,0.15243273226674148,
368,Diptera_Group_43,,,,1.0,introduced,0.6477435721174527,0.3522564278825474,0.24415398245198044,,0.08044833038603869,,0.20457114075021535,,0.03689436817446285,,0.0,,0.07641319897094627,
369,Diptera_Group_44,Mumetopia occipitalis,native,33.0,1.0,introduced,0.6650234543363617,0.33497654566363827,0.24462039074379954,,0.10612439949379142,,0.21945909422029342,,0.07430475870672044,,0.0,,0.09474145653133226,
370,Diptera_Group_45,,,,1.0,native,0.3947271509514161,0.605272849048584,0.2398875547683652,,0.08344645264751104,,0.23397446097643337,,0.0,,0.0,,0.0703712692486681,
371,Diptera_Group_46,,,,1.0,native,0.14510547560138456,0.8548945243986154,0.19150949465590747,,0.0,,0.2774853840077109,,0.0,,0.0,,0.0,
372,Diptera_Group_47,,,,2.0,native,0.1836755597499306,0.8163244402500699,0.19150949465590747,0.13273736628961544,0.0,0.0,0.2774853840077109,0.06420703237497946,0.0,0.0,0.0,0.00026181151007974307,0.0,0.0
373,Diptera_Group_48,,,,1.0,native,0.39034401319473866,0.6096559868052616,0.21970867555373264,,0.08330451982964464,,0.20164052375125083,,0.012241675535187967,,0.0,,0.08013509178478102,
374,Diptera_Group_49,,,,1.0,introduced,0.6473057497495383,0.35269425025046164,0.21970867555373264,,0.08944361996447034,,0.19435969668777714,,0.03689436817446285,,2.6998005829114897e-10,,0.08885551507089613,
375,Diptera_Group_5,,,,1.0,native,0.26460570265039546,0.7353942973496047,0.30130190281240243,,0.05713578519430917,,0.4289367836264532,,0.01765549687253058,,0.0,,0.027633199206943904,
376,Diptera_Group_50,,,,1.0,introduced,0.6430961183107117,0.35690388168928844,0.24172539338544435,,0.061654530023590406,,0.24358090397879179,,0.049306455198429085,,0.0,,0.05015603722443674,
377,Diptera_Group_51,,,,1.0,introduced,0.6641565544825506,0.3358434455174494,0.24307800783759814,,0.1228195888065718,,0.23545932555731847,,0.10772461556909428,,0.0,,0.10299171153594852,
378,Diptera_Group_52,,,,1.0,introduced,0.6627670797433195,0.33723292025668034,0.23940959224268055,,0.11935520712316627,,0.2319666298005173,,0.09953892605240731,,0.0,,0.10143032727219492,
379,Diptera_Group_53,Amblypsilopus scintillans,native,66.0,1.0,native,0.37632294765343405,0.6236770523465658,0.2394753762553089,,0.061654530023590406,,0.25842576876499185,,0.0,,0.0,,0.047558253446986616,
380,Diptera_Group_54,,,,1.0,introduced,0.6657543040223035,0.33424569597769654,0.2358829216994432,,0.08842542324555284,,0.2336944698018144,,0.0617763981398694,,0.0,,0.0746498140002709,
381,Diptera_Group_55,Bactrocera dorsalis,introduced,66.0,2.0,introduced,0.6834256655684399,0.3165743344315593,0.23577054514932244,0.020247989599905297,0.07307651941597028,0.0,0.26327684994342754,0.00919593596273038,0.03542833720782528,0.0,0.0,0.157339247557561,0.05543060416675069,0.0
382,Diptera_Group_56,Metalimnobia novaeangliae,native,66.0,1.0,introduced,0.6616665229309766,0.33833347706902345,0.23686651610033305,,0.14954363248625274,,0.1821957599811646,,0.12501339740298884,,4.893388556527074e-10,,0.15714981776513698,
383,Diptera_Group_57,Erioptera caliptera,native,66.0,2.0,introduced,0.5753678962798057,0.4246321037201946,0.23274789675830587,0.0,0.04357923127776809,0.0,0.2738329327646947,0.0,0.024539628856028024,0.0,0.0,0.9999999999999999,0.031900717103067966,
384,Diptera_Group_58,Cuterebra fontinella,native,66.0,2.0,introduced,0.5855900890763812,0.4144099109236188,0.22592013151937584,0.11518886533756513,0.036686243925062895,0.0,0.23356107748563693,0.05359935777788999,0.024886871352860464,0.0,0.0,0.000809261531156569,0.03098675516463773,0.0
385,Diptera_Group_59,Halocladius variabilis,native,33.0,2.0,native,0.4020263623823844,0.597973637617616,0.23064441807718195,0.030404896091948894,0.08330451982964464,0.0,0.2011530837947952,0.014234593289493076,0.0,0.0,0.0,0.08290671469190851,0.08030541064633971,0.0
386,Diptera_Group_6,,,,1.0,native,0.37061747806926343,0.6293825219307363,0.27587221453758354,,0.05840547877429225,,0.30490880437495854,,0.0,,0.0,,0.038765107719616436,
387,Diptera_Group_60,,,,1.0,introduced,0.6618463332080257,0.3381536667919744,0.26060075469894683,,0.10344542199307293,,0.2211165672686835,,0.049306455198429085,,0.0,,0.09173584888092268,
388,Diptera_Group_61,Beameromyia disfascia,native,33.0,1.0,introduced,0.658829008466698,0.34117099153330177,0.23038176494356372,,0.11065428883540325,,0.20558700461932403,,0.10772461556909428,,0.0,,0.10464735731175072,
389,Diptera_Group_62,,,,1.0,introduced,0.6640786242947783,0.3359213757052215,0.2280795749029234,,0.090534788394699,,0.24297195967396668,,0.07133222705401013,,0.0,,0.07381556001562653,
390,Diptera_Group_63,Cerodontha dorsalis,native,33.0,4.0,introduced,0.6424773577678012,0.35752264223219876,0.2276721540155765,0.02533463759184087,0.09138343945946603,0.016165278108320226,0.2181680642439756,0.009503135903131451,0.07745160705576853,0.028490702349389618,0.0,0.2662253617496764,0.08200914687709152,0.12095422647994385
391,Diptera_Group_64,,,,2.0,introduced,0.7051704196251434,0.2948295803748554,0.22650408536067657,0.010108467912958129,0.08341805898552225,0.0,0.2301973649316904,0.004626507813226637,0.049306455198429085,0.0,0.0,0.31782446373624185,0.07137566842904698,0.0
392,Diptera_Group_65,Anopheles punctipennis,native,33.0,10.0,native,0.025220828074267492,0.9747791719257327,0.10364602077104265,0.050495161715845754,0.00023176326598338377,0.0,0.1285854800352874,0.02336337758116308,0.0003948806794590389,0.0,0.0,0.06686360407424875,0.0003268364212167935,0.0
393,,Coquillettidia perturbans,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
394,Diptera_Group_66,Coquillettidia perturbans,native,66.0,31.0,native,0.013158069989685606,0.9868419300103144,0.10364602077104265,0.027713237241809102,0.00023176326598338377,0.002112997681672594,0.1285854800352874,0.012379515368322594,0.0003948806794590389,0.0036884411649572724,0.0,0.21073187961317733,0.0003268364212167935,0.012136687931773586
395,,Culiseta impatiens,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
396,Diptera_Group_67,Atrichopogon levis,native,66.0,4.0,introduced,0.6801617474315872,0.31983825256841225,0.22568529082176553,0.07806414488788525,0.09752985096225385,0.0,0.1914143673927535,0.038574011563992,0.07430475870672044,0.0,0.0,0.19348767894927563,0.09818805967967908,0.0
397,Diptera_Group_68,Coboldia fuscipes,,66.0,1.0,introduced,0.6618162327456818,0.338183767254318,0.22420549036803472,,0.08692708970240513,,0.2279300491176472,,0.0894665130725352,,0.0,,0.07503657109198432,
398,Diptera_Group_69,,,,1.0,introduced,0.5482733822886648,0.4517266177113355,0.2171291123570725,,0.057654359938456676,,0.24072458469885688,,0.024539628856028024,,0.0,,0.047400074252873695,
399,Diptera_Group_7,,,,1.0,native,0.37061747806926343,0.6293825219307363,0.26407396455329174,,0.05840547877429225,,0.2767182482040381,,0.0,,0.0,,0.04234919741881523,
400,Diptera_Group_70,,,,1.0,introduced,0.5455073812232051,0.45449261877679514,0.21796471955826485,,0.04357923127776809,,0.1890217911649347,,0.024539628856028024,,4.1570793066421227e-10,,0.044356606245471,
401,Diptera_Group_71,Stonemyia rasa,native,66.0,2.0,introduced,0.6982833609535454,0.3017166390464538,0.21810056229233565,0.0,0.0883875886909528,0.0,0.19581308186335403,0.0,0.03542833720782528,0.0,0.0,0.9999999999999999,0.0872367123317996,
402,Diptera_Group_72,,,,3.0,introduced,0.6201214336984072,0.37987856630159267,0.21302744876381413,0.033754058887510485,0.09745783753703482,0.04320117608532617,0.1884360071836768,0.009456143113177532,0.12034838624118344,0.07606269131680529,0.0,0.3710295457846375,0.09946455202551946,0.32485259582548964
403,Diptera_Group_73,Aedes cinereus,,66.0,27.0,introduced,0.6924552305631958,0.3075447694368032,0.196976847229115,0.0659925210833892,0.07338104144079989,0.0,0.20122796800908763,0.03155363661937345,0.038474399104241684,0.0,0.0,0.044815963225414576,0.07071610473848033,0.0
404,Diptera_Group_74,Culex salinarius,native,33.0,59.0,native,0.0009837954506602324,0.9990162045493397,0.026492337960052785,0.025720421014858566,0.007282654871423659,0.0011004021476037986,0.030423131499612767,0.011782130118365838,0.012451058855570366,0.0019316848835210828,6.626783248964565e-08,0.25955432149284136,0.02747070911622651,0.0066409838260842865
405,,Culiseta impatiens,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
406,,Culiseta melanura,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
407,Diptera_Group_75,Aedes japonicus,introduced,100.0,11.0,introduced,0.6799160281397871,0.3200839718602122,0.1731457927358961,0.016944611214712163,0.0469801531266287,0.0,0.1708461324312376,0.007899025645234328,0.049306455198429085,0.0,1.7027151403589507e-10,0.5009412907862396,0.052184927245854267,0.0
408,Diptera_Group_76,Culiseta morsitans,native,33.0,15.0,introduced,0.6051816183885792,0.39481838161142024,0.1712358385291167,0.04718415259559121,0.05175699634338791,0.004316702011822632,0.18581876167481737,0.021743419707292884,0.025365259278900217,0.007597504025924816,2.6537812547936796e-10,0.19618482905311588,0.05346871221693642,0.014116564883724463
409,Diptera_Group_77,Aedes excrucians,native,66.0,29.0,native,0.47730140585943837,0.5226985941405615,0.12558836940087595,0.01288658630905459,0.0271722021420963,0.0045023042481388215,0.12339093724808908,0.005412800808183221,0.02658242688160858,0.007922460361470419,0.0,0.6255026055818502,0.03963186036002161,0.059144940899139874
410,,Aedes stimulans,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
411,Diptera_Group_78,Aedes triseriatus,native,33.0,23.0,native,0.2907844908818858,0.7092155091181143,0.14444264334328305,0.06430387259140824,0.013502357514220005,0.01848111712291129,0.16152255900578055,0.028415786357058125,0.023189363220332587,0.032520658927527576,0.0,0.3875388164202444,0.01573534811817853,0.046245911997057354
412,Diptera_Group_79,Aedes sollicitans,native,33.0,1.0,native,0.02282106544187577,0.9771789345581242,0.11484590095041802,,0.018760224857146564,,0.11851452030621093,,0.0,,0.0,,0.028272159445213822,
413,Diptera_Group_8,Polypedilum convictum,native,66.0,1.0,introduced,0.5801176287254722,0.41988237127452777,0.2567805958840349,,0.08764268096867726,,0.2092099605580272,,0.024539628856028024,,0.0,,0.08162002956382784,
414,Diptera_Group_80,Aedes vexans,introduced,66.0,30.0,introduced,0.6133346215396418,0.38666537846035837,0.11937653783320304,0.05149584967637721,0.06210041699304664,0.008476963249805836,0.11374848510041435,0.023153262871636434,0.038474399104241684,0.014943384774402251,6.304647952139898e-09,0.05804000373454014,0.0967295184833813,0.026033520749422105
415,Diptera_Group_81,Aedes trivittatus,native,33.0,21.0,native,0.028833812811820347,0.9711661871881797,0.11602863597028673,0.044578422457664676,0.014361833662620251,0.0,0.1278295500347199,0.020714313286737642,0.0,0.0,0.0,0.10538405555728614,0.020351427965984804,0.0
416,Diptera_Group_82,Aedes sticticus,,33.0,15.0,native,0.12841872819265066,0.8715812718073492,0.13628819807805873,0.0742023294046328,0.0076736355970091034,0.0043574636140691556,0.15995511921953337,0.03469322625417362,0.013158436383781011,0.007661997275661453,0.0,0.07777729449442584,0.009017187396676346,0.008930872490715015
417,Diptera_Group_83,Aedes fitchii,native,66.0,1.0,native,0.011395079366971364,0.9886049206330285,0.04475496716245598,,0.0,,0.05530034299698806,,0.0,,2.63844147875441e-10,,0.0,
418,Diptera_Group_84,Aedes fitchii,native,66.0,7.0,native,0.03026887643803558,0.9697311235619642,0.04475496716245598,0.011590953849845181,0.0,0.0,0.05530034299698806,0.00544610904794651,0.0,0.0,4.4638748274275187e-10,0.7271468194951525,0.0,0.0
419,Diptera_Group_85,Aedes canadensis,native,66.0,33.0,native,0.11082806906606608,0.8891719309339339,0.11208601300788526,0.07012499542155895,0.02148807494856324,0.001985718370309929,0.11948737868225903,0.03288215297022668,0.011980481344649628,0.003485374581327051,6.258628624022089e-10,0.07079676422567542,0.03216976781533337,0.004294001739571962
420,Diptera_Group_86,Aedes cantator,native,66.0,3.0,native,0.19913993628742704,0.8008600637125731,0.11188898291459701,0.07453310518099042,0.025686290826068683,0.0,0.11821443854918726,0.035293503025056044,0.012241675535187967,0.0,5.691056910569105e-10,0.010595111907911807,0.038789269812155414,0.0
421,,Ochlerotatus cantator,native,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
422,Diptera_Group_87,Aedes provocans,native,66.0,21.0,native,0.00622771101221607,0.9937722889877839,0.10436867907616423,0.024534273015225903,0.007555269518593395,0.0031218876155371606,0.11201691815049725,0.01094837604086326,0.012949614771335254,0.005483793792760947,1.7180549163982205e-10,0.23109507039716018,0.011913662247169563,0.020275537079272352
423,Diptera_Group_88,Aedes aurifer,native,66.0,37.0,native,0.08229875099909897,0.917701249000901,0.05346237015862621,0.058915511970566325,0.014503872956719104,0.0,0.05239752005012046,0.02801663010464821,0.0,0.0,8.375517717441325e-09,0.3125648335337461,0.03979114491465676,0.0
424,,Aedes communis,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
425,,Aedes diantaeus,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
426,,Aedes intrudens,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
427,Diptera_Group_89,Aedes aurifer,native,66.0,12.0,native,0.045040110182367254,0.9549598898176329,0.05346237015862621,0.08736103436139904,0.011414358595720393,0.005399220610614715,0.05239752005012046,0.04149821633930075,0.013266498291592061,0.00949694228457758,1.3545022242675257e-08,0.203957169352351,0.031315111378756866,0.009251378518984813
428,Diptera_Group_9,,,,1.0,introduced,0.57596162600245,0.42403837399755023,0.2435658254451094,,0.10558002200931162,,0.20706081314057528,,0.024539628856028024,,0.0,,0.09922300850083327,
429,Diptera_Group_90,Aedes communis,native,66.0,8.0,native,0.012598957693337276,0.9874010423066628,0.05110777469193881,0.05363431341167377,0.0,0.0,0.05040287877830491,0.02570494460655755,0.0,0.0,8.973768982972848e-09,0.30389774320006313,0.0,0.0
430,,Aedes intrudens,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
431,,Aedes sticticus,,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
432,Diptera_Group_91,Aedes communis,native,66.0,20.0,native,0.014185658008659313,0.9858143419913408,0.05110777469193881,0.12402645091459999,0.007503628545851308,0.054312982193391535,0.05040287877830491,0.05197888701213323,0.012894112677595666,0.09576587712872033,1.053842613897837e-08,0.16148363771712002,0.021108564326553877,0.07429874556942621
433,,Aedes intrudens,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
434,,Aedes sticticus,,33.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
435,Diptera_Group_92,Aedes abserratus,native,33.0,21.0,native,0.012598957693337276,0.9874010423066628,0.05766296017218026,0.05289214148417929,0.0,0.0,0.06990963218598487,0.025333871043240627,0.0,0.0,2.9605767755790766e-10,0.34989881497110437,0.0,0.0
436,,Aedes implicatus,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
437,,Aedes punctor,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
438,Diptera_Group_93,Aedes abserratus,native,33.0,4.0,native,0.013125318999644513,0.9868746810003556,0.05766296017218026,0.06462277096275723,0.003612845043529339,0.03427293517586613,0.06990963218598487,0.02429355533333858,0.006203769932239567,0.060548827642222976,7.148335634299739e-10,0.1356074267208859,0.00814235245143645,0.10031480413038237
439,,Aedes punctor,native,66.0,,introduced,0.664337879925706,0.33566212007429375,,,,,,,,,,,,
