Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,predict,predict prob,1,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
313,Diptera_Group_196,,,,,0,,1,native,0.044508562992698154,0.9554914370073027,0.08720402403559661,0.05037945131056341,0.0,0.041723175312406005,0.10359121905781499,0.06532519391654028,0.0,0.03820208068461324,3.973001994170885e-11,0.5321156457992706,0.0,0.04745380300671628
314,Diptera_Group_197,Lucilia sericata,native,33.0,50.0,1,1.0,3,native,0.1743419393316424,0.8256580606683585,0.08720402403559661,0.0,0.007122159697032104,0.0,0.10359121905781499,0.0,0.0,0.0,1.4450069028992177e-08,1.0,0.01194877615630879,0.04745380300671628
315,Diptera_Group_198,Pnyxia scabiei,native,33.0,50.0,1,1.0,1,introduced,0.6425184107932432,0.35748158920675716,0.35296503193395296,0.05037945131056341,0.3460177291906538,0.041723175312406005,0.22606750238525752,0.06532519391654028,0.33804530506184177,0.03820208068461324,1.6106764841233318e-10,0.5321156457992706,0.3008749434194113,0.04745380300671628
316,Diptera_Group_199,,,,,0,,1,introduced,0.6384791009184396,0.3615208990815608,0.3068903065540355,0.05037945131056341,0.36694307725067704,0.041723175312406005,0.1621692511440058,0.06532519391654028,0.39769777850128146,0.03820208068461324,1.932811780947998e-08,0.5321156457992706,0.42617456542408677,0.04745380300671628
317,Diptera_Group_2,,,,,0,,1,native,0.06917668400694037,0.9308233159930601,0.10619498134518864,0.05037945131056341,0.01822227143869172,0.041723175312406005,0.1149627424308845,0.06532519391654028,0.0,0.03820208068461324,2.8378585672649178e-09,0.5321156457992706,0.028142809589084074,0.04745380300671628
318,Diptera_Group_20,,,,,0,,1,introduced,0.6326480332165667,0.3673519667834335,0.2847240454570747,0.05037945131056341,0.10491628466824648,0.041723175312406005,0.3358046177800182,0.06532519391654028,0.07430475870672044,0.03820208068461324,0.0,0.5321156457992706,0.06372475244441857,0.04745380300671628
319,Diptera_Group_200,,,,,0,,1,introduced,0.6426078562051148,0.35739214379488543,0.24316321584090472,0.05037945131056341,0.22097175785546466,0.041723175312406005,0.18982197036128307,0.06532519391654028,0.269632381146546,0.03820208068461324,1.7947537965945693e-08,0.5321156457992706,0.22408797673413852,0.04745380300671628
320,Diptera_Group_201,,,,,0,,1,introduced,0.6423509348584608,0.35764906514153944,0.22112322856916328,0.05037945131056341,0.23572081008345683,0.041723175312406005,0.14503981260869062,0.06532519391654028,0.269632381146546,0.03820208068461324,4.065040650406504e-06,0.5321156457992706,0.30084212272918553,0.04745380300671628
321,Diptera_Group_202,,,,,0,,1,introduced,0.6359224131379072,0.364077586862093,0.18748679691793854,0.05037945131056341,0.12843844606960814,0.041723175312406005,0.15314258990542903,0.06532519391654028,0.13784219147195217,0.03820208068461324,2.546402822518791e-07,0.5321156457992706,0.15659657724969978,0.04745380300671628
322,Diptera_Group_203,,,,,0,,2,introduced,0.6974717946950588,0.3025282053049409,0.17486422567915602,0.0,0.09571130789602772,0.0,0.1598481191901795,0.0,0.08689209860691886,0.0,4.709311244055836e-08,1.0,0.11253308778914993,0.04745380300671628
323,Diptera_Group_204,,,,,0,,1,native,0.30922340833007883,0.6907765916699212,0.16979406330943916,0.05037945131056341,0.042044802291817146,0.041723175312406005,0.18930859982704046,0.06532519391654028,0.0,0.03820208068461324,3.113974535971775e-09,0.5321156457992706,0.04273837300426344,0.04745380300671628
324,Diptera_Group_205,,,,,0,,1,native,0.3734849057086118,0.626515094291388,0.16418208606899046,0.05037945131056341,0.042044802291817146,0.041723175312406005,0.15348265732884125,0.06532519391654028,0.0,0.03820208068461324,1.9788311090658073e-08,0.5321156457992706,0.0511665131995084,0.04745380300671628
325,Diptera_Group_206,,,,,0,,1,introduced,0.5934116288997962,0.4065883711002042,0.14159615230419056,0.05037945131056341,0.12453552427678599,0.041723175312406005,0.11793972583193302,0.06532519391654028,0.12501339740298884,0.03820208068461324,2.7458199110292984e-07,0.5321156457992706,0.18841659430042018,0.04745380300671628
326,Diptera_Group_207,,,,,0,,1,introduced,0.5909125826690252,0.4090874173309748,0.14159615230419056,0.05037945131056341,0.09571130789602772,0.041723175312406005,0.11793972583193302,0.06532519391654028,0.08689209860691886,0.03820208068461324,3.0832949838932354e-07,0.5321156457992706,0.1448068635496974,0.04745380300671628
327,Diptera_Group_208,,,,,0,,3,native,0.19812472255275884,0.801875277447242,0.05336734284511492,0.0,0.0071150257894574236,0.0,0.06355282632919823,0.0,0.012269814428014012,0.0,1.0921920539960117e-09,1.0,0.017146403418821406,0.04745380300671628
328,Diptera_Group_209,Clogmia albipunctata,,33.0,,1,1.0,2,native,0.07295413087203878,0.9270458691279614,0.05336734284511492,0.08776530006359441,0.0071150257894574236,0.4729230979664319,0.06355282632919823,0.05739176719461951,0.012269814428014012,0.467878421926851,8.436876821598403e-11,0.3536322351148411,0.017146403418821406,0.4810984755159278
329,Diptera_Group_21,,,,,0,,3,introduced,0.6377624488882566,0.362237551111744,0.2836106358404,0.04373639581111845,0.09897381064269305,0.0,0.2557720856781064,0.05469774521558831,0.03689436817446285,0.0,0.0,0.15736512755855742,0.07705857148870336,0.0
330,Diptera_Group_210,,,,,0,,1,introduced,0.6379075276366795,0.3620924723633207,0.17872158698081805,0.05037945131056341,0.10881164664856414,0.041723175312406005,0.1689263712141736,0.06532519391654028,0.07430475870672044,0.03820208068461324,4.525233931584598e-10,0.5321156457992706,0.12204368610439989,0.04745380300671628
331,Diptera_Group_211,Psychoda alternata,,66.0,,1,1.0,3,introduced,0.6159755905335127,0.3840244094664875,0.17872158698081805,0.11714382076276275,0.10881164664856414,0.47546771123945547,0.1689263712141736,0.09513371481112186,0.11230627997230087,0.46895805741090457,2.4543641662831722e-09,0.1646556078392409,0.12204368610439989,0.29179619648978977
332,Diptera_Group_212,,,,,0,,3,native,0.3929844443560306,0.6070155556439691,0.29238486022623306,0.2822697851691191,0.06889317471893146,0.0,0.2837699802349849,0.3819417041356281,0.0,0.0,0.0,0.3333392543335614,0.048824522636975995,0.0
333,Diptera_Group_213,Bradysia vagans,introduced,33.0,50.0,1,1.0,1,native,0.34620793385226667,0.6537920661477334,0.2700180634170402,0.05037945131056341,0.047259369300210824,0.041723175312406005,0.3552821004985921,0.06532519391654028,0.012241675535187967,0.03820208068461324,0.0,0.5321156457992706,0.027246719478755687,0.04745380300671628
334,Diptera_Group_214,,,,,0,,1,native,0.3604514079087283,0.6395485920912719,0.24164107967268467,0.05037945131056341,0.06138269620212536,0.041723175312406005,0.24421214758222382,0.06532519391654028,0.0,0.03820208068461324,3.6048473692284094e-13,0.5321156457992706,0.049819183797719435,0.04745380300671628
335,Diptera_Group_215,Corynoptera globiformis,introduced,33.0,50.0,1,1.0,1,native,0.4702408792921477,0.5297591207078522,0.23729484550066599,0.05037945131056341,0.043416358134184964,0.041723175312406005,0.23937793334201823,0.06532519391654028,0.024539628856028024,0.03820208068461324,0.0,0.5321156457992706,0.03587406329720007,0.04745380300671628
336,Diptera_Group_216,Zygoneura calthella,native,66.0,50.0,1,1.0,2,introduced,0.7008709979130381,0.299129002086962,0.22131584086714995,0.0,0.13399341759316977,0.0,0.17021898597556306,0.0,0.15073282690994005,0.0,7.05629697806412e-11,1.0,0.14930856503702553,0.04745380300671628
337,Diptera_Group_217,,,,,0,,1,introduced,0.6419525715923943,0.3580474284076061,0.21165174372974,0.05037945131056341,0.1535086299225979,0.041723175312406005,0.1849902643242223,0.06532519391654028,0.1915949929568512,0.03820208068461324,1.6873753643196807e-10,0.5321156457992706,0.15920182130046678,0.04745380300671628
338,Diptera_Group_218,,,,,0,,1,native,0.4670395730920901,0.5329604269079099,0.20489949238458843,0.05037945131056341,0.043416358134184964,0.041723175312406005,0.21925547221605768,0.06532519391654028,0.02476685309039804,0.03820208068461324,7.07163675410339e-13,0.5321156457992706,0.03879139860503622,0.04745380300671628
339,Diptera_Group_219,,,,,0,,1,introduced,0.6291381357788,0.37086186422120027,0.19774212742170078,0.05037945131056341,0.07951971567069577,0.041723175312406005,0.18107885254522865,0.06532519391654028,0.049306455198429085,0.03820208068461324,1.1198036508666974e-10,0.5321156457992706,0.0840103026210763,0.04745380300671628
340,Diptera_Group_22,Forcipomyia bipunctata,,66.0,,1,1.0,1,introduced,0.5126450027958467,0.4873549972041535,0.2884499102767238,0.05037945131056341,0.0574986916866032,0.041723175312406005,0.3406685061847943,0.06532519391654028,0.03689436817446285,0.03820208068461324,0.0,0.5321156457992706,0.03446341729027007,0.04745380300671628
341,Diptera_Group_220,Sciara kitakamiensis,introduced,33.0,50.0,1,1.0,3,introduced,0.6915696448212812,0.30843035517871864,0.19774212742170078,0.0,0.10228820280664287,0.0,0.14155984088741239,0.0,0.11224582949911943,0.0,3.9730019941708846e-08,1.0,0.1332231352308557,0.04745380300671628
344,Diptera_Group_222,,,,,0,,8,native,0.08832145008298764,0.9116785499170127,0.0227480328693271,0.010928540001282504,0.0,0.0,0.029211569551626737,0.013967452680295244,0.0,0.0,3.46678938487498e-08,0.6775400275852911,0.0,0.0
345,Diptera_Group_223,,,,,0,,4,native,0.03509314571529258,0.964906854284708,0.0328679856701029,0.0438088415015969,0.0,0.0,0.04161971290274894,0.05727330544985668,0.0,0.0,8.958429206933578e-09,0.522506931616517,0.0,0.0
346,Diptera_Group_23,Mycetophila fungorum,,66.0,,1,1.0,3,introduced,0.6590532703417709,0.3409467296582294,0.2835997791531609,0.02916505696167939,0.18486467365081782,0.0,0.18772598187615666,0.037616740877976625,0.13784219147195217,0.0,0.0,0.43819057837033737,0.18929158591841727,0.0
347,Diptera_Group_24,,,,,0,,1,introduced,0.6399155901769343,0.360084409823066,0.2823275435353606,0.05037945131056341,0.12502960948746816,0.041723175312406005,0.28899721285388474,0.06532519391654028,0.11224582949911943,0.03820208068461324,0.0,0.5321156457992706,0.08714808348947108,0.04745380300671628
348,Diptera_Group_25,Dasyhelea incisurata,introduced,100.0,50.0,1,1.0,3,introduced,0.6819929156880702,0.3180070843119299,0.28294344143499583,0.014566748231428549,0.11217061686183634,0.0,0.27016018712177114,0.01872919493273186,0.07133222705401013,0.0,0.0,0.5452058524904253,0.08312155075015033,0.0
349,Diptera_Group_26,Psilocephala argentata,introduced,33.0,50.0,1,1.0,1,native,0.41418972637387774,0.5858102736261223,0.26598862272834783,0.05037945131056341,0.07277831498093316,0.041723175312406005,0.30372982411061145,0.06532519391654028,0.01765549687253058,0.03820208068461324,0.0,0.5321156457992706,0.04847628121437826,0.04745380300671628
350,Diptera_Group_27,,,,,0,,1,introduced,0.6344263244452311,0.36557367555476916,0.28318323650223587,0.05037945131056341,0.08307843529605902,0.041723175312406005,0.2536067202108002,0.06532519391654028,0.07430475870672044,0.03820208068461324,0.0,0.5321156457992706,0.06517985978859349,0.04745380300671628
351,Diptera_Group_28,Agromyza sp. Agvt,,,,1,1.0,1,native,0.47595555530342815,0.5240444446965719,0.2700486123821216,0.05037945131056341,0.04796356760960996,0.041723175312406005,0.3466841007444293,0.06532519391654028,0.05486961060292741,0.03820208068461324,0.0,0.5321156457992706,0.028286953449337435,0.04745380300671628
352,Diptera_Group_29,Efferia aestuans,native,66.0,50.0,1,1.0,1,introduced,0.6415205155291841,0.35847948447081635,0.26540690461341426,0.05037945131056341,0.11913032932021515,0.041723175312406005,0.27040518823858706,0.06532519391654028,0.08689209860691886,0.03820208068461324,0.0,0.5321156457992706,0.08820645697423385,0.04745380300671628
353,Diptera_Group_3,Eutolmus lecythus,,66.0,,1,1.0,1,native,0.48146085155447854,0.5185391484455214,0.42731391553114584,0.05037945131056341,0.12156324024772343,0.041723175312406005,1.0,0.06532519391654028,0.12068813929886064,0.03820208068461324,0.0,0.5321156457992706,0.026138897583975595,0.04745380300671628
354,Diptera_Group_30,,,,,0,,1,introduced,0.5184287227030053,0.48157127729699484,0.2389645753807429,0.05037945131056341,0.049358370762731085,0.041723175312406005,0.24639366038718946,0.06532519391654028,0.04103174834778292,0.03820208068461324,0.0,0.5321156457992706,0.039741775904971174,0.04745380300671628
355,Diptera_Group_31,,,,,0,,1,native,0.47191153371421896,0.5280884662857809,0.10059441525211814,0.05037945131056341,0.04579329805549786,0.041723175312406005,0.09906065546069995,0.06532519391654028,0.06595253616081774,0.03820208068461324,9.326583831876054e-13,0.5321156457992706,0.07956231544873507,0.04745380300671628
356,Diptera_Group_32,,,,,0,,3,native,0.45315210925356747,0.5468478907464323,0.10059441525211814,0.04374658124482928,0.04579329805549786,0.159023000568352,0.09906065546069995,0.03697449239901739,0.04103174834778292,0.15560163541571578,5.767755790765455e-12,0.36303738547693937,0.07956231544873507,0.2511023491754258
357,Diptera_Group_33,,,,,0,,1,native,0.1804966929505397,0.81950330704946,0.1625616852554794,0.05037945131056341,0.0071967640439076115,0.041723175312406005,0.2117773456504715,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.006630508033530034,0.04745380300671628
358,Diptera_Group_34,,,,,0,,3,native,0.18203915719422853,0.8179608428057707,0.1625616852554794,0.04374199062681877,0.0071967640439076115,0.0,0.2117773456504715,0.05526164456169913,0.0,0.0,0.0,0.15733924755756104,0.006630508033530034,0.0
359,Diptera_Group_35,Simulium venustum,native,33.0,50.0,1,1.0,1,introduced,0.6444095447626974,0.3555904552373032,0.2592775087483526,0.05037945131056341,0.11600553583419539,0.041723175312406005,0.2446048623144345,0.06532519391654028,0.09657364310687935,0.03820208068461324,0.0,0.5321156457992706,0.09401641716535422,0.04745380300671628
360,Diptera_Group_36,,,,,0,,1,introduced,0.6338832154165585,0.36611678458344177,0.2506355857060248,0.05037945131056341,0.10561615294419233,0.041723175312406005,0.2365746357295601,0.06532519391654028,0.049306455198429085,0.03820208068461324,0.0,0.5321156457992706,0.08819249970133242,0.04745380300671628
361,Diptera_Group_37,Lasiopogon tetragrammus,native,66.0,50.0,1,1.0,1,introduced,0.6367357006677107,0.36326429933228954,0.28742383707485725,0.05037945131056341,0.11885483981476905,0.041723175312406005,0.29167447637796534,0.06532519391654028,0.1261081929195003,0.03820208068461324,0.0,0.5321156457992706,0.08215073809873977,0.04745380300671628
362,Diptera_Group_38,Limonia tristigma,native,66.0,50.0,1,1.0,1,introduced,0.6392654375247717,0.36073456247522856,0.25647006243453685,0.05037945131056341,0.088651472287061,0.041723175312406005,0.2458142696202496,0.06532519391654028,0.08689209860691886,0.03820208068461324,4.141739530602853e-13,0.5321156457992706,0.0715302552344754,0.04745380300671628
363,Diptera_Group_39,,,,,0,,1,introduced,0.6324916969123413,0.3675083030876589,0.2506355857060248,0.05037945131056341,0.09812913469060446,0.041723175312406005,0.2248902316922083,0.06532519391654028,0.049306455198429085,0.03820208068461324,0.0,0.5321156457992706,0.08572375989348813,0.04745380300671628
364,Diptera_Group_4,,,,,0,,2,introduced,0.6550877497735169,0.3449122502264836,0.3884169270527738,0.02185435432312127,0.215831759701869,0.0,0.3212053822013055,0.028391376163656595,0.20292568521079443,0.0,0.0,0.3177927537350211,0.13657101154643073,0.0
365,Diptera_Group_40,,,,,0,,2,introduced,0.6516094440872813,0.34839055591271895,0.2523732101244207,0.02185435432312127,0.10493537940593393,0.23567387443901774,0.260442239307296,0.0,0.08059842865681965,0.23340270811542155,0.0,0.318841243775388,0.08037815972415174,0.04745380300671628
366,Diptera_Group_41,,,,,0,,5,introduced,0.6345589305641908,0.3654410694358093,0.24482729380472534,0.10757109109952331,0.09594846595778897,0.09515768819879586,0.25656951957748014,0.1282946056041339,0.07142798488320902,0.09346828181903025,4.218438410799202e-13,0.053976783578106174,0.07449391400503663,0.04330405234728208
367,Diptera_Group_42,,,,,0,,1,introduced,0.6406170076254316,0.35938299237456867,0.25211379432258224,0.05037945131056341,0.15454336594962387,0.041723175312406005,0.19595761758952368,0.06532519391654028,0.13784219147195217,0.03820208068461324,3.0526154318146956e-11,0.5321156457992706,0.15243273226674145,0.04745380300671628
368,Diptera_Group_43,,,,,0,,1,introduced,0.6225428297009605,0.3774571702990396,0.2441539824519805,0.05037945131056341,0.08044833038603869,0.041723175312406005,0.20457114075021535,0.06532519391654028,0.03689436817446285,0.03820208068461324,0.0,0.5321156457992706,0.07641319897094626,0.04745380300671628
369,Diptera_Group_44,Mumetopia occipitalis,native,33.0,50.0,1,1.0,1,introduced,0.6402760259291006,0.35972397407089973,0.2446203907437996,0.05037945131056341,0.10612439949379142,0.041723175312406005,0.21945909422029342,0.06532519391654028,0.07430475870672044,0.03820208068461324,4.279797514956281e-13,0.5321156457992706,0.09474145653133223,0.04745380300671628
370,Diptera_Group_45,,,,,0,,1,native,0.4819839537775925,0.5180160462224075,0.23988755476836526,0.05037945131056341,0.08344645264751104,0.041723175312406005,0.23397446097643337,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.07037126924866809,0.04745380300671628
371,Diptera_Group_46,,,,,0,,1,native,0.18567541643767366,0.814324583562326,0.1915094946559075,0.05037945131056341,0.0,0.041723175312406005,0.2774853840077109,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.0,0.04745380300671628
372,Diptera_Group_47,,,,,0,,2,native,0.23275055309491408,0.767249446905085,0.1915094946559075,0.28697617282758686,0.0,0.0,0.2774853840077109,0.3858428566540525,0.0,0.0,0.0,0.0002618115100797431,0.0,0.0
373,Diptera_Group_48,,,,,0,,1,introduced,0.5263000759831783,0.4736999240168217,0.2197086755537327,0.05037945131056341,0.08330451982964464,0.041723175312406005,0.20164052375125083,0.06532519391654028,0.012241675535187967,0.03820208068461324,2.3623255100475532e-11,0.5321156457992706,0.08013509178478101,0.04745380300671628
374,Diptera_Group_49,,,,,0,,1,introduced,0.6278635596091382,0.37213644039086197,0.2197086755537327,0.05037945131056341,0.08944361996447034,0.041723175312406005,0.19435969668777714,0.06532519391654028,0.03689436817446285,0.03820208068461324,2.6998005829114897e-10,0.5321156457992706,0.0888555150708961,0.04745380300671628
375,Diptera_Group_5,,,,,0,,1,native,0.3459771582664817,0.6540228417335184,0.3013019028124025,0.05037945131056341,0.05713578519430917,0.041723175312406005,0.4289367836264532,0.06532519391654028,0.01765549687253058,0.03820208068461324,0.0,0.5321156457992706,0.027633199206943897,0.04745380300671628
376,Diptera_Group_50,,,,,0,,1,introduced,0.5256768722414259,0.4743231277585743,0.2417253933854444,0.05037945131056341,0.061654530023590406,0.041723175312406005,0.24358090397879179,0.06532519391654028,0.049306455198429085,0.03820208068461324,5.767755790765455e-12,0.5321156457992706,0.05015603722443673,0.04745380300671628
377,Diptera_Group_51,,,,,0,,1,introduced,0.6406170076254316,0.35938299237456867,0.24307800783759814,0.05037945131056341,0.1228195888065718,0.041723175312406005,0.23545932555731847,0.06532519391654028,0.10772461556909428,0.03820208068461324,3.5741678171498692e-12,0.5321156457992706,0.10299171153594848,0.04745380300671628
378,Diptera_Group_52,,,,,0,,1,introduced,0.641380469055447,0.3586195309445534,0.2394095922426806,0.05037945131056341,0.11935520712316627,0.041723175312406005,0.2319666298005173,0.06532519391654028,0.09953892605240731,0.03820208068461324,0.0,0.5321156457992706,0.10143032727219489,0.04745380300671628
379,Diptera_Group_53,Amblypsilopus scintillans,native,66.0,50.0,1,1.0,1,native,0.36313705387205375,0.6368629461279464,0.23947537625530896,0.05037945131056341,0.061654530023590406,0.041723175312406005,0.25842576876499185,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.04755825344698661,0.04745380300671628
380,Diptera_Group_54,,,,,0,,1,introduced,0.6356847982155012,0.36431520178449917,0.23588292169944325,0.05037945131056341,0.08842542324555284,0.041723175312406005,0.2336944698018144,0.06532519391654028,0.0617763981398694,0.03820208068461324,0.0,0.5321156457992706,0.0746498140002709,0.04745380300671628
381,Diptera_Group_55,Bactrocera dorsalis,introduced,66.0,50.0,1,1.0,2,introduced,0.6297937155617016,0.37020628443829856,0.2357705451493225,0.04377584643464632,0.07307651941597028,0.0,0.26327684994342754,0.05526164456169913,0.03542833720782528,0.0,0.0,0.15733924755756104,0.05543060416675067,0.0
382,Diptera_Group_56,Metalimnobia novaeangliae,native,66.0,50.0,1,1.0,1,introduced,0.6427835144573437,0.3572164855426567,0.2368665161003331,0.05037945131056341,0.14954363248625274,0.041723175312406005,0.1821957599811646,0.06532519391654028,0.12501339740298884,0.03820208068461324,4.893388556527074e-10,0.5321156457992706,0.15714981776513692,0.04745380300671628
383,Diptera_Group_57,Erioptera caliptera,native,66.0,50.0,1,1.0,2,introduced,0.5676677685673306,0.43233223143266936,0.23274789675830593,0.0,0.04357923127776809,0.0,0.2738329327646947,0.0,0.024539628856028024,0.0,0.0,1.0,0.03190071710306795,0.04745380300671628
384,Diptera_Group_58,Cuterebra fontinella,native,66.0,50.0,1,1.0,2,native,0.47532179593214485,0.5246782040678553,0.2259201315193759,0.24903657990924638,0.036686243925062895,0.0,0.23356107748563693,0.3220975733477869,0.024886871352860464,0.0,0.0,0.0008092615311565692,0.03098675516463773,0.0
385,Diptera_Group_59,Halocladius variabilis,native,33.0,50.0,1,1.0,2,native,0.4854121328109514,0.5145878671890486,0.230644418077182,0.06573492423113246,0.08330451982964464,0.0,0.2011530837947952,0.08554072560230784,0.0,0.0,0.0,0.08290671469190852,0.08030541064633967,0.0
386,Diptera_Group_6,,,,,0,,1,native,0.35690952622874694,0.6430904737712532,0.2758722145375836,0.05037945131056341,0.05840547877429225,0.041723175312406005,0.30490880437495854,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.038765107719616436,0.04745380300671628
387,Diptera_Group_60,,,,,0,,1,introduced,0.6360622052946583,0.36393779470534193,0.2606007546989469,0.05037945131056341,0.10344542199307293,0.041723175312406005,0.2211165672686835,0.06532519391654028,0.049306455198429085,0.03820208068461324,9.403282712072403e-13,0.5321156457992706,0.09173584888092264,0.04745380300671628
388,Diptera_Group_61,Beameromyia disfascia,native,33.0,50.0,1,1.0,1,introduced,0.6388572798863646,0.36114272011363574,0.23038176494356377,0.05037945131056341,0.11065428883540325,0.041723175312406005,0.20558700461932403,0.06532519391654028,0.10772461556909428,0.03820208068461324,2.132228869458506e-11,0.5321156457992706,0.1046473573117507,0.04745380300671628
389,Diptera_Group_62,,,,,0,,1,introduced,0.6377625952985998,0.3622374047014002,0.22807957490292347,0.05037945131056341,0.090534788394699,0.041723175312406005,0.24297195967396668,0.06532519391654028,0.07133222705401013,0.03820208068461324,0.0,0.5321156457992706,0.07381556001562652,0.04745380300671628
390,Diptera_Group_63,Cerodontha dorsalis,native,33.0,50.0,1,1.0,4,introduced,0.6199798086974544,0.3800201913025458,0.22767215401557656,0.054773102249273724,0.09138343945946603,0.1183103673534843,0.2181680642439756,0.05710771808641935,0.07745160705576853,0.11670109906586286,3.834944009817457e-12,0.2662253617496765,0.0820091468770915,0.12095422647994385
391,Diptera_Group_64,,,,,0,,2,introduced,0.6462422927428322,0.35375770725716865,0.22650408536067662,0.02185435432312127,0.08341805898552225,0.0,0.2301973649316904,0.02780232826464175,0.049306455198429085,0.0,0.0,0.3178244637362419,0.07137566842904697,0.0
396,Diptera_Group_67,Atrichopogon levis,native,66.0,50.0,1,1.0,4,introduced,0.6552934027157695,0.34470659728423086,0.22568529082176558,0.16877349732933628,0.09752985096225385,0.0,0.1914143673927535,0.2318049326362732,0.07430475870672044,0.0,5.537659150176406e-12,0.19348767894927568,0.09818805967967907,0.0
397,Diptera_Group_68,Coboldia fuscipes,,66.0,,1,1.0,1,introduced,0.6351094195425075,0.3648905804574926,0.22420549036803478,0.05037945131056341,0.08692708970240513,0.041723175312406005,0.2279300491176472,0.06532519391654028,0.0894665130725352,0.03820208068461324,4.954747660684153e-13,0.5321156457992706,0.07503657109198429,0.04745380300671628
398,Diptera_Group_69,,,,,0,,1,native,0.4773113990243937,0.5226886009756063,0.21712911235707255,0.05037945131056341,0.057654359938456676,0.041723175312406005,0.24072458469885694,0.06532519391654028,0.024539628856028024,0.03820208068461324,1.687375364319681e-11,0.5321156457992706,0.04740007425287368,0.04745380300671628
399,Diptera_Group_7,,,,,0,,1,native,0.35690952622874694,0.6430904737712532,0.2640739645532918,0.05037945131056341,0.05840547877429225,0.041723175312406005,0.2767182482040381,0.06532519391654028,0.0,0.03820208068461324,0.0,0.5321156457992706,0.042349197418815224,0.04745380300671628
400,Diptera_Group_70,,,,,0,,1,native,0.4671212605267556,0.5328787394732444,0.2179647195582649,0.05037945131056341,0.04357923127776809,0.041723175312406005,0.1890217911649347,0.06532519391654028,0.024539628856028024,0.03820208068461324,4.1570793066421227e-10,0.5321156457992706,0.044356606245470984,0.04745380300671628
401,Diptera_Group_71,Stonemyia rasa,native,66.0,50.0,1,1.0,2,introduced,0.6943810847958513,0.3056189152041486,0.2181005622923357,0.0,0.0883875886909528,0.0,0.19581308186335403,0.0,0.03542833720782528,0.0,0.0,1.0,0.08723671233179958,0.04745380300671628
402,Diptera_Group_72,,,,,0,,3,introduced,0.6179495853836124,0.3820504146163877,0.2130274487638142,0.07297576340184306,0.09745783753703482,0.316180580285025,0.1884360071836768,0.05682532172503528,0.12034838624118344,0.31156127938589806,1.6873753643196807e-13,0.37102954578463754,0.09946455202551942,0.3248525958254896
403,Diptera_Group_73,Aedes cinereus,,66.0,,1,1.0,27,introduced,0.6483051759474477,0.35169482405255287,0.19697684722911502,0.14267482974186813,0.07338104144079989,0.0,0.20122796800908763,0.18961700674686985,0.038474399104241684,0.0,1.484890320601319e-12,0.04481596322541458,0.07071610473848032,0.0
407,Diptera_Group_75,Aedes japonicus,introduced,100.0,50.0,1,1.0,11,introduced,0.6167131834860422,0.3832868165139582,0.17314579273589611,0.036633992464787456,0.0469801531266287,0.0,0.1708461324312376,0.047468049947259505,0.049306455198429085,0.0,1.7027151403589507e-10,0.5009412907862397,0.05218492724585425,0.0
408,Diptera_Group_76,Culiseta morsitans,native,33.0,50.0,1,1.0,15,introduced,0.5698685727373486,0.4301314272626513,0.1712358385291167,0.10201142231835106,0.05175699634338791,0.03159305997410579,0.18581876167481737,0.13066392983705613,0.025365259278900217,0.031120225086403986,2.6537812547936796e-10,0.19618482905311593,0.05346871221693641,0.014116564883724463
411,Diptera_Group_78,Aedes triseriatus,native,33.0,50.0,1,1.0,23,native,0.3151201832210374,0.6848798167789626,0.14444264334328308,0.13902399731219317,0.013502357514220005,0.13525951989585716,0.16152255900578055,0.17076055030930037,0.023189363220332587,0.13320825133220493,3.313391624482283e-11,0.3875388164202445,0.01573534811817853,0.04624591199705735
412,Diptera_Group_79,Aedes sollicitans,native,33.0,50.0,1,1.0,1,native,0.07356809428702875,0.9264319057129718,0.11484590095041804,0.05037945131056341,0.018760224857146564,0.041723175312406005,0.11851452030621093,0.06532519391654028,0.0,0.03820208068461324,1.2501917472004906e-10,0.5321156457992706,0.028272159445213812,0.04745380300671628
413,Diptera_Group_8,Polypedilum convictum,native,66.0,50.0,1,1.0,1,introduced,0.5959577962203543,0.40404220377964567,0.25678059588403496,0.05037945131056341,0.08764268096867726,0.041723175312406005,0.2092099605580272,0.06532519391654028,0.024539628856028024,0.03820208068461324,0.0,0.5321156457992706,0.08162002956382783,0.04745380300671628
414,Diptera_Group_80,Aedes vexans,introduced,66.0,50.0,1,1.0,30,introduced,0.577373559652157,0.4226264403478429,0.11937653783320305,0.11133324601595328,0.06210041699304664,0.062041161890701906,0.11374848510041438,0.13913617802924144,0.038474399104241684,0.061209773123553246,6.304647952139898e-09,0.05804000373454015,0.09672951848338128,0.026033520749422105
